text,iab_label,confidence
"However, the vegan movement has also been praised for raising awareness about the ethical and environmental issues associated with animal agriculture.",IAB12 News,0.1
"The vegan movement has had a significant impact on the food and drink industry, leading to the development of a wide range of vegan products and the growth of vegan restaurants and cafes.",IAB8 Food & Drink,0.78
"Vegetarianism has been practiced for centuries, with roots in ancient India, Greece, and Egypt.",IAB14 Society,0.16
"Key figures in the vegetarian movement include Pythagoras, Leonardo da Vinci, and Mahatma Gandhi.",IAB24 Uncategorized,0.1
Notable events in vegetarian history include the founding of the Vegetarian Society in 1847 and the first World Vegetarian Congress in 1880.,IAB14 Society,0.53
Controversies surrounding vegetarianism include debates over the nutritional adequacy of plant-based diets and the ethical implications of consuming animal products.,IAB14 Society,0.09
"Vegetarianism is becoming increasingly popular due to concerns about animal welfare, environmental sustainability, and personal health.",IAB14 Society,0.13
"Current trends in vegetarianism include the rise of plant-based meat alternatives, the growing availability of vegetarian options in restaurants, and the increasing number of people adopting flexitarian diets.",IAB6 Family & Parenting,0.08
"Future possibilities for vegetarianism include the development of more sustainable and affordable plant-based foods, the expansion of vegetarian education and awareness, and the potential for vegetarianism to become the norm rather than the exception.",IAB5 Education,0.14
"Vegetarianism has a significant influence on the food and drink industry, driving innovation in plant-based products and shaping consumer preferences.",IAB8 Food & Drink,0.56
"Vegetarian diets can be nutritionally adequate and provide numerous health benefits, including reduced risk of heart disease, stroke, and certain types of cancer.",IAB7 Health & Fitness,0.12
Vegetarianism promotes compassion for animals and reduces the environmental impact of food production.,IAB14 Society,0.09
"The ethical implications of vegetarianism are complex and involve considerations of animal rights, environmental sustainability, and human health.",IAB14 Society,0.12
"Vegetarianism is a diverse movement with different branches, including veganism, lacto-vegetarianism, and ovo-vegetarianism.",IAB24 Uncategorized,0.11
"Vegetarianism has faced criticism from some quarters, including concerns about nutritional deficiencies and the potential for social isolation.",IAB24 Uncategorized,0.1
"Despite these criticisms, vegetarianism continues to gain popularity and is becoming increasingly mainstream.",IAB6 Family & Parenting,0.1
"Vegetarianism is a viable and ethical dietary choice that offers numerous benefits for individuals, animals, and the environment.",IAB12 News,0.07
"The future of vegetarianism is bright, with growing awareness of its benefits and increasing availability of plant-based options.",IAB20 Travel,0.09
"Vegetarianism is a personal choice that should be respected and supported, regardless of one's own dietary preferences.",IAB6 Family & Parenting,0.1
"Vegetarianism is a powerful force for positive change in the world, promoting compassion, sustainability, and health.",IAB14 Society,0.14
Vegetarianism is a growing trend that is likely to continue in the years to come.,IAB14 Society,0.11
