text,iab_label,confidence
beyonce miley cyrus pharrell feature time magazines influential list,IAB12 News,0.22
dccu could batman v superman introduce robin plan,IAB17 Sports,0.26
toronto stocks rise rebound gdp,IAB3 Business,0.14
first superman comic sells 32m,IAB1 Arts & Entertainment,0.27
expanding medicaid sensible necessary,IAB14 Society,0.15
update 1us states sign regional pact restore chesapeake bay,IAB12 News,0.49
meryl maks lovers brilliant marketers,IAB9 Hobbies & Interests,0.24
beyoncé jay z step amid video uproar photo,IAB1 Arts & Entertainment,0.17
china unveils landmark urbanization plan,IAB12 News,0.28
coachella 2014 outkast reunite celebs rock,IAB1 Arts & Entertainment,0.49
rare mono mono newborn twins well,IAB6 Family & Parenting,0.26
watch erykah badu interrupt nyc news broadcast try kiss reporter,IAB12 News,0.88
despite iphone 6 hype android continues dominate ios market share,IAB19 Technology & Computing,0.19
world wide web turns 25 key milestones internet history,IAB19 Technology & Computing,0.25
usdjpy boj maintained policy slashes economic forecast,IAB12 News,0.14
garfield fan spiderman outfit,IAB9 Hobbies & Interests,0.18
hillary beat five news outfits assign reporters hillary clinton,IAB12 News,0.6
anita baker misses hearing judge issues warrant,IAB3 Business,0.18
dollar general shares dive ceo dreiling announces retirement,IAB3 Business,0.28
famu president mangum honors maya angelou,IAB23 Religion & Spirituality,0.24
un top court rule japan whale hunt antarctic,IAB24 Uncategorized,0.4
gm recalls 3 million additional cars ignition switches,IAB2 Automotive,0.52
govt may wasted millions stockpiling tamiflu,IAB15 Science,0.13
research markets hiv vaccine market opportunity clinical pipeline,IAB3 Business,0.25
possible names web included mine information information mine,IAB12 News,0.07
vivendi hunts right telecom exit,IAB20 Travel,0.27
tick population abundant new york state,IAB12 News,0.14
text 911 parts country,IAB20 Travel,0.14
ford recalls 692000 vehicles,IAB2 Automotive,0.47
eminem makes mothers day apology debbie nelson,IAB6 Family & Parenting,0.38
open enrollment new health insurance closes march 31st,IAB12 News,0.24
learn gm ceo barra recall,IAB3 Business,0.19
top sierra leone doctor dies ebola,IAB12 News,0.24
ebola scientist frustrated deadly outbreak guinea,IAB15 Science,0.36
researcher predicts low wwe network subscriber count tomorrow,IAB15 Science,0.34
amazon studios adds six new series brings back alpha house,IAB1 Arts & Entertainment,0.24
cara delevingne michelle rodriguez frolic romantic getaway,IAB20 Travel,0.7
george clooney slams newspaper fabricating story,IAB12 News,0.38
us hot stocks hot stocks watch,IAB12 News,0.18
colin firth consciously uncouples paddington bear,IAB6 Family & Parenting,0.12
jenny lewis rocking ryan adams saying goodbye rilo kiley,IAB18 Style & Fashion,0.14
smith wesson holding corp swhc announces quarterly earnings results,IAB3 Business,0.41
stocks showing lack direction morning trading us commentary,IAB24 Uncategorized,0.23
teen actresssinger zendaya longer playing aaliyah lifetime tv film,IAB1 Arts & Entertainment,0.33
tesla gigafactory great news graphite industry,IAB3 Business,0.66
microsoft puts cloud first 99 nokia x2 android smartphone,IAB19 Technology & Computing,0.37
snap thief app takes theftie photos emails phones location,IAB19 Technology & Computing,0.09
brad pitt teaming david michôd operators,IAB3 Business,0.17
google enable endtoend encryption user emails,IAB19 Technology & Computing,0.27
