text,iab_label,confidence
backstage look glees 100th episode,IAB1 Arts & Entertainment,0.19
netflix raising prices 1 per month,IAB1 Arts & Entertainment,0.17
names uk towns unsafe air pollution levels,IAB12 News,0.27
federal reserve sees end qe coming october,IAB12 News,0.14
ebola virus disease west africa 203 cases 129 deaths,IAB12 News,0.11
aereo vs broadcast tv case could change everything,IAB24 Uncategorized,0.15
free jet lag app called entrain could help travelers reset circadian rhythm,IAB20 Travel,0.18
lily allen mocks mean bloggers url badman music video,IAB1 Arts & Entertainment,0.18
million ways laugh,IAB24 Uncategorized,0.14
comcast goes washington flops,IAB3 Business,0.3
second us case mers confirmed,IAB12 News,0.38
update latest business,IAB3 Business,0.63
barclays dark pool exodus new york regulator sues,IAB3 Business,0.44
brent slips near 108 mideast tension cools gaza lull,IAB12 News,0.13
adrienne bailon strikes back kim kardashian fame career two,IAB4 Careers,0.61
hbo working big fat greek wedding sequel,IAB1 Arts & Entertainment,0.27
apple ceo tim cook described less handson compared steve jobs,IAB3 Business,0.19
penn lead project restore memory loss,IAB24 Uncategorized,0.14
4000 pounds beef recall mad cow risk,IAB12 News,0.19
miley cyrus brings bangerz tour nbc watch two new clips,IAB12 News,0.72
dans review heaven real acceptable substitute faith,IAB23 Religion & Spirituality,0.22
panel search message,IAB24 Uncategorized,0.07
amazon developing free video streaming service,IAB3 Business,0.17
google 1 list 25 companies best perks pay survey says,IAB3 Business,0.16
ntsb faults pilot mismanagment asiana flight wistvcom columbia south,IAB20 Travel,0.19
poll much fruit veg eat day,IAB8 Food & Drink,0.21
chrysler march us sales rise 13,IAB2 Automotive,0.65
carney recruits imfs billiondollar woman,IAB4 Careers,0.14
report autism starts womb,IAB12 News,0.38
facebook goes virtual,IAB24 Uncategorized,0.22
us hypersonic missile test failed shortly takeoff,IAB20 Travel,0.16
congress demands answers gm recall,"IAB11 Law, Gov’t & Politics",0.2
african health ministers discuss ebola disease accra,IAB12 News,0.28
selena gomez rushes justin biebers side felony charges filed,IAB12 News,0.16
google forgets bbc guardian stories eu search results,IAB24 Uncategorized,0.15
jessica simpson fiancé eric johnson host outdoor prewedding,IAB6 Family & Parenting,0.12
first us mers case spread disease,IAB24 Uncategorized,0.17
kim kardashian kanye west wedding,IAB1 Arts & Entertainment,0.26
forexdollar euro policy outlook strong data,IAB12 News,0.28
freddie prinze jnr hated every moment working keifer sutherland 24,IAB3 Business,0.16
dolly parton brings taste country glastonbury,IAB1 Arts & Entertainment,0.21
pilots take blame deadly asiana crash,IAB12 News,0.2
xmen days future past postcredits scene explained,IAB1 Arts & Entertainment,0.19
single bidder takes 30k bitcoins silk road auction,IAB20 Travel,0.52
obamas robot pal tapped honda driverless car edge,IAB2 Automotive,0.75
google project tango taken apart ifixit,IAB19 Technology & Computing,0.19
watch rep john lewis dances pharrell hes happy,IAB1 Arts & Entertainment,0.29
miss selena gomez shows justin bieber toned body,IAB1 Arts & Entertainment,0.26
target ceo steinhafel wake massive data breach,IAB8 Food & Drink,0.25
microsoft cut 18000 jobs biggest layoff ever,IAB3 Business,0.43
draghi signalls action deflation high euro within two months,IAB12 News,0.21
apple releases 8gb iphone 5c across europe,IAB19 Technology & Computing,0.45
worst places us seasonal allergies,IAB24 Uncategorized,0.25
aladdin opens tonight broadway five things know,IAB1 Arts & Entertainment,0.77
apple ipod touch lineup starting 199,IAB19 Technology & Computing,0.19
ministry saudi mers death toll surges 282,IAB23 Religion & Spirituality,0.17
nytimes innovates interviewing fabio,IAB12 News,0.41
thai army rulers rush placate rice farmers boost economy,IAB3 Business,0.32
usda illinois farmers expect plan slightly less corn soybeans,IAB12 News,0.12
us israelis palestinians meet revive talks,IAB12 News,0.16
president sign executive orders equal pay,"IAB11 Law, Gov’t & Politics",0.44
40 vets died waiting care phoenix va,IAB16 Pets,0.4
conn gas prices continue slow decline,IAB24 Uncategorized,0.17
handsetfree nokia returns profit q1,IAB3 Business,0.19
fifa world cup 2014 astronauts play zero gravity soccer cheer teams,IAB17 Sports,0.67
spokesman kiev round gas talks ends without result,IAB24 Uncategorized,0.13
google may include citywide wifi fiber rollouts,IAB19 Technology & Computing,0.36
9yearold kansas girl dies braineating amoeba,IAB12 News,0.17
take android wear smartwatch os test drive smartphone tablet,IAB19 Technology & Computing,0.29
celebrity friends family painted coffin peaches geldof funeral,IAB6 Family & Parenting,0.13
