text,iab_label,confidence
mers cases jump saudi arabia death toll rises 81,IAB12 News,0.13
market basket hq workers wont show work friday plan rally,IAB3 Business,0.34
blackberry posts smallerthanexpected loss 2nd update,IAB19 Technology & Computing,0.38
third times charm american idol winner,IAB1 Arts & Entertainment,0.19
hundreds passengers evacuated eurotunnel train breaks,IAB20 Travel,0.5
crow conscious uncoupling end affair arsenal,IAB2 Automotive,0.23
cherry tree blooms years early international space station trip,IAB20 Travel,0.44
update reno running gigafactory california bolts lead,IAB3 Business,0.31
emma stone sof237a vergara mindy kaling react mean tweets,IAB1 Arts & Entertainment,0.11
title cot report 01 july 2014,IAB12 News,0.26
uspto shatters googles attempt trademark glass,IAB19 Technology & Computing,0.13
nasas iris films rare gigantic solar flare video,IAB15 Science,0.18
satya nadella new microsoft ceo speaks code conference,IAB19 Technology & Computing,0.41
tax freedom day finally dont feel free,IAB24 Uncategorized,0.19
actor johnny depp subpoenaed murder case,IAB1 Arts & Entertainment,0.2
parents believe overweight kids healthy,IAB6 Family & Parenting,0.43
fx watching paint dry,IAB1 Arts & Entertainment,0.2
hundreds thousands vote greater democracy hong kong,IAB14 Society,0.13
comet spotted rosettas first sight churymovgerasimenko since wakeup,IAB20 Travel,0.13
bt knocks ftse smith nephew fading takeover prospects,IAB3 Business,0.16
mad men recap season 7 episode 5 runaways,IAB1 Arts & Entertainment,0.13
sofia vergara fiancé nick loeb split shocking modern family star,IAB6 Family & Parenting,0.18
reading rainbow host levar burton 10 things didnt know,IAB24 Uncategorized,0.23
us job gains june beat forecast unemployment rate near 6year low,IAB12 News,0.14
godzilla director gareth edwards helm first standalone star wars film,IAB1 Arts & Entertainment,0.28
congress weighs comcasttime warner merger,IAB3 Business,0.17
skin cancer cases east england thanks 1960s package,IAB12 News,0.12
us navy test futuristic highspeed electromagnetic railgun sea,IAB20 Travel,0.18
alibaba plans us flotation,IAB3 Business,0.46
htc one mini 2 image leak shows shrunken smartphone several colors,IAB19 Technology & Computing,0.15
apple picking old strategy iphone 5c,IAB19 Technology & Computing,0.22
american idol predictions 2014 top 8 make,IAB12 News,0.18
philip morris takes tobacco fight courts,IAB24 Uncategorized,0.12
mad men runaways,IAB20 Travel,0.24
coldplays chris martin performs peter gabriel rock roll hall,IAB1 Arts & Entertainment,0.48
200 mumps cases confirmed ohio,IAB12 News,0.32
talker cosmos makes return,IAB20 Travel,0.23
ftc snapchat deceived customers stored messages,IAB3 Business,0.18
facebook may seek monopoly social networking buy competition expert,IAB24 Uncategorized,0.12
india promising market facebook says sandberg,IAB3 Business,0.13
facebook inc fb buying oculus makes sense,IAB19 Technology & Computing,0.38
facebook buys oculus right move leader vr,IAB19 Technology & Computing,0.52
iata calls global development standards commercial aviation,IAB24 Uncategorized,0.18
godzilla monstrous opening box office,IAB1 Arts & Entertainment,0.25
brian cornell named new target ceo,IAB3 Business,0.19
west nile virus found michigan,IAB12 News,0.16
emc corp emc beat earnings estimates,IAB3 Business,0.56
macklemore defends misunderstood costume,IAB1 Arts & Entertainment,0.19
farewell cristina yang 16 best one liners help cope,IAB23 Religion & Spirituality,0.07
heres fullpage ad disneys sleeping beauty looked like 1959,IAB1 Arts & Entertainment,0.19
binge watching favorite tv shows could killing darn science,IAB15 Science,0.43
bing joins google accepting right forgotten requests,IAB3 Business,0.3
first lady responds school meal critics,IAB12 News,0.25
male researchers make lab mice rats stressout,IAB15 Science,0.14
game thrones rape scene step far different book says,IAB1 Arts & Entertainment,0.22
new species mouselike creature elephant trunk discovered,IAB12 News,0.46
medtronic acquire chief rival covidien,IAB19 Technology & Computing,0.29
dow ends 17000 us jobs jump,IAB4 Careers,0.25
softbank ceo still trying merge us sprint tmobile,IAB3 Business,0.2
mtv movie awards showcases upcoming hollywood studio blockbusters,IAB1 Arts & Entertainment,0.24
johnny weir alleged threatening marriage exclusive,IAB12 News,0.26
angelina jolie stella mccartney join forces maleficent clothing line,IAB18 Style & Fashion,0.46
ebay asks users change passwords security breach,IAB3 Business,0.53
110 arrested outside mcdonalds headquarters,IAB8 Food & Drink,0.6
snl spoofs infamous jay z solange elevator fight,IAB12 News,0.24
electrical stimulation brain alters dreams study,IAB15 Science,0.62
oscar pistorius mental disorder killed girlfriend,IAB17 Sports,0.14
review transformers age extinction paramount pictures,IAB1 Arts & Entertainment,0.12
lorde get married vegas royals singer fools fans inside little white,IAB1 Arts & Entertainment,0.18
yen slides boj holds monetary policy steady,IAB24 Uncategorized,0.11
call eat seven portions fruit veg day,IAB8 Food & Drink,0.29
citigroup recover,IAB3 Business,0.3
2 billion facebook cash bank oculus vr hunts great,IAB19 Technology & Computing,0.21
cavallari cutler welcome 2nd son wvideo,IAB6 Family & Parenting,0.47
economy watch existing home sales edge march mortgage,IAB21 Real Estate,0.32
sideshow beyonce jay z tour philadelphia july 5,IAB20 Travel,0.39
voice stefani replace aguilera,IAB24 Uncategorized,0.07
sierra leone athlete tested ebola,IAB12 News,0.19
new satellite data show possible malaysian jet debris southern indian ocean,IAB12 News,0.27
orange new black season 2 trailer starting feel like home,IAB1 Arts & Entertainment,0.16
animal kingdom helmer directing adaptation michael hastings operators,IAB1 Arts & Entertainment,0.25
pink sunday,IAB18 Style & Fashion,0.18
obama administration picks ceo healthcaregov,"IAB11 Law, Gov’t & Politics",0.28
