text,iab_label,confidence
24 returns tonight ben affleck banned vegas casino efrem zimbalist jr,IAB12 News,0.23
rethinking aims prudential regulation,IAB24 Uncategorized,0.14
mtv vmas 2014 stars share behindthescenes shots social media,IAB1 Arts & Entertainment,0.27
oil futures settle near flat easing iraqi oil supply concerns,IAB12 News,0.14
strong us gdp pushes eurusd lower,IAB3 Business,0.15
big cable organizing net neutrality,IAB3 Business,0.24
breaking bad modern family win emmy awards,IAB1 Arts & Entertainment,0.51
microsoft shut xbox entertainment studios,IAB24 Uncategorized,0.16
qualcomm inc qcom gets sec wells notice china bribery allegations,IAB19 Technology & Computing,0.45
johnny depp says wants babies amber heard,IAB6 Family & Parenting,0.27
chromebooks soon get google let watch movies offline,IAB19 Technology & Computing,0.46
relay life honor survivors cancer,IAB24 Uncategorized,0.14
vis crowded sellers,IAB22 Shopping,0.14
heres brian williamss serious hilarious bachelorette commentary,IAB1 Arts & Entertainment,0.17
10 things know today,IAB12 News,0.11
fast furious 7 use paul walkers brothers help finish film,IAB1 Arts & Entertainment,0.17
comprehensive intercountry response needed tackle ebola outbreak,IAB12 News,0.18
people upset bill mahers comments noah copernicus,IAB3 Business,0.15
5 seconds summer announces 2015 north america headlining tour,IAB12 News,0.27
google glass sells following first ever oneday sale,IAB19 Technology & Computing,0.17
garmins viago gps app powerful featuresespecially pay extra,IAB19 Technology & Computing,0.28
stocks fall yeartodate gains suffer,IAB24 Uncategorized,0.17
rate csection births causes concern medical professionals,IAB6 Family & Parenting,0.16
apple announces perfect entrylevel imac 1099 price tag,IAB19 Technology & Computing,0.24
gorbachev crimean referendum happy event,IAB12 News,0.23
kim kardashian kanye west reportedly apply marriage license week,IAB12 News,0.6
rbi board committee decide bank licences raghuram rajan,IAB3 Business,0.24
plan add kill switches smartphones agreed wireless,IAB12 News,0.11
girl shaved head friend cancer back class,IAB24 Uncategorized,0.16
tube time guide mustsee episodes april 1723,IAB12 News,0.12
250 new emojis coming soon flip friends virtual middle finger,IAB24 Uncategorized,0.23
facebook gets virtualreality startup 2b,IAB19 Technology & Computing,0.24
mia vardalos reveals plans big fat greek sequel,IAB1 Arts & Entertainment,0.25
13 things probably didnt know miley cyrus,IAB24 Uncategorized,0.22
hertz shares move following report company close 45b,IAB3 Business,0.14
stock futures advancing ousted american apparel ceo amassing stock twitter,IAB3 Business,0.38
samsungs k zoom leaks shows s5like dimpled back,IAB19 Technology & Computing,0.23
dollar yellen dollar,IAB24 Uncategorized,0.08
exchange rates outlook pound sterling euro us dollar 24th june 2014,IAB12 News,0.19
cdc report faults agency lax attitude toward safety,IAB12 News,0.15
led zeppelin steal stairway heaven riff,IAB20 Travel,0.29
brad paisley took selfie westboro protesters,IAB12 News,0.15
fireworks safety key holiday weekend,IAB14 Society,0.1
delta shrugs winter travel woes warm profits,IAB20 Travel,0.5
heartbleed bug handling security,IAB19 Technology & Computing,0.15
nasa tests flying saucer craft future manned mission mars,IAB15 Science,0.3
labor complaint filed market basket,IAB3 Business,0.54
bachelor juan pablo engagement ring 35 carat diamond neil,IAB16 Pets,0.15
new county health rankings commuting,IAB20 Travel,0.42
ericsson eric rallies better expected sales operating profit,IAB3 Business,0.29
germanys dependence russian gas poses risks europe polish pm,IAB16 Pets,0.12
euro may slipped focus elsewhere,IAB24 Uncategorized,0.25
google io 2014 biggest news brief years allout android fest,IAB12 News,0.47
steven spielberg reveals next two films,IAB1 Arts & Entertainment,0.17
chris martin turns voice mentor,IAB4 Careers,0.09
health singleday treatment breast cancer studied christ,IAB23 Religion & Spirituality,0.39
apple pay consumers 400 mn ebooks case,IAB3 Business,0.29
dr max gomez link fat heart disease,IAB12 News,0.25
behind scenes,IAB24 Uncategorized,0.1
marchionne staying big fiat chrysler growth plan,IAB2 Automotive,0.37
georgie anne geyer commentary things could lot different,IAB24 Uncategorized,0.11
film review muppets wanted u 113 min,IAB24 Uncategorized,0.14
scientists warn dengue fever risk brazils world cup,IAB15 Science,0.35
patricia arquette prioritised boyhood,IAB6 Family & Parenting,0.37
amazon offering employees 5k hate job,IAB3 Business,0.32
iraq continues support crudeoil price,IAB23 Religion & Spirituality,0.15
manor college charity run 20052014,IAB5 Education,0.18
cast changes give transformers age extinction fresh start,IAB24 Uncategorized,0.12
dried bats ebola spreads west africa,IAB12 News,0.17
mary rodgers freaky friday author dies,IAB12 News,0.29
ps4 firmware 170 adds sharefactory video editor first screens showing editing,IAB19 Technology & Computing,0.16
paul walker crash probe blames unsafe speed,IAB12 News,0.15
jobs sole interest pfizer bid,IAB3 Business,0.29
falling jobless rate rising wages could force fed raise rates sooner,IAB12 News,0.11
energy future hits ch 11 plan tackle 40b debt,IAB12 News,0.15
muse pay tribute kurt cobain,IAB1 Arts & Entertainment,0.19
android 443 kitkat update release nexus 4 5 7 10 gpe devices,IAB19 Technology & Computing,0.24
mas thankful malaysians support,IAB14 Society,0.1
edward snowden addresses sxsw 2014 audience via virtual hangout,IAB17 Sports,0.34
euro soars new york,IAB12 News,0.21
unlikely heroes sure bet thrills new space adventure,IAB20 Travel,0.24
pioneer says carplay firmware update existing 2014 indash systems coming,IAB19 Technology & Computing,0.16
office ipad tipped unveiling next week,IAB19 Technology & Computing,0.42
janet yellen defends fed independence faces house republican criticism,"IAB11 Law, Gov’t & Politics",0.21
aol announces user accounts compromised,IAB12 News,0.25
jessica simpson married woman,IAB6 Family & Parenting,0.14
new study test heart health benefits chocolate pill,IAB12 News,0.42
10 things expect apples 2014 wwdc,IAB12 News,0.19
steve perry performs live 20year hiatus,IAB1 Arts & Entertainment,0.33
rihanna deletes explosive political tweet outrage didnt even know,IAB24 Uncategorized,0.35
potato salad kickstarter project already raised 20000,IAB8 Food & Drink,0.5
spencer signs loan town,IAB20 Travel,0.18
buy red hat stock ahead earnings gets redhot,IAB3 Business,0.12
dad overwhelmed social media response request photoshop dying,IAB6 Family & Parenting,0.17
sat googles bumnumbing batterydraining 3hour keynote,IAB19 Technology & Computing,0.31
