text,iab_label,confidence
safe sane fireworks sale dublin,IAB1 Arts & Entertainment,0.11
ftse 100 mornings risers fallers,IAB24 Uncategorized,0.07
bafta tv awards 2014 whos going triumph live blog,IAB1 Arts & Entertainment,0.25
look signups state february,IAB12 News,0.1
web giants slam proposed net neutrality rules,IAB24 Uncategorized,0.15
lets get kim kanyes stupid wedding way,IAB14 Society,0.11
demarco leave federal housing finance agency end april,"IAB11 Law, Gov’t & Politics",0.18
trust declares philip johnsons new york state pavilion national treasure,IAB12 News,0.15
lady gaga guy video,IAB1 Arts & Entertainment,0.2
holder banks big jail,IAB3 Business,0.57
casey kasems daughter releases body widow,IAB6 Family & Parenting,0.19
oceans dont hold largest water reservoir,IAB24 Uncategorized,0.18
marathon stress tests get irish economy finish line,IAB17 Sports,0.44
4 reasons fed wont raise interest rates anytime soon,IAB13 Personal Finance,0.18
film review maleficent 3d,IAB1 Arts & Entertainment,0.11
met mother lets hold cry series finale,IAB6 Family & Parenting,0.21
hobie alter,IAB9 Hobbies & Interests,0.15
netflix stream breaking bad 4k june,IAB1 Arts & Entertainment,0.13
wwe executive former champ pat patterson opens,IAB17 Sports,0.16
week,IAB12 News,0.15
embattled blackberry beats expectations profit first quarter,IAB19 Technology & Computing,0.22
samsung galaxy s5 testing process checks everything radiation whether,IAB19 Technology & Computing,0.22
china output retail data adds slowdown fears,IAB12 News,0.26
new vaccine offers hope bacon prices pigletlovers,IAB12 News,0.43
pfizer growing political pressure us britain,IAB16 Pets,0.38
gamer thing amazon buying twitch,IAB17 Sports,0.59
libya pm announces takeover two oil ports,IAB12 News,0.48
alexander sasha shulgin psychedelic pioneer rip,IAB23 Religion & Spirituality,0.13
updated pfizer astrazeneca say goodbye 120b offer,IAB12 News,0.59
ticker,IAB19 Technology & Computing,0.06
general motors working fix defects vehicles recall,IAB2 Automotive,0.56
tesla company apple software services company,IAB19 Technology & Computing,0.43
polio check certify india poliofree today,IAB12 News,0.24
mick jagger heartbreaker left heartbroken,IAB17 Sports,0.13
john meagher loaded frission record store day,IAB3 Business,0.16
first pics george clooney alma alamuddin since engagement,IAB12 News,0.09
forexdollar better bid data euro hobbled rate cut view,IAB12 News,0.21
study cincinnati low walkability,IAB15 Science,0.14
zendaya play aaliyah lifetime biopic record four songs film,IAB1 Arts & Entertainment,0.15
samsung aims revitalize tablet line new galaxy tab,IAB19 Technology & Computing,0.47
mad men season 7 episode 7 preview waterloo jon hamm,IAB1 Arts & Entertainment,0.28
traveling toilet tire raise funds relay life,IAB20 Travel,0.65
lady red details jlos spicy look last nights american idol,IAB1 Arts & Entertainment,0.19
dow jones industrial average thursday,IAB3 Business,0.18
boeing company beats q1 estimates lifts outlook ba,IAB3 Business,0.72
cosmos episode four fewer errors commission errors omission,IAB15 Science,0.39
netflix ends blameverizon message,IAB1 Arts & Entertainment,0.12
video cadillac elr v chevy volt smoking tire,IAB2 Automotive,0.9
gwyneth paltrow chris martin split expert advice happy,IAB12 News,0.17
fed chair janet yellens comments yesterday leave smiling,IAB12 News,0.2
climate change could reduce food supply report,IAB24 Uncategorized,0.19
wutang clan selling one copy secret double lp,IAB3 Business,0.19
homeland actor james rebhorn prolific film tv star dies 65,IAB1 Arts & Entertainment,0.32
dark souls 2 screenshots higher quality graphics removed steam,IAB24 Uncategorized,0.09
consumer confidence advances secondhighest level since 2008,IAB13 Personal Finance,0.16
justin theroux hijacks jennifer anistons beauty products,IAB12 News,0.16
oh sheezus miley cyrus adds lily allen bangerz tour,IAB20 Travel,0.56
tampa doesnt make cut james beard award finalists,IAB17 Sports,0.39
flowserve fls surprise earnings season,IAB3 Business,0.18
game thrones 4th season desire ice fire,IAB17 Sports,0.5
google io registration begins april 8th attendees randomly selected,IAB24 Uncategorized,0.13
community may well come back dead success story,IAB24 Uncategorized,0.17
pr agencies take icebucketchallenge,"IAB11 Law, Gov’t & Politics",0.1
nz dollar jumps record highs trade basis fed,IAB12 News,0.33
cervical cancer rise due sexual habits,IAB12 News,0.31
netflix calls att lackluster streaming performance,IAB24 Uncategorized,0.16
stocks edge higher manufactured goods report candy crush maker drops,IAB3 Business,0.52
finally batman vs superman movie gets name love,IAB1 Arts & Entertainment,0.23
physical activity program reduces risk major mobility disability among older,IAB7 Health & Fitness,0.09
wall street gains janet yellen comments yahoo bofa falls,IAB3 Business,0.25
posted parvez jabri,IAB12 News,0.2
fast furious 7 resume production end month,IAB3 Business,0.17
robert pattinson admits still speaks ex kristen stewart two,IAB12 News,0.08
robert de niro rachel weisz join robert pattinson idols eye,IAB1 Arts & Entertainment,0.13
twelve people eight performers injured freak accident aerial,IAB1 Arts & Entertainment,0.16
miley cyrus photo lyrics twitter instagram wrecking ball star mourns dog,IAB1 Arts & Entertainment,0.26
apple buying dr dres beats electronics could make hip hops first,IAB19 Technology & Computing,0.17
hey baby girl eva mendes ryan gosling reportedly expecting first child,IAB6 Family & Parenting,0.37
celebrities reading mean tweets video,IAB1 Arts & Entertainment,0.26
us stocks rally close end week lower,IAB3 Business,0.13
tw telecom level 3 shares spike higher acquisition announcement,IAB12 News,0.21
malaya watson sings long winding road american idol season,IAB20 Travel,0.53
twitter users ridicule turkey ban,IAB24 Uncategorized,0.15
prince georges fathers day polo match,IAB17 Sports,0.69
spoiler completely whack,IAB24 Uncategorized,0.19
razer android tv games console launching later year,IAB19 Technology & Computing,0.47
german paper publishes photo duchess catherines bum,IAB12 News,0.47
bnp exec departs us pressure sources,IAB12 News,0.23
daimler earns rebound strongly new model sales,IAB2 Automotive,0.43
alcohol causes 33 million deaths worldwide annually says,IAB12 News,0.2
barclays flash boys style us lawsuit nutshell,IAB3 Business,0.33
garth brooks cancels concerts,IAB1 Arts & Entertainment,0.39
top female us news anchor steps,IAB12 News,0.81
khloe kardashian wishes forever french montana message,IAB1 Arts & Entertainment,0.09
nasa opportunity rover breaks outofthisworld distance record travels 40 kms,IAB20 Travel,0.47
game thrones breaker chains live chat recap,IAB17 Sports,0.19
neil patrick harris yells fan midperformance,IAB1 Arts & Entertainment,0.27
schute stress work home,IAB15 Science,0.3
fda warns hysterectomy technique may spread cancer,IAB12 News,0.14
oh thing solange dismisses infamous elevator spat jay z,IAB12 News,0.27
atampt directv 50 billion deal expected close coming weeks,IAB3 Business,0.33
dow jones tops 17000 first time strong employment news,IAB12 News,0.51
meryl davis maksim chmerkovskiy dating question dwts pair finally answer,IAB1 Arts & Entertainment,0.15
318 million drivers expected hit road memorial day weekend,IAB20 Travel,0.47
rumour asus android wear smartwatch may cheapest bunch,IAB12 News,0.24
kim kardashian kanye west prepare nuptials florence,IAB1 Arts & Entertainment,0.15
box office sex tape purge planes attempt dethrone apes,IAB20 Travel,0.23
lawsuit accuses 3 entertainment figures child sex abuse hawaii,IAB1 Arts & Entertainment,0.44
dutch teen arrested tweeting joke terror threat airline,IAB20 Travel,0.29
generic characters cheap animation thwart legend blahs,IAB24 Uncategorized,0.41
7 frequently asked questions mers answers,IAB12 News,0.07
see first tweet twitter meeeemrieeeees,IAB12 News,0.08
deliver us anemic spook story deliver us evil,IAB24 Uncategorized,0.22
pom brings juicy case high court,IAB16 Pets,0.5
