text,iab_label,confidence
intel corporation earnings mobile finally bring growth,IAB3 Business,0.46
stocks close mixed sp continues quarterly wins,IAB15 Science,0.43
nintendos game boy turns 25 lets reminisce,IAB17 Sports,0.83
free hiv testing offered friday,IAB24 Uncategorized,0.14
moment weve waiting kimye married,IAB6 Family & Parenting,0.22
iphone 6 release date rumors next iphones could launched september,IAB19 Technology & Computing,0.16
job growth july signals progress,IAB3 Business,0.22
update 1ge credit card unit valued 216 bln ipo,IAB13 Personal Finance,0.14
home prices dip,IAB21 Real Estate,0.76
sightseeing last kim kardashian goes hell leather sexy outfit paris,IAB20 Travel,0.6
sharknado 2 second one breaks syfy records including meaningless,IAB24 Uncategorized,0.66
extant reentry review,IAB12 News,0.09
india help contries eradicate polioprez,"IAB11 Law, Gov’t & Politics",0.17
game thrones season 4 purple wedding got character die,IAB1 Arts & Entertainment,0.31
mick jagger denies splitting lwren scott suicide,IAB17 Sports,0.12
selena gomez goes braless ischia global festival amid boob job rumors,IAB18 Style & Fashion,0.23
schumer pushes preserve relationship breweries farmers,IAB8 Food & Drink,0.16
according study much salty food may speed cellular aging,IAB15 Science,0.48
fake android antivirus app taken,IAB24 Uncategorized,0.23
raft economic data due us,IAB24 Uncategorized,0.15
ohio takes 1st big step slow lake erie algae,IAB12 News,0.23
playstation network back online ddos attacks disrupt weekend service,IAB19 Technology & Computing,0.24
gold barely budges ahead us jobs ecb cues,IAB3 Business,0.38
china begins land search missing plane,IAB12 News,0.17
capital twentyfirst century thomas piketty review,IAB3 Business,0.14
russia china strike gas deal,IAB12 News,0.21
apple unveils shazam integration wwdc 14,IAB19 Technology & Computing,0.38
brent falls 111 libya says oil crisis,IAB12 News,0.17
kourtney kardashian scott disick reportedly expecting third child,IAB6 Family & Parenting,0.5
az bulls eye climate change,IAB12 News,0.38
apples new entrylevel imac create heartburn pc land,IAB19 Technology & Computing,0.37
dodge breaks 700 horsepower barrier muscle car,IAB2 Automotive,0.7
xmen days future past review timey wimey awesomeness bub,IAB1 Arts & Entertainment,0.18
photos look back 1964 worlds fair new york city,IAB1 Arts & Entertainment,0.12
gingrich goes lefts new fascism mozilla ceos ouster,IAB12 News,0.17
facebook wants eavesdrop using phones microphone,IAB19 Technology & Computing,0.13
microsoft releases rollup microsofts biggest hits flops,IAB3 Business,0.23
young mouse blood like fountain youth older mice,IAB24 Uncategorized,0.1
welcome lions club members appreciate support,IAB24 Uncategorized,0.1
every rose thorn l bombs truth bombs,IAB12 News,0.2
recent incidents prompt security changes world trade center tower,IAB12 News,0.3
johnson ready make bigger splash,IAB3 Business,0.15
mila kunis shows baby bump ashton kutcher share kiss,IAB6 Family & Parenting,0.38
stanley cup champs los angeles kings appear jimmy kimmel live nyc,IAB17 Sports,0.45
google glass explorer programme launches uk 1000 spare,IAB19 Technology & Computing,0.17
mars flying saucer splashes test,IAB15 Science,0.23
jay zs made america music festival finds perfect home la,IAB1 Arts & Entertainment,0.71
cupcake empire crumbles ground,IAB8 Food & Drink,0.55
pablo larrazábal escapes hornet attack,IAB17 Sports,0.19
full official tmnt trailer triumph incomprehensibility,IAB12 News,0.14
detroit still needs 350m state lawmakers wsvntv 7news miami ft,IAB12 News,0.62
whats silk road bitcoin auction,IAB24 Uncategorized,0.18
starbucks open first outpost la boulange la,IAB8 Food & Drink,0.5
amazon shares slide investors fear weak q2,IAB19 Technology & Computing,0.18
mashach taylor designing women star dies 67,IAB18 Style & Fashion,0.15
google intervened neverending applesamsung court battle,IAB19 Technology & Computing,0.12
aaa midatlantic prices pump highest six years,IAB13 Personal Finance,0.17
tencent superman comic sells 2m,IAB1 Arts & Entertainment,0.3
forbes sell majority stake company,IAB3 Business,0.4
us mental health policy comes age,IAB14 Society,0.2
us midday gold,IAB12 News,0.12
ohio boys throat rebuilt burned battery,IAB17 Sports,0.11
bloomberg ford name mark fields next ceo,IAB3 Business,0.58
proposals tackling student debt,IAB5 Education,0.41
watch shorts films leading dawn planet apes,IAB24 Uncategorized,0.18
gilead sciences eps estimates improved past month,IAB15 Science,0.65
teva gets supreme court hearing generic copaxone delay,IAB3 Business,0.13
