text,iab_label,confidence
sandberg chávez dont call girls bossy,IAB24 Uncategorized,0.15
gas prices wont dissuade holiday travel,IAB20 Travel,0.84
house bans pentagon preparing climate change,"IAB11 Law, Gov’t & Politics",0.3
chicago see johnny depp transcendence early free,IAB20 Travel,0.15
apple faced patent lawsuits company 2013,IAB3 Business,0.33
kaiser pharmacist strike called,IAB12 News,0.23
justices rap epa uphold global warming rules,IAB12 News,0.18
playstation4 ps4 sales surpass 70 million units worldwide,IAB19 Technology & Computing,0.21
oracle corporation orcl plummets earnings disappoint wall street,IAB3 Business,0.54
lindsay lohan destroys car met mother ending next,IAB2 Automotive,0.3
hillshire consider pilgrims pride unsolicited bid,IAB20 Travel,0.16
sxsw watch coldplay damon albarn lady gaga online,IAB17 Sports,0.67
fox cancels comedies dads enlisted surviving jack drama rake,IAB12 News,0.28
netflix pay verizon faster access broadband network,IAB19 Technology & Computing,0.15
smoke without fire pharma mergers,IAB3 Business,0.44
highway cuts start hurt aug obama,IAB20 Travel,0.36
ntsb emergency crews lacked training handle asiana crash,IAB12 News,0.13
flappy bird could return one condition,IAB16 Pets,0.09
game thrones controversial scene 12 reasons matters,IAB1 Arts & Entertainment,0.17
netflix nabs jane fonda lily tomlin original series grace frankie,IAB1 Arts & Entertainment,0.42
european stocks mixed midday,IAB3 Business,0.12
federal reserve banks better positioned withstand crisis even huge,IAB12 News,0.13
hiring growth pushes jobless rate lower drives economic recovery,IAB3 Business,0.12
washington issues potshop licenses middleofthenight emails,IAB12 News,0.22
monday last day sign health insurance,IAB24 Uncategorized,0.14
rolling stones cancel first concert australian tour lwren scotts death,IAB20 Travel,0.34
apple unveils new mobile software health home tools,IAB19 Technology & Computing,0.42
really like use googles smartwatch os android wear,IAB19 Technology & Computing,0.28
facebooks privacy checkups reduce risk embarrassment,IAB24 Uncategorized,0.14
brad pitt knocked maleficent premier angry fan,IAB17 Sports,0.51
athens medical students celebrate first match day,IAB17 Sports,0.23
liberia expatriate medical doctor dies ebola,IAB12 News,0.19
nagaland celebrates easter,IAB23 Religion & Spirituality,0.23
microsoft makes big break tradition office ipad,IAB19 Technology & Computing,0.59
obama presses climate change tv weather forecasters,IAB12 News,0.17
pace egg pay,IAB13 Personal Finance,0.11
samsung galaxy s5 price starts 515k india,IAB19 Technology & Computing,0.17
samsung galaxy s5 gets teardown treatment ifixit finds difficult repair,IAB19 Technology & Computing,0.28
alien isolation preorder nets original cast two dlc missions,IAB24 Uncategorized,0.17
apple streaming wwdc keynote live,IAB19 Technology & Computing,0.25
draghi tells german lawmakers ecb bondpurchases unlikely,IAB3 Business,0.14
china trade surplus rises us1845bil april,IAB3 Business,0.18
mad men creator matthew weiner says peggy never hook,IAB1 Arts & Entertainment,0.11
5 reasons samsung galaxy s5 next smartphone,IAB19 Technology & Computing,0.29
gold hits fiveweek low 1300 ounce,IAB12 News,0.12
amazon launches six new original tv programmes,IAB24 Uncategorized,0.12
declares spread polio virus global health emergency,IAB12 News,0.32
oneplus one camera samples surface,IAB15 Science,0.15
johnny depp wearing chicks ring,IAB18 Style & Fashion,0.18
argentina debt talks fall default imminent,IAB12 News,0.25
tobacco companies made cigarettes deadlier ever,IAB12 News,0.19
supersecure ereader wifi ports thats nerd,IAB9 Hobbies & Interests,0.34
samsung galaxy s5 active review true flagship ruggedized body,IAB17 Sports,0.44
jeopardy host alex trebek breaks guinness world record,IAB24 Uncategorized,0.09
us given permission two firms export lightly processed oil ending,IAB3 Business,0.15
heavy rain increasing mosquito population,IAB14 Society,0.1
galaxy s5 price already slashed worlds third largest smartphone market,IAB3 Business,0.12
hubble space telescope instruments star new smithsonian exhibit,IAB15 Science,0.6
turkish twitter ban draws public fury sets pm odds president,IAB12 News,0.25
game thrones westeros season 4 premiere,IAB1 Arts & Entertainment,0.23
hong kongs main index tumbles,IAB12 News,0.26
android tv comes snazzy black game controller box,IAB9 Hobbies & Interests,0.16
ryan gosling reportedly wanted rachel mcadams kicked notebook set,IAB19 Technology & Computing,0.12
bachelorette 2014 andi dorfman really get along josh,IAB12 News,0.11
energy minister praised crisis management soma,IAB14 Society,0.22
onset death camera assistant brings manslaughter charges director,IAB12 News,0.13
approximately half ps4 owners subscribe ps plus,IAB19 Technology & Computing,0.16
kanye west kim kardashian prepare norths first birthday,IAB6 Family & Parenting,0.34
jenny mccarthy antivaccine,IAB24 Uncategorized,0.14
snowden bernerslees campaign open internet,IAB20 Travel,0.11
factbox gabriel garcía márquez,IAB12 News,0.07
new neutral looms yellencarney even stimulus ends,IAB24 Uncategorized,0.46
glee bumped fox fall lineup,IAB1 Arts & Entertainment,0.44
colin firth longer providing voice paddington bear,IAB16 Pets,0.17
jury recalculates damages apple vs samsung trial leaves award,IAB19 Technology & Computing,0.26
new tv series fargo chip old coen brothers block,IAB1 Arts & Entertainment,0.37
obama urges russia pull back troops,"IAB11 Law, Gov’t & Politics",0.15
pollution prompts china scrap millions cars,IAB2 Automotive,0.59
use two kinds bug spray maximum protection ticks,IAB20 Travel,0.11
whoopi goldberg writes first marijuana blog,IAB24 Uncategorized,0.16
morrissey cancels rest us tour due illness,IAB20 Travel,0.54
comedian brooks wheelan dumped snl one season,IAB1 Arts & Entertainment,0.18
kim kardashiankanye west wedding forget,IAB1 Arts & Entertainment,0.17
video lindsay lohan confirms sex list real,IAB12 News,0.33
ipcc report adapt cope climate change,IAB24 Uncategorized,0.15
fed rejects 5 banks capital plans including citigroup,"IAB11 Law, Gov’t & Politics",0.27
new solar panels power 3000 homes,IAB24 Uncategorized,0.15
exit interview david duchovny end californication,"IAB11 Law, Gov’t & Politics",0.14
researchers identify urgent need alzheimers drug development,IAB15 Science,0.59
dont get lost trying find office ipad app store,IAB19 Technology & Computing,0.6
star wars 7 cast member daisy ridley watch short film blue season,IAB1 Arts & Entertainment,0.36
google sells white glass oneday sale fills explorer slots,IAB3 Business,0.13
viacom music group sets hangout music festival coverage,IAB19 Technology & Computing,0.22
greys anatomy season 10 episode 24 airs tonight cristina says goodbye,IAB15 Science,0.14
jolie pitt teaming joliescripted film,IAB1 Arts & Entertainment,0.19
radlett churches hold events holy week,IAB23 Religion & Spirituality,0.6
lg g3 vs samsung galaxy s5 vs htc one m8 vs sony xperia z2 vs iphone 5s,IAB19 Technology & Computing,0.18
kim kanye honeymoon ireland report,IAB12 News,0.44
update 1us congress hearings put harsh spotlight gm,IAB12 News,0.37
justin bieber hits back seth rogen criticism,IAB17 Sports,0.2
courtney love says yoko ono comparisons unfair,IAB24 Uncategorized,0.1
samsung galaxy s5 mini pack 447inch display rumor,IAB12 News,0.25
stem cell transplant may effective sickle cell disease,IAB15 Science,0.19
watch game thrones star kit harington reveals hes allowed cut,IAB1 Arts & Entertainment,0.36
carlyle hires jpmorgans cavanagh copresident cocoo,IAB3 Business,0.15
heartbleed reminds us theres better time embrace forward secrecy,IAB24 Uncategorized,0.25
jeopardy champ arthur chu bows,IAB24 Uncategorized,0.1
global warming antarctica thaws fast melting whopping 159b tons ice,IAB12 News,0.17
adults children heat wreak havoc body heres,IAB6 Family & Parenting,0.14
selena gomez unfollows everyone instagram,IAB24 Uncategorized,0.1
much sunscreen really need body,IAB7 Health & Fitness,0.13
sex list lindsay lohan insisted fake says real,IAB24 Uncategorized,0.2
james halcomb amazing spiderman 2 suffers studio buildup next film,IAB1 Arts & Entertainment,0.39
water main break dumps 10 million gallons water flooding ucla,IAB5 Education,0.22
aereo shows rooftop antenna farm ahead supreme court ruling,"IAB11 Law, Gov’t & Politics",0.13
johnny depp confirms engagement,IAB12 News,0.28
tuesday march 11 today gold silver,IAB12 News,0.14
windows 81 update 1 arrives,IAB19 Technology & Computing,0.15
motive probed death shield actors wife,IAB2 Automotive,0.17
fed proposes rule limiting financial firms consolidation,"IAB11 Law, Gov’t & Politics",0.33
daniel radcliffe harry potter swaps wand scissors shows,IAB1 Arts & Entertainment,0.55
relay life hosts survivors banquet,IAB8 Food & Drink,0.18
michael jacksons hologram performs slave rhythm billboard music,IAB1 Arts & Entertainment,0.28
homenewsbusinessus construction spending edges 01 per cent may,IAB12 News,0.47
china manufacturing improves may survey,IAB3 Business,0.35
ocean floor mapping facilitate missing malaysian plane probe,IAB15 Science,0.25
west nile surfaces pueblo saguache,IAB20 Travel,0.1
2015 mercedes bclass facelift spied minor changes,IAB2 Automotive,0.72
search malaysian plane continues frustrations grow,IAB20 Travel,0.34
feds yellen predicts continued low borrowing rates,IAB12 News,0.27
1st ld writethru power failure leads shuttle train breakdown channel tunnel,IAB20 Travel,0.65
ebola virus outbreak happened,IAB12 News,0.24
honda mazda nissan issue recall airbags,IAB2 Automotive,0.71
harsh realities market stymie leung chunyings housing goals,IAB21 Real Estate,0.39
economic momentum less robust bangkok post news,IAB12 News,0.66
youtube may preparing buy twitch,IAB22 Shopping,0.09
spotted solar flare seven times size earth,IAB15 Science,0.2
box office report transformers 4 opens 300 million worldwide,IAB1 Arts & Entertainment,0.28
marios next move omgis lilley comments,IAB24 Uncategorized,0.13
aust stocks set open stronger,IAB3 Business,0.19
guide install android l preview googles nexus 5 nexus 7,IAB19 Technology & Computing,0.25
daily fx analysis,IAB19 Technology & Computing,0.15
facebook tracking tv viewing,IAB12 News,0.12
sinister six plots story redemption,IAB12 News,0.11
mars flying saucer splashes back test,IAB15 Science,0.17
dont even need yearly pelvic exam maybe,IAB24 Uncategorized,0.29
