text,iab_label,confidence
mad men review rich goods ragged spirit,IAB12 News,0.11
top income shares india risen substantially thomas piketty,IAB13 Personal Finance,0.18
walking dead season finale characters make alive,IAB24 Uncategorized,0.13
google glass gets preio hardware software upgrade lots new apps,IAB19 Technology & Computing,0.42
bofa exceo ken lewis agrees pay 25m settle merrill lynch lawsuit,IAB3 Business,0.72
elon musk giving teslas patents free hes insane,IAB3 Business,0.17
gold steadies payrolls tumble,IAB3 Business,0.24
zillow buys rival trulia 35 billion stock,IAB3 Business,0.28
republicans declare war planet,IAB12 News,0.18
letterman walters retirement,IAB4 Careers,0.1
jpmorgan chase earnings miss estimates mortgages trading weaker,IAB3 Business,0.3
best lena dunham snl,IAB12 News,0.2
miley cyrus tour bus catches fire,IAB20 Travel,0.66
allergan rejects valeants takeover bid,IAB3 Business,0.32
china growth lower japan australia big trade deal renewables need,IAB3 Business,0.17
bitcoin taxman cometh calculating much cryptoinvestors owe irs,IAB3 Business,0.21
housing starts disappoint market needs inventory,IAB21 Real Estate,0.58
report projects health care costs dip slightly,IAB12 News,0.4
google glass neighbourhood surgeon,IAB4 Careers,0.1
voice finale kaufman winner matter look,IAB18 Style & Fashion,0.13
latest information search southern indian ocean missing malaysia,IAB12 News,0.43
khloe kardashian cheated french montana tried force,IAB12 News,0.2
lg release round smartwatch ifa berlin next week,IAB3 Business,0.14
ipad helped apple inc aapl dominate global pc market q1 2014,IAB19 Technology & Computing,0.62
2yearold amputee learns walk exclaims got,IAB6 Family & Parenting,0.19
roth ira totally screwed taxes,"IAB11 Law, Gov’t & Politics",0.3
louis ck back louie done way,IAB20 Travel,0.11
game thrones children review reviews,IAB1 Arts & Entertainment,0.16
west akronite st patricks day wish health care reform,IAB12 News,0.2
smoke mirrors oculus team taking ghost story big screen,IAB1 Arts & Entertainment,0.35
somerset county named second healthiest county new jersey,IAB7 Health & Fitness,0.21
johnny depp star boston mobster new film,IAB1 Arts & Entertainment,0.18
star wars cast announced,IAB12 News,0.69
casey kasems kids plan armed guards,IAB15 Science,0.15
virus paul mccartney cancels tokyo concert,IAB1 Arts & Entertainment,0.3
lg announces g3 flagship quad hd display 2014s awaited flagship,IAB12 News,0.24
euro zone businesses strong start q2,IAB3 Business,0.61
apple supplier cirrus buy chip maker wolfson,IAB19 Technology & Computing,0.38
metallica playing one songs equal eight rolling stones songs,IAB1 Arts & Entertainment,0.12
unfair square 9 things rubiks cube,IAB24 Uncategorized,0.2
surgery gives longterm help obese diabetics,IAB12 News,0.15
tori spellings husband dean mcdermott admits sex escape,IAB24 Uncategorized,0.12
deal ticks prevent lyme disease,IAB24 Uncategorized,0.1
ginnifer goodwin secretly marries costar josh dallas,IAB1 Arts & Entertainment,0.19
flashback eagle landed 45 years ago,IAB20 Travel,0.12
deutsche bank 2q profits fall 29 per cent,IAB3 Business,0.54
feds beige book jul 16th 2014,IAB12 News,0.15
texas tech cheerleader defends exotic animal hunting photos posted,IAB12 News,0.2
kourtney kardashian pregnant another girl boy,IAB6 Family & Parenting,0.62
judge favors macys jc penney martha stewart conflict,IAB9 Hobbies & Interests,0.09
housebuilder,IAB21 Real Estate,0.16
fire hazard forces 37k recalled laptop batteries,IAB19 Technology & Computing,0.15
whole foods open store buffalo,IAB8 Food & Drink,0.16
market surge ignores dim economic reports,IAB3 Business,0.23
aaron murray bachelorette joshs brother 5 fast facts need know,IAB12 News,0.23
facebook executive working ban bossy,IAB24 Uncategorized,0.15
canadian study walking fish sheds light evolution limbs,IAB15 Science,0.49
beyoncé jay z solange get lampooned snl,IAB1 Arts & Entertainment,0.2
yahoo screen renews joel mchales community season 6 nbc,IAB12 News,0.35
gazprom ceo accuses ukraine using blackmail gas talks,IAB3 Business,0.41
microsoft kills android nokia x smartphones,IAB19 Technology & Computing,0.27
google offers solvable rubiks cube,IAB19 Technology & Computing,0.18
mosquito west nile found harrisburg,IAB20 Travel,0.11
paul stanley reddit ama 5 things learned kiss guitarist fan qa,IAB16 Pets,0.11
world today pictures,IAB12 News,0.14
stocks dull day netflix news,IAB12 News,0.75
target chairman ceo wake breach,IAB12 News,0.25
obama says 6m signed health care,IAB12 News,0.39
transcendence skims surface fears technology,IAB24 Uncategorized,0.22
