text,iab_label,confidence
ec nod rbi issue new bank licences,IAB3 Business,0.24
ftc calls congress shine light shadowy data broker industry,"IAB11 Law, Gov’t & Politics",0.16
kickstarter booted veronica mars,IAB24 Uncategorized,0.1
noriega claims makers call duty game exploited image,IAB24 Uncategorized,0.16
destiny release date free beta access preorders 516 update,IAB12 News,0.12
mad men recap 10 gifs monolith,IAB24 Uncategorized,0.17
new jersey wants tesla back,IAB17 Sports,0.36
divergent nabs 56 million weekend box office,IAB1 Arts & Entertainment,0.49
josh kaufman wins voice season 6,IAB4 Careers,0.08
game thrones season 4 finale know children,IAB6 Family & Parenting,0.24
bieber posts racy video costarring gomez,IAB3 Business,0.42
true detective finale closes series high,IAB24 Uncategorized,0.14
bank england shakeup posen attacks values,IAB3 Business,0.45
iran crude shipments fall march,IAB12 News,0.17
miley cyrus hospital jem movie cast revealed big bang theory ending,IAB15 Science,0.21
marissa mayer yahoo earnings satisfied,IAB3 Business,0.14
hbo releases true blood trailer final season,IAB1 Arts & Entertainment,0.43
shaking chains passover sermon,IAB23 Religion & Spirituality,0.59
flappy bird may eventually make return,IAB20 Travel,0.35
khloe kardashian shares happily ever instagram picture kim,IAB1 Arts & Entertainment,0.12
vmas beauty beyonces manicurist speaks,IAB12 News,0.14
alibaba founder jack chinas richest person,IAB3 Business,0.63
journey easter egg hunts rolls,IAB20 Travel,0.65
french manufacturing pmi 521 vs 519 forecast,IAB3 Business,0.44
low blood sugar leads marital discord study,IAB15 Science,0.33
amy adams gives first class seat us soldier coach,IAB20 Travel,0.36
pharrell williams cries happy tears interview oprah winfrey,IAB1 Arts & Entertainment,0.24
amazon smartphone leaked includes fourcamera 3d interface,IAB19 Technology & Computing,0.22
apples new 1099 imac trades power low price,IAB12 News,0.12
solange knowles finally opens infamous elevator fight jay z,IAB12 News,0.31
sprint 9 14 pick scenario part ii,IAB17 Sports,0.35
early buzz twin peaks blondie news,IAB12 News,0.79
genius brands international introduces secret millionaires club berkshire,IAB3 Business,0.23
ill mccartney cancels korea concert,IAB1 Arts & Entertainment,0.29
colorado gets first marijuana vending machine longer soda,IAB12 News,0.17
katie couric gets married intimate hamptons wedding,IAB12 News,0.15
starbucks bring tipping ios app,IAB8 Food & Drink,0.18
hgtv wont go forward flip real estate show amid protest hosts anti,IAB21 Real Estate,0.89
microsoft introduce nearrealtime translation skype,IAB19 Technology & Computing,0.37
good news possible treatment mers middle eastern respiratory,IAB12 News,0.84
new maleficent featurette posters fairy tale comes life,IAB1 Arts & Entertainment,0.28
cesar chavez biopic timid portrayal remarkable man,IAB1 Arts & Entertainment,0.42
review bways violet shows beauty score,IAB3 Business,0.29
madonna set direct new film adé love story,IAB1 Arts & Entertainment,0.31
epa proposes limits mine protect salmon,IAB5 Education,0.25
snapchat settles ftc misleading users privacy,IAB19 Technology & Computing,0.18
home news world google fades background fight save open,IAB12 News,0.59
justin bieber compares princess diana rearended,IAB1 Arts & Entertainment,0.31
current mortgage rates phh bbt mar 21,IAB3 Business,0.21
google search app takes photos video voice commands,IAB24 Uncategorized,0.07
