text,iab_label,confidence
voice second battle round matchups revealed,IAB12 News,0.14
google io 2014 smartwatches google fit android lollipop,IAB19 Technology & Computing,0.22
draghi repeats ecb increasingly concerned exchange rate impact,IAB3 Business,0.42
construction spending drops 18,IAB3 Business,0.3
jupiters giant red spot could gone 17 years scientist says,IAB15 Science,0.61
dr seuss right elephants prove discerning listeners us humans,IAB15 Science,0.13
global marketsasian shares wither wall street pulls back,IAB3 Business,0.21
tech stocks see sobering comedown,IAB24 Uncategorized,0.16
3 dawn planet apes viral videos,IAB24 Uncategorized,0.14
microsoft corps xbox one entering new 10 billion market,IAB19 Technology & Computing,0.19
unemployment rates drop 43 us states january americans find work,IAB12 News,0.13
twitter turns 8 lets users see first tweet,IAB24 Uncategorized,0.11
oracle says new software sales rose 4 percent third quarter,IAB12 News,0.15
blackberry posts fresh losses,IAB3 Business,0.15
long island hospital sends letter thousands warning infection risk,IAB12 News,0.17
climate change costs businesses property lower worker productivity,IAB3 Business,0.39
dodge caravan demise another blow vaunted minivan,IAB2 Automotive,0.38
att said carry amazon phone exclusively,IAB22 Shopping,0.14
samsung discovers groundbreaking method producing graphene,IAB15 Science,0.39
dallas ranked 38th fittest city,IAB7 Health & Fitness,0.13
nasa launch global warming satellite loss,IAB24 Uncategorized,0.2
amateur radio field day set june 2829,IAB20 Travel,0.13
rejuvenated summmerside relay life still looking teams,IAB20 Travel,0.1
solange knowles lift attack jay z ignites flood memes,IAB1 Arts & Entertainment,0.11
video first look trailer fourth season netflixs killing,IAB1 Arts & Entertainment,0.24
much hot air,IAB24 Uncategorized,0.13
shield actor charged murder wife shot wnct,IAB12 News,0.24
spoilers bachelorette 2014 andi josh sizzle nick maneuvers,IAB12 News,0.19
captain america wise wickedly funny,IAB1 Arts & Entertainment,0.12
att arrogant netflix wants free lunch,IAB8 Food & Drink,0.23
following navers line kakaotalk reportedly blocked,IAB24 Uncategorized,0.35
3d mammograms may improve breast cancer screening cost,IAB15 Science,0.2
survey customers slam mcdonalds kfc taco bell,IAB8 Food & Drink,0.7
new coin taking inspiration past make giant leap future,IAB3 Business,0.1
foxx lined tyson biopic,IAB1 Arts & Entertainment,0.21
louis zamperini dies olympian war hero unbroken mourned,IAB17 Sports,0.23
charlotte atts list gigapower fiber internet tv,IAB19 Technology & Computing,0.18
major shipping company faces criminal indictment,IAB3 Business,0.51
read court appeals decision upholding fracking bans,"IAB11 Law, Gov’t & Politics",0.28
hayes joins cast millers,IAB3 Business,0.2
preciousgold climbs 1 pct us jobs data misses forecasts,IAB12 News,0.17
xmen days future past trailer teases army mutants,IAB1 Arts & Entertainment,0.36
drop soybean cargo pulls port totals lower,IAB12 News,0.13
kerry presses india wto deal ahead arrival,IAB20 Travel,0.15
gene extinct human helps tibetans cope high altitudes study,IAB15 Science,0.16
google snaps songza contextual music incoming,IAB24 Uncategorized,0.09
whats name tv commercial ronald mcdonald oak ridge,IAB24 Uncategorized,0.21
la quinta restaurants dont always feel coachella fest love,IAB8 Food & Drink,0.31
warner brothers flinching batman vs superman date,IAB17 Sports,0.52
refilebad loan triggers key feature ecb bank test announcement sources,IAB12 News,0.28
ecb goes 300m spending spree bank watchdog,IAB3 Business,0.64
watch dogs top 5 reviews need read,IAB16 Pets,0.19
salma hayek presses return kidnapped nigerian schoolgirls cannes red,IAB5 Education,0.2
game thrones purple wedding breaks piracy record,IAB17 Sports,0.23
auto recalls widen airbag problems,IAB2 Automotive,0.66
malaysia airlines mh370 search moves new area,IAB12 News,0.23
nick cannon sparks controversy using whiteface photo promote new,IAB12 News,0.17
dangerous puppet,IAB16 Pets,0.24
jonah hill issues emotional apology antigay slur,IAB12 News,0.22
pink floyds first album 20 years due october,IAB1 Arts & Entertainment,0.28
governments request account information twitter graphics,IAB3 Business,0.08
valeant ackman looking buy botox maker allergan deal worth 48b,IAB3 Business,0.52
bank england surprised markets failure price rate rise,IAB3 Business,0.3
gas prices surge find cheapest gas area,IAB13 Personal Finance,0.19
american idol finale ryan seacrest sings winner season 13,IAB1 Arts & Entertainment,0.32
numerous holy week services planned birmingham area,IAB23 Religion & Spirituality,0.76
teen smoking drinking fighting,IAB9 Hobbies & Interests,0.27
rare subterranean mineral find points towards vast secret water reserves,IAB15 Science,0.41
kim kardashian kanye west reach ireland honeymoon,IAB20 Travel,0.67
erdogan punch says soma resident,IAB8 Food & Drink,0.23
att takes fibre fight google,IAB19 Technology & Computing,0.24
dancing stars 2014 meryl davis maksim chmerkovskiys week 3,IAB17 Sports,0.31
scandal 315 power rankings mama said knock,IAB12 News,0.23
batman v superman official logo subtitle revealed,IAB17 Sports,0.15
india goes three years without polio case,IAB12 News,0.17
lg g3 vs samsung galaxy s5 android spec showdown,IAB19 Technology & Computing,0.25
10 percent us adult deaths tied excessive drinking,IAB12 News,0.16
googles new endtoend email privacy push protect even,IAB19 Technology & Computing,0.44
german customs seizes cocaine addressed vatican wboctv 16,IAB12 News,0.31
google inc nasdaqgoog acquire startup dropcam introduce kill,IAB19 Technology & Computing,0.29
theyre crazy iheartradio loop pharrells happy 13,IAB9 Hobbies & Interests,0.19
apps turn every aspect life game,IAB24 Uncategorized,0.1
uber slashing prices taxis nyc,IAB20 Travel,0.45
hail patent office wont protect redskins disparaging name,IAB17 Sports,0.6
nfl could spoil atts 485b acquisition directv,IAB17 Sports,0.77
sober app alcoholics keeps relapse study shows,IAB15 Science,0.21
european union sees rising demand passenger cars 17062014,IAB2 Automotive,0.42
arthur chu loses jeopardy reaction twitter,IAB17 Sports,0.11
live blog motorola moto e launch event happened,IAB2 Automotive,0.66
disney eyes 500m youtubes largest network maker studios,IAB1 Arts & Entertainment,0.12
snowden speaks sxsw says regrets,IAB15 Science,0.31
google fit googles play track health data android apps,IAB7 Health & Fitness,0.44
nocontract windows phone 81 nokia lumia 635 att tmobile,IAB19 Technology & Computing,0.25
officials shelby county high school student arrested bringing knife school,IAB12 News,0.27
neighbors parties way top weekend box office,IAB1 Arts & Entertainment,0.45
hashtag activism theres charity ice buckets,IAB24 Uncategorized,0.11
chipotle raising food prices get dollar,IAB8 Food & Drink,0.53
acdc call quits sick band member report 0,IAB24 Uncategorized,0.21
dfa doh release guidelines merscov,IAB12 News,0.09
youll want stick around twist end weird als royals parody,IAB24 Uncategorized,0.12
disease tracker,IAB12 News,0.08
penny dreadful review showtimes excellent new series gives literary horror,IAB24 Uncategorized,0.22
microsoft office coming ipad,IAB19 Technology & Computing,0.65
yahoos mayer still amazing simply failed,IAB24 Uncategorized,0.16
sign post sweet jam smartphone sarmie,IAB8 Food & Drink,0.36
update 3zebra tech buy motorola solutions enterprise business,IAB3 Business,0.67
newscast twitter tumbles lockup expires,IAB12 News,0.72
rumour microsoft doesnt smartwatch got fitness band instead,IAB19 Technology & Computing,0.23
teen girl allegedly raped keith urban concert bystanders,IAB1 Arts & Entertainment,0.61
best titanfall deals get seasons mostanticipated gaming title,IAB12 News,0.24
bonnaroo 2014 kim kardashian cheers kanye west sheer top,IAB1 Arts & Entertainment,0.26
mediocre economic news iraq turmoil send stock market sharply lower,IAB12 News,0.55
denver post,IAB12 News,0.18
neil patrick harris gets naked rolling stone see impressive physique,IAB1 Arts & Entertainment,0.12
pregnant looking fab scarlett stuns fans skyhigh louboutins,IAB18 Style & Fashion,0.29
regeneron pharma regn eylea approved diabetic macular edema,IAB12 News,0.11
kim kanye getting secretly married week,IAB12 News,0.66
asian shares mixed china data,IAB12 News,0.15
turkey citing illegal content courts block twitter days elections,"IAB11 Law, Gov’t & Politics",0.46
kardashians khloé could derail kims wedding,IAB6 Family & Parenting,0.15
miley cyrus tour bus catches fire en route new orleans,IAB20 Travel,0.58
