text,iab_label,confidence
wwe reveals network subscription figures,IAB12 News,0.11
shailene woodley bravely goes barefoot new york city photo,IAB18 Style & Fashion,0.13
google unveils android auto wearables,IAB19 Technology & Computing,0.37
snowden nsa leaks leave world secure place,IAB14 Society,0.15
etf asset flow roundup us equity gains treasury lags etf news,IAB12 News,0.67
sunday events,IAB12 News,0.14
trailer brick mansions,IAB20 Travel,0.23
market snapshot us stocks futures drop last day july trade,IAB3 Business,0.15
atari bury million copies et video game new mexico,IAB1 Arts & Entertainment,0.25
shia lebeouf getting treatment alcoholism,IAB12 News,0.28
us supreme court shoots googles challenge street view lawsuit,IAB20 Travel,0.11
guardians galaxy review roundup another marvel monster,IAB12 News,0.15
levar burton takes internet bring reading rainbow kids,IAB5 Education,0.12
1300 new jobs push local unemployment rate 09 point,IAB12 News,0.18
us unemployment rate jobs added,IAB12 News,0.18
walmart offer used videogame tradein us locations 1,IAB3 Business,0.14
samsung galaxy s5 mini smartphone,IAB19 Technology & Computing,0.2
disneys maker studios acquisition getting messy,IAB3 Business,0.21
update 1chrysler ford say canada auto sales trucks,IAB2 Automotive,0.69
gm exec apologizes delayed recall,IAB3 Business,0.25
concert review miley cyrus singer amped provocative,IAB1 Arts & Entertainment,0.66
customers scared gm recall,IAB24 Uncategorized,0.1
wear aware provides android wear alerts leave phone behind,IAB20 Travel,0.15
rocker neil young talks future sound sxsw,IAB15 Science,0.46
mad cow scare prompts new england whole foods supplier recall,IAB8 Food & Drink,0.28
billboard crown jennifer lopez icon award,IAB3 Business,0.32
gene makes smart,IAB15 Science,0.16
jay z beyonce perform kim kardashians wedding,IAB1 Arts & Entertainment,0.66
lana del reys wish dead saga sparks response frances bean,IAB12 News,0.15
queen plan put freddie mercuryfeaturing unreleased material year,IAB24 Uncategorized,0.46
ha ha jon snow cant cut hair game thrones ends,IAB1 Arts & Entertainment,0.26
weirdest als ice bucket challenges far,IAB24 Uncategorized,0.12
video justin bieber racist joke video leaked,IAB12 News,0.2
charlie sheen would go back two half men,IAB20 Travel,0.12
lost treasure atari revealed,IAB12 News,0.42
30042014alstom board approves ge bid source,IAB3 Business,0.19
legendary recording artist prince returns warner bros,IAB1 Arts & Entertainment,0.35
pfizers 99 billion bid astrazeneca tax shelter,IAB16 Pets,0.49
response hello kitty cat peanuts confirms snoopy dog,IAB16 Pets,0.4
tax dodge burger king talks buy tim hortons,IAB9 Hobbies & Interests,0.22
family duke sues duke university name,IAB5 Education,0.2
sony playstation network suffers ddos attack,IAB14 Society,0.36
avril lavignes hello kitty music video kawaii punk explosion,IAB1 Arts & Entertainment,0.31
health mom key factor baby size study says,IAB15 Science,0.4
unveils emergency moves ebola onslaught guinea update,IAB12 News,0.44
banning word bossy wont get us anywhere,IAB24 Uncategorized,0.27
bullock aniston help chelsea handler say bye finale,IAB6 Family & Parenting,0.1
wedding bells ever ring charlize theron sean penn,IAB1 Arts & Entertainment,0.17
walking dead win survival kit first news season 4 home video,IAB12 News,0.68
symantec boss axed revenue takes tumble,IAB3 Business,0.32
report customers hate twc comcast,IAB12 News,0.41
michelle obama bites back critics healthy school lunch standards,IAB12 News,0.23
7700 flavors 460 brands ecigarettes,IAB24 Uncategorized,0.1
fedex fdx stock higher premarket trading,IAB3 Business,0.13
comcast corporation cmcsa increases speed rankings netflix deal,IAB3 Business,0.3
okcupid blocks firefox gay rights stand,IAB24 Uncategorized,0.16
iron man 3 director shane black reboot predator fox,IAB1 Arts & Entertainment,0.35
mickey rooneys wife jan hadnt seen since last april,IAB6 Family & Parenting,0.29
elon musk acts promote opensource electriccar development,IAB2 Automotive,0.41
johnny depp shows engagement chicks ring,IAB1 Arts & Entertainment,0.18
scare tactics gmo foods hurt everybody,IAB8 Food & Drink,0.15
dollar gains slightly us jobs data stokes optimism,IAB12 News,0.25
courtesy rolling stone,IAB24 Uncategorized,0.11
invasive bladder cancer source found,IAB12 News,0.23
morgan shows signs improvement crash,IAB12 News,0.13
video sadie 5 bursts tears hearing baby brother growing,IAB6 Family & Parenting,0.43
android lollipop announced google io one,IAB19 Technology & Computing,0.29
dollar falls us consumer sentiment index,IAB13 Personal Finance,0.17
