text,iab_label,confidence
beyonce change lyrics reference jay z cheating,IAB12 News,0.09
beginners guide paris haute couture fashion week,IAB18 Style & Fashion,0.3
nexus 8 rumors keep firing,IAB24 Uncategorized,0.19
tennis players appeared late show david letterman,IAB17 Sports,0.69
alibaba rival jdcom already hot ipo,IAB3 Business,0.33
lady gaga tony bennett collaborate new york,IAB1 Arts & Entertainment,0.12
washington ap silent enemy retirement accounts high fees,IAB12 News,0.18
tokyo stocks 039 break,IAB24 Uncategorized,0.14
could much fortified cereal harmful young kids,IAB8 Food & Drink,0.24
paul mccartney cancels japanese tour due doctors orders,IAB20 Travel,0.48
amazons video streaming device announced next week,IAB19 Technology & Computing,0.21
miss piggy kermit frog parody kim kanyes vogue magazine cover,IAB18 Style & Fashion,0.21
sales new us homes surge,IAB21 Real Estate,0.54
sprint gaining today,IAB17 Sports,0.64
eurusd crosses near session low ecb deflation comments,IAB3 Business,0.12
us music labels sue pandora royalties,IAB3 Business,0.15
age spermdonors increased 45,IAB6 Family & Parenting,0.2
report global warming changing daily life,IAB12 News,0.58
kaley cuoco talks 10day fling superman,IAB12 News,0.18
us mulls mandate disclose fracking chemicals,"IAB11 Law, Gov’t & Politics",0.15
book news first superman comic soars 32 million auction,IAB12 News,0.27
us charges chinese officials cyberspying,IAB3 Business,0.14
google eyeing 35 billion foreign buyouts,IAB3 Business,0.24
lytros new illum camera lightfield photography gets way way serious,IAB12 News,0.17
take social security 401k plan may know best,IAB14 Society,0.26
jamie foxx set portray mike tyson new film boxing legends life,IAB17 Sports,0.65
polio un says spread world health emergency,IAB12 News,0.18
west seattle weekend scene supermoon rise,IAB1 Arts & Entertainment,0.12
consumer group sues carmax selling recalled vehicles werent,IAB2 Automotive,0.47
game thrones movie coming soon,IAB1 Arts & Entertainment,0.52
us producer prices rise expected rebound service prices,IAB3 Business,0.18
stevie nicks join voice adviser,IAB24 Uncategorized,0.08
corbett asks federal government help end philly transit strike,IAB20 Travel,0.37
eurcad touches oneweek lows following jens weidmann comments,IAB12 News,0.14
batkid back movie trailer shows behind scenes boys fantasy come true 0,IAB24 Uncategorized,0.24
kim kardashian instagrams bikini pic hot vacation spot,IAB20 Travel,0.64
organism artificial dna bases marks milestone synthetic biology,IAB15 Science,0.44
sonys playstation network back online,IAB14 Society,0.45
gopro fetch harness strap highdef camera onto dog whole new,IAB16 Pets,0.19
supermoon 316am saturday night,IAB20 Travel,0.18
