text,iab_label,confidence
zillow z buys trulia trla investors wary video,IAB21 Real Estate,0.29
signs strength push stocks,IAB3 Business,0.1
alcoa drops nearly 3b jet engine parts maker,IAB3 Business,0.36
ronald mcdonalds new mission tweet take selfies fans video,IAB8 Food & Drink,0.32
simulation shows dark energy matter reproduce universe,IAB15 Science,0.61
rare british guiana stamp sells record rm307m,IAB20 Travel,0.1
need know open,IAB24 Uncategorized,0.32
chrysler tells nhtsa necessary trailer hitches next march,IAB2 Automotive,0.38
justin bieber selena gomez dating video,IAB1 Arts & Entertainment,0.23
giant us ipo nears alibabas china ecommerce crown slips,IAB3 Business,0.17
ladies prepare swoon ryan goslings selfimposed big screen absence set,IAB1 Arts & Entertainment,0.27
us stocks falling early trading investors await yellen testimony office,IAB3 Business,0.14
vw stands 92 billion bid scania committee recommends rejection,IAB24 Uncategorized,0.12
roots nicki minaj perform 2014 philly 4th july jam video,IAB1 Arts & Entertainment,0.45
original alien cast reunite voice new game dlc,IAB1 Arts & Entertainment,0.25
janelle monae performs love live american idol video,IAB1 Arts & Entertainment,0.52
bishops say cesar chavez film shows catholic social justice,IAB23 Religion & Spirituality,0.39
man vs food hosts new show hold called woman cunt,IAB24 Uncategorized,0.19
bush tiger mantis photos female new species hunts ground,IAB15 Science,0.13
gold trading outlook futures slip ahead us payrolls ecb rates,IAB12 News,0.23
voice season 6 top 8 results kat perkins sisaundra lewis audra,IAB12 News,0.12
microsoft lay 18000,IAB19 Technology & Computing,0.26
numsa rejects metals offers seifsa,IAB24 Uncategorized,0.13
new imac starts lower price worth lower performance,IAB2 Automotive,0.46
gas prices continue dip,IAB24 Uncategorized,0.13
hamish mcrae us economy back normal new normal thats,IAB3 Business,0.31
motorola solutions price target lowered 6700 mkm partners msi,IAB2 Automotive,0.54
samsung update schedule shows kitkat updates mentions android 443,IAB19 Technology & Computing,0.14
general motors recall 84 million vehicles,IAB2 Automotive,0.59
facebook tinkered users feeds massive psychology experiment,IAB9 Hobbies & Interests,0.09
obama promises putin delivers,IAB12 News,0.26
europe markets european stocks climb euro falls ecb meeting,IAB3 Business,0.18
emoji diverse say miley cyrus apple,IAB8 Food & Drink,0.16
dating site okcupid admits facebookstyle experiment find love formula,IAB24 Uncategorized,0.16
bank england finally appointed woman mpc,IAB3 Business,0.23
tweetdeck users urged restart app avoid xss attack,IAB19 Technology & Computing,0.11
appleibm deal trouble google microsoft,IAB3 Business,0.51
