text,iab_label,confidence
phil spencer new head xbox,IAB17 Sports,0.48
us stockswall st advances broad rally sp 500 near record,IAB3 Business,0.16
russian military transfer ukraine military equipment units,IAB12 News,0.18
jobs report could disrupt markets snooze,IAB3 Business,0.19
remembering house music legend frankie knuckles mattered,IAB1 Arts & Entertainment,0.2
us durable goods orders 08,IAB3 Business,0.42
shield actor michael jace charged wifes shooting death,IAB6 Family & Parenting,0.2
protestors call boycott beverly hills hotel human rights issues,IAB12 News,0.16
cdc nations percentage gays lesbians bisexuals less supposed,IAB12 News,0.14
meets eye,IAB18 Style & Fashion,0.1
ti floyd mayweather caused fight,IAB20 Travel,0.21
latest iphone 6 mockup leak shows apples next phone space gray,IAB19 Technology & Computing,0.26
interview greg kinnear preaching heaven real,IAB23 Religion & Spirituality,0.48
medicare social security still face longterm hurdles,IAB14 Society,0.63
nasa aims find greenhouse gas sources orbit,IAB15 Science,0.17
selfdriving car tests focused city driving says google,IAB2 Automotive,0.43
google maps pokémon challenge joke,IAB24 Uncategorized,0.16
sony xperia c3 cashes selfie trend,IAB19 Technology & Computing,0.23
intel collaborate rockchip,IAB19 Technology & Computing,0.56
see mets fan meets cruel end sharknado 2 second one,IAB17 Sports,0.43
un climate change report card scientists predict australia continue get,IAB15 Science,0.41
pussy riot denies casting rumor spring break sequel,IAB12 News,0.15
harry potter hogsmeades spell still strong four years,IAB1 Arts & Entertainment,0.26
landmark public health achievement india declared free polio,IAB12 News,0.53
tons illegal fireworks seized,IAB12 News,0.19
michael jacksons kids five years death,IAB6 Family & Parenting,0.36
heartbleed bug threatening internet users everywhere,IAB12 News,0.16
heaven real movie debut success 215 million beating johnny,IAB1 Arts & Entertainment,0.23
west nile virus season upon us,IAB12 News,0.21
sprint unveils galaxy s5 gear prices,IAB17 Sports,0.59
facebooks sandberg apologizes newsfeed experiment,IAB12 News,0.45
iphone air images reportedly foxconn plant show much slimmer handset,IAB19 Technology & Computing,0.19
london midday stocks gain dataheavy session,IAB12 News,0.16
oculus rift support coming chrome firefox,IAB19 Technology & Computing,0.14
updated jj abramss revolution believe growing fisher crisis canceled,IAB12 News,0.5
stocks head lower thursday wall street led banks,IAB3 Business,0.43
hotel boycott grows help dorchester staff exec,IAB20 Travel,0.18
netflix spars verizon network slowness,IAB19 Technology & Computing,0.14
us trio line bayers 142bn merck deal,IAB3 Business,0.57
international day happiness 5 things happened internet,IAB12 News,0.17
eminem apologizes mom new music video,IAB6 Family & Parenting,0.32
priceline group buy opentable 26 bln quick facts,IAB3 Business,0.19
meteor shower could put show sky,IAB1 Arts & Entertainment,0.19
mehdi nemmouche,IAB24 Uncategorized,0.09
internet explorer troubleshooting update us homeland security advises,IAB19 Technology & Computing,0.18
vogue terry richardson plans work future,IAB4 Careers,0.23
nokia lumia 630 land uk 90 price moto e,IAB2 Automotive,0.16
facebook takes aim snapchat new slingshot app,IAB19 Technology & Computing,0.16
movie review hill tatum double 22 jump street,IAB1 Arts & Entertainment,0.18
amazons fire phone could spark ecommerce evolution,IAB2 Automotive,0.3
november man bland james bland review,IAB24 Uncategorized,0.15
4 key takeaways tesla motors q1 conference call investors,IAB2 Automotive,0.71
archaeologists found 50000yearold neanderthal poop,IAB15 Science,0.43
space rock erigone blot one brightest stars week,IAB20 Travel,0.19
categorizing divergent five dystopian questions,IAB14 Society,0.13
bitcoin software gets security fixes new features,IAB19 Technology & Computing,0.22
faulty mortgage lawsuit wells fargo clears hurdles,IAB12 News,0.18
knock em dead walking dead bump half cast,IAB17 Sports,0.08
singletary options paying irs,IAB13 Personal Finance,0.1
ok michael bay transformers age extinction sexually objectifies,IAB24 Uncategorized,0.16
watch stephen colbert address cancel colbert twit hit fan,IAB24 Uncategorized,0.2
meryl davis maksim chmerkovskiy win season eighteen dancing,IAB1 Arts & Entertainment,0.32
shes pregnant christina ricci expecting first child james heerdegen,IAB6 Family & Parenting,0.54
google sell glass bigger pool consumers,IAB3 Business,0.11
us dot proposes new consumer protections passengers,IAB20 Travel,0.12
yahoo updates flickr app advanced editing features,IAB12 News,0.18
sun sea skin cancer tonys story,IAB12 News,0.44
samsung new tablet gorgeous screen thinner,IAB19 Technology & Computing,0.47
coldplay unveil video magic,IAB1 Arts & Entertainment,0.36
symantec fires ceo steve bennett shares fall,IAB3 Business,0.37
lundberg survey us gas prices 4 cents per gallon past 2 weeks,IAB12 News,0.23
review microsoft surface pro 3 ipad alternative,IAB19 Technology & Computing,0.41
nick cannons saved hat talking split mariah carey,IAB12 News,0.1
allegiant two films decision might hurt veronica roths work,IAB3 Business,0.25
underweight might deadlier overweight,IAB24 Uncategorized,0.15
judge orders casey kasems wife allow doctors evaluate husband,IAB6 Family & Parenting,0.25
oil price hike fear iraq output opec chief,IAB3 Business,0.24
microsoft offering 100 upgrade windows xp,IAB19 Technology & Computing,0.34
tech stocks tech stocks waver ahead yahoo intel reports,IAB12 News,0.23
japan lifts selfimposed arms export ban,IAB12 News,0.31
valeant hikes bid botoxmaker allergan nearly 50b,IAB3 Business,0.32
netflix already picked orange new black third season,IAB1 Arts & Entertainment,0.29
cannes lineup surprises big canadian presence,IAB12 News,0.2
gm tells dealers stop selling cruze due air bag issue,IAB2 Automotive,0.51
ladee nasas moonorbiting robot crashes planned,IAB20 Travel,0.17
prescription drug takeback event coming poughkeepsie,IAB12 News,0.24
10 things know weeks takeaways,IAB12 News,0.15
report us agency ignored complaints gm ignition problems,IAB12 News,0.48
budget 2014 george osborne unveils new 1 coin,IAB12 News,0.14
watch woman theatres today win expense paid hair,IAB1 Arts & Entertainment,0.19
dont stress late file taxes,IAB24 Uncategorized,0.2
google car hideous design incredibly important,IAB2 Automotive,0.49
google presents project ara prototype developers,IAB24 Uncategorized,0.12
legendary actor slams pc culture praises krauthammer,IAB19 Technology & Computing,0.39
windows xp support cutoff cost banks millions atm upgrades,IAB3 Business,0.48
sweettoothers rejoice free cone day,IAB8 Food & Drink,0.37
netflix raising prices new subscribers,IAB3 Business,0.2
fifty shades grey movie guide romance,IAB24 Uncategorized,0.16
abandoned burger king baby finds bio mom facebook,IAB8 Food & Drink,0.52
google debunks popular myths glass,IAB24 Uncategorized,0.12
zillow buying trulia build online real estate info titan,IAB21 Real Estate,0.57
brent prices drop,IAB3 Business,0.15
jimmy fallon sent ryan lewis find little macklemore fans,IAB1 Arts & Entertainment,0.18
retailer pulls sheriff shirts reminiscent holocaust,IAB3 Business,0.24
mad men star jon hamm hell miss draper,IAB1 Arts & Entertainment,0.14
update 5frances iliad challenges sprint control tmobile,IAB2 Automotive,0.27
freddie fannie bill facing key test,"IAB11 Law, Gov’t & Politics",0.23
melissa mccarthy finally heroine tammy,IAB6 Family & Parenting,0.08
meat company recalls beef sent nyc restaurant,IAB3 Business,0.22
protest held greece austerity measures country hosing eu finance,IAB14 Society,0.14
recently went dinner got sick might,IAB8 Food & Drink,0.33
film review draft day offseason gift even casual football fan,IAB17 Sports,0.64
barnes noble separate ereader retail businesses,IAB3 Business,0.66
weibo woes amid disappointing nasdaq flotation,IAB12 News,0.2
pistorius suffering mental illness psychiatrists,IAB16 Pets,0.37
blood moon first many come,IAB20 Travel,0.12
central banks europe coordinate gold ecb,IAB24 Uncategorized,0.1
truecar climbs 1st day publicly traded company republic,IAB3 Business,0.22
noah movie review,IAB24 Uncategorized,0.12
funeral held lwren scott california,IAB6 Family & Parenting,0.1
snap judgment veronica mars premiere happened,IAB1 Arts & Entertainment,0.39
blackberry revenue plunges 64 percent suffers loss,IAB3 Business,0.23
katherine heigl claims many romcoms derailed career,IAB1 Arts & Entertainment,0.38
transformers age extinction juggernaut gets bigger louder longer,IAB24 Uncategorized,0.11
brands recalled chia powder linked salmonella illnesses,IAB3 Business,0.19
cesar chavez review inspiring man uninspired film,IAB24 Uncategorized,0.56
lulac welcomes ftc probe herbalifes deceptive business practices,IAB3 Business,0.42
twitter terrorist threat american airlines dutch teen sarah arrested,IAB20 Travel,0.63
miley cyrus awarded restraining order fan report,IAB12 News,0.45
much kim kardashian kanye wests wedding cost,IAB12 News,0.16
german exports fall 11 percent,IAB3 Business,0.22
lupita nyongo named peoples beautiful person world,IAB20 Travel,0.1
