text,iab_label,confidence
gsk receives us approval onceweekly type 2 diabetes treatment tanzeum,IAB15 Science,0.26
video new destiny trailer gives story details,IAB1 Arts & Entertainment,0.14
despite analysts caution mens wearhouse stock surges jos bank deal,IAB3 Business,0.25
film whitey bulger trial set open,IAB12 News,0.13
facebook says sorry weve heard,IAB24 Uncategorized,0.12
draft day coach faces big game,IAB17 Sports,0.2
watch dexter roberts sing boondocks american idol 2014 top 9 march,IAB1 Arts & Entertainment,0.53
frequent sports energy drinks consumption increases tendency,IAB17 Sports,0.67
evidence spotted universes early growth spurt,IAB15 Science,0.12
juvenile sexting linked risky sexual behaviour,IAB24 Uncategorized,0.16
herbalife drops report criminal probes,IAB3 Business,0.31
game thrones season finale viewing party little miss whiskeys,IAB17 Sports,0.3
china vows clean 60 percent cities 2020,IAB12 News,0.21
jason momoa playing aquaman according hitfix,IAB1 Arts & Entertainment,0.29
quiznos files ch 11 bankruptcy,IAB8 Food & Drink,0.56
stairway heaven leads copyrightinfringement lawsuit,IAB20 Travel,0.46
us home prices still rising pace gains slow buyers priced market,IAB21 Real Estate,0.4
google launch android tv report says,IAB19 Technology & Computing,0.22
uber temporarily cuts prices uberx service new york,IAB20 Travel,0.28
nasdaq posts worst day since feb momentum stocks sink,IAB24 Uncategorized,0.12
astronauts iss kick ball microgravity celebrate world cup,IAB17 Sports,0.7
android abandon headphone jack google launching new audio output,IAB19 Technology & Computing,0.2
shire aims double sales 2020,IAB14 Society,0.52
number teens exposed ecigarette ads quickly rises,IAB12 News,0.24
women stressed home work,IAB6 Family & Parenting,0.52
lindsay lohans mom pleads guilty drunken driving,IAB6 Family & Parenting,0.42
beyonce knowles jayz announce joint tour dates,IAB20 Travel,0.23
microsoft nokia deal closes april 25th,IAB19 Technology & Computing,0.33
money nothing,IAB24 Uncategorized,0.66
us economy shrank first quarter,IAB3 Business,0.29
att chooses aging galaxy s4 mini first 4g phone hd voice,IAB19 Technology & Computing,0.18
exchanges dark pools eyed highspeed trade probe,IAB3 Business,0.21
samsung challenge patent trial verdict,IAB19 Technology & Computing,0.19
bullock came facetoface alleged stalker,IAB12 News,0.16
demi lovato opens past every day opportunity,IAB24 Uncategorized,0.08
leonardo dicaprio takes lead role alejandro gonzalez inarritus thriller,IAB1 Arts & Entertainment,0.44
residents stand roof watch wildfire burn near home,IAB12 News,0.11
photos kim kardashian goes back blonde,IAB18 Style & Fashion,0.18
new york gov andrew cuomo says colberts show belongs manhattan,IAB1 Arts & Entertainment,0.37
twitters ceo took open questions thousands wanted know,IAB3 Business,0.12
amazon fire 5 things know,IAB12 News,0.22
washington ap people old social security debts getting,IAB12 News,0.18
latin dance rules dancing stars,IAB1 Arts & Entertainment,0.23
warming world shrinks salamanders,IAB24 Uncategorized,0.12
billy street tonight show,IAB1 Arts & Entertainment,0.41
us health care expensive least effective,IAB24 Uncategorized,0.25
strange engineered organism 6 dna letters,IAB15 Science,0.18
chicago gay pride parade even festive year,IAB12 News,0.18
panera goes clean,IAB8 Food & Drink,0.65
