text,iab_label,confidence
investors hail apple facebook numbers,IAB19 Technology & Computing,0.13
obama japanese robots little scary,IAB24 Uncategorized,0.12
study shows health rankings local counties,IAB15 Science,0.54
tv hbo renews game thrones,IAB17 Sports,0.29
kris jenner furious kanye didnt sell wedding photos,IAB3 Business,0.15
ios 71,IAB24 Uncategorized,0.08
son naziera art dealer leaves entire disputed collection swiss museum,IAB12 News,0.16
cost gambling climate change,IAB24 Uncategorized,0.13
dont fooled facebooks new advertising strategy,IAB24 Uncategorized,0.31
notables express condolences director paul mazursky,IAB12 News,0.09
kendall jenners dress slits high see pelvic bones,IAB18 Style & Fashion,0.25
muscatine county health rankings released today,IAB12 News,0.33
50 american adults chronic diseases study,IAB15 Science,0.19
china expresses strong dissatisfaction us solar tariff,IAB12 News,0.2
khloe kardashians adorable birthday message,IAB1 Arts & Entertainment,0.13
new teenage mutant ninja turtles poster hits close 911 many,IAB12 News,0.44
europe midday stocks mixed investors weigh eurozone data,IAB12 News,0.17
shares mothercare plc spiked today,IAB3 Business,0.28
next weeks coming attractions,IAB12 News,0.19
astrazeneca chief bristles tying exec pay pfizers spurned 55pershare bid,IAB3 Business,0.28
justin bieber responds seth rogen remarks sorry didnt bow,IAB17 Sports,0.17
new stem cell therapy macular degeneration testing among,IAB12 News,0.5
pfizer poised sweeten offer astrazeneca,IAB16 Pets,0.18
euro gbp exchange rate firms inflation holds 05,IAB13 Personal Finance,0.1
flickr ventures instagrams territory mobile redesign,IAB24 Uncategorized,0.12
yahoo shares surge first quarter revenue beats expectations,IAB12 News,0.41
israel miss blood moon phenomenon,IAB12 News,0.16
brief bitcoin exchanges prospects dimming,IAB24 Uncategorized,0.14
watch sharknado 2 live online see video second one,IAB9 Hobbies & Interests,0.19
video janelle monáe brings rio 2 soundtrack american idol,IAB17 Sports,0.45
taylor swift made money everyone else last year,IAB3 Business,0.19
jk rowling expanding harry potter universe,IAB1 Arts & Entertainment,0.25
dna test detects colon cancer higher rate study finds,IAB15 Science,0.36
iphone 6 may start whopping 735 report,IAB12 News,0.15
robert pattinson talks kristen stewart rupert sanders affair says sht happens,IAB12 News,0.33
video beyonce makes statement via vma megaperformance,IAB1 Arts & Entertainment,0.25
os x yosemite top 5 business features,IAB3 Business,0.66
ebay beats taxes eat profits,IAB3 Business,0.48
frankie knuckles dead 59,IAB24 Uncategorized,0.11
kanye west returns bonnaroo music arts festival new wife kim,IAB1 Arts & Entertainment,0.69
guardians galaxy blasts marvel different direction big screen,IAB20 Travel,0.24
liftoff nasa finally launches major climate satellite 2009 failure,IAB24 Uncategorized,0.15
gm chrysler post strong sales us recovery gains steam,IAB2 Automotive,0.5
bonnaroo 2014 6 bands impressed day one festival,IAB1 Arts & Entertainment,0.28
therell thousands shooting stars tonight get wishes ready,IAB1 Arts & Entertainment,0.15
pfizer hints hostile takeover bid astrazeneca,IAB3 Business,0.18
would punch justin bieber face help make decision,IAB1 Arts & Entertainment,0.14
burger king might become canadian company,IAB3 Business,0.33
penney may wall streets comeback kid,IAB3 Business,0.21
barrie police launch 2nd annual distracted driving blitz,IAB12 News,0.18
unitrends gartners magic quadrant enterprise backup integrated,IAB3 Business,0.29
death alzheimers disease underreported,IAB24 Uncategorized,0.17
amazon buy twitch 1 billion,IAB3 Business,0.21
mass company developing remote control contraceptive chip,IAB3 Business,0.4
call action skin cancer people could see hole back,IAB12 News,0.13
americas fattest thinnest cities find city falls,IAB24 Uncategorized,0.12
lena dunham may quit acting rails women getting typecast,IAB12 News,0.17
obama opens asiapacific trip tokyo,IAB20 Travel,0.44
cdc investigates ongoing salmonella outbreak linked chia products,IAB12 News,0.18
water rich gem ringwoodite offers clues vast oceans beneath earths,IAB15 Science,0.27
dads internet plea pays images baby girl,IAB6 Family & Parenting,0.36
nvidia reports strong quarter tegra sales grow 200,IAB19 Technology & Computing,0.58
ntsb asiana pilots blame crash san francisco,IAB12 News,0.15
hoyer statement sebelius departure burwell nomination,"IAB11 Law, Gov’t & Politics",0.33
french montana khloe kardashian continue get cozy,IAB1 Arts & Entertainment,0.14
nintendo introduce new consoles specifically designed emerging,IAB19 Technology & Computing,0.16
duke energy seeks keep records regulators public,IAB3 Business,0.27
differences neanderthals modern man caused genetic switches,IAB15 Science,0.13
ebola fears grow europe asia alert,IAB12 News,0.29
10 things know wednesday,IAB12 News,0.15
montana gas prices rise,IAB12 News,0.21
nasa launches new satellite map co2 emissions,IAB24 Uncategorized,0.11
jim carrey receives honorary doctorate degree,IAB1 Arts & Entertainment,0.14
attackers downed playstation servers hours still unknown,IAB24 Uncategorized,0.34
recap real housewives new york wanna edition,IAB12 News,0.19
johnny depp shows engagement ring,IAB1 Arts & Entertainment,0.18
mountain dirt suspected bridge closure spokane north idaho news,IAB12 News,0.81
growing threat russia invasion eastern ukraine us intelligence,IAB12 News,0.35
san diegans clear view blood moon eclipse,IAB14 Society,0.1
chinas yuan currency weakens market reform push,IAB3 Business,0.21
daniel radcliffe shaves strangers hair street,IAB12 News,0.17
purge anarchy slightly improved beast released,IAB24 Uncategorized,0.15
barnes noble inc spin nook ereader sales decline,IAB3 Business,0.21
eu places 15 new names sanctions list ukraine,IAB12 News,0.16
william orbit william orbit backs britney spears leaked studio session,IAB1 Arts & Entertainment,0.12
bank england keeps rates asset purchase programme steady,IAB3 Business,0.17
activision looks break records destiny,IAB1 Arts & Entertainment,0.13
study finds link mens biking prostate cancer erectile issues,IAB15 Science,0.52
hbo shows headed amazon prime instant video hbo go comes fire tv,IAB1 Arts & Entertainment,0.3
true colors kathy bates,IAB18 Style & Fashion,0.09
