text,iab_label,confidence
married people less likely suffer heart conditions study says,IAB15 Science,0.39
users bemoan ecigarette bans nyc elsewhere,IAB12 News,0.13
game thrones star kit harington jokes hair contract,IAB1 Arts & Entertainment,0.27
canadians boozy bunch says report sounding alarm alcohol,IAB12 News,0.42
janet yellen stakes position fighting financial stability risks,IAB3 Business,0.19
worlds first drinkable suntan lotion launched,IAB12 News,0.18
apache divest wheatstone stake,IAB3 Business,0.12
jessie j ariana grande nicki minaj align forces video bang bang,IAB1 Arts & Entertainment,0.18
tracy morgan fair condition,IAB12 News,0.08
emma stone andrew garfield jamie foxx super trio amazing,IAB1 Arts & Entertainment,0.14
credit suisse us885m bill mortgages,IAB13 Personal Finance,0.12
lancet confirms motörheads reputation one hardcore rock,IAB20 Travel,0.13
mosquitoborne virus arrives bit early year,IAB12 News,0.14
wharton expert new fcc openinternet rules wont touch comcast,IAB19 Technology & Computing,0.15
teenage mutant ninja turtles trailer surfaces,IAB1 Arts & Entertainment,0.36
tmobile sued us billing fraud,IAB2 Automotive,0.29
possible takeover miner pool threatens bitcoin credibility,IAB12 News,0.2
100pound towson gymnast conquers obstacle course,IAB17 Sports,0.63
pfizer drug doubles time breast cancer tumor growth trial,IAB15 Science,0.22
kristine kaiser dont risk environment fracking,IAB24 Uncategorized,0.26
ifo institute germany business confidence index slips 1097 june,IAB3 Business,0.51
emcs softwarecentered future focus emc world,IAB19 Technology & Computing,0.45
looking file taxes later deadline may penalty,IAB24 Uncategorized,0.14
train dragon 2,IAB20 Travel,0.18
nokia finalises microsoft handset deal,IAB19 Technology & Computing,0.21
drinking behind 1 10 deaths workingage adults,IAB4 Careers,0.2
peaches geldof dead daughter bob geldof late paula yates died,IAB6 Family & Parenting,0.22
drake tricks people dissing drake drakes face doesnt cry,IAB17 Sports,0.13
google buys titan aerospace maker atmospheric satellites republic,IAB3 Business,0.29
naked homeroom dreams little electrical current could hold key,IAB5 Education,0.22
solange knowles breaks silence elevator incident,IAB12 News,0.32
report alcohol kills 1 person every 10 seconds,IAB12 News,0.4
spring allergy capitals report released 2014 louisville kentucky tops list,IAB3 Business,0.12
book publishers feel amazon flex muscles,IAB3 Business,0.16
advanced breast cancer support group loses funding,IAB12 News,0.21
10 pi day inspired pies,IAB8 Food & Drink,0.21
dont mess american airlines dutch teen posted terror joke tweet,IAB20 Travel,0.58
maleficent imax poster angelina jolie largerthanlife evil,IAB1 Arts & Entertainment,0.28
ask weather guys moon red lunar eclipse,IAB15 Science,0.28
dark twisted fargo tv drama breathes new life coen brothers classic,IAB1 Arts & Entertainment,0.36
ariana grande wins favorite tv actress kids choice awards,IAB1 Arts & Entertainment,0.22
inmarsat provide free tracking mh370,IAB20 Travel,0.15
mazda issues recall spiders,IAB2 Automotive,0.35
ousted ny times editor grads show made,IAB12 News,0.48
google reinstates removed content,IAB24 Uncategorized,0.1
verizon sell gold samsung galaxy s5 may 31st,IAB19 Technology & Computing,0.18
zara removes striped pyjamas yellow star following online outrage,IAB24 Uncategorized,0.14
new study shows running minutes day improves heart health,IAB15 Science,0.36
gay bisexual men drive syphilis rate highest level since 1995 new,IAB12 News,0.31
see women george clooney dated settling amal,IAB12 News,0.13
feds investigating nutritional supplement company herbalife,IAB12 News,0.22
divers snorkelers converge undersea concert,IAB1 Arts & Entertainment,0.41
lyrid meteor shower expected light skies late monday night early tuesday,IAB12 News,0.13
mt gox finds 200000 missing bitcoins quincy heraldwhig illinois,IAB12 News,0.14
softbank ceo hopeful discussions tmobile us acquisition,IAB3 Business,0.29
roundtable facebooks 2 billion longterm bet vr,IAB3 Business,0.18
cesar chavez director dont see films latino experience,IAB24 Uncategorized,0.2
htc eyes nokia chennai plant,IAB19 Technology & Computing,0.38
trend micro deliver threat data protection microsoft azure customers,IAB19 Technology & Computing,0.28
george lucass proposed museum chicago solid legal ground says,IAB12 News,0.18
official apple adds dr dre 3 billion beats deal,IAB3 Business,0.22
apple opens iphone 5 battery replacement program small percentage,IAB19 Technology & Computing,0.34
samsung insider posts galaxy s5 unlock code,IAB19 Technology & Computing,0.37
project morpheus sony forays virtual reality new prototype,IAB14 Society,0.46
earth hour turn lightssave planet,IAB20 Travel,0.21
disney files patent applications use drones parks,IAB1 Arts & Entertainment,0.25
zuckerberg spending spree,IAB12 News,0.2
mayor declares kings stanley cup victory celebration big fing day los,IAB17 Sports,0.57
abbas bjorn frida talk lasting success,IAB23 Religion & Spirituality,0.14
christina aguilera poses nude v magazine,IAB1 Arts & Entertainment,0.12
mystery solved worst video game time found buried new mexico,IAB12 News,0.17
jenny mccarthy leaving view cohost confirms departure twitter,IAB12 News,0.15
chinese currency uncertain waters,IAB24 Uncategorized,0.52
relay life set friday night,IAB20 Travel,0.15
lindsay lohans credit card gets rejected soho shopping ways,IAB22 Shopping,0.68
company update nysebac bank americas mortgage crisis costs become,IAB3 Business,0.36
diet exercise surprisingly effective preventing alzheimers,IAB15 Science,0.21
cobie smulders talks himym finale planning ending start,IAB24 Uncategorized,0.1
samsung gear 2 gear fit pricing retail 295 200 taiwan,IAB19 Technology & Computing,0.13
could protein protect stroke,IAB15 Science,0.16
williams partners lp williams partners advises unitholders reference news,IAB12 News,0.7
snl cold open jayz vs solange smackdown,IAB17 Sports,0.38
donna kauffman dishes dancing stars finale,IAB1 Arts & Entertainment,0.35
rapper andre johnson severs penis jumps building survives,IAB12 News,0.12
try solve today rubiks cube googles home page,IAB19 Technology & Computing,0.21
bp whiting refinery spills 9 18 barrels oil coast guard,IAB3 Business,0.23
purchase company coming buffalo could boon wny,IAB3 Business,0.32
archie killed heroic last act,IAB2 Automotive,0.11
video facebook creating snapchat copycat,IAB12 News,0.23
strong uptrend alcoa shares positive earnings july 9 2014,IAB12 News,0.26
stock update exxon mobil corporation nysexom exxon mobil corporation,IAB3 Business,0.23
may beginning mental health month,IAB24 Uncategorized,0.24
producer lucy fisher high expectations divergent,IAB3 Business,0.28
zenimax sues oculus theft trade secrets,IAB3 Business,0.27
game thrones intense episode survival guide,IAB1 Arts & Entertainment,0.15
southwest fined 12m subpar plane repairs,IAB20 Travel,0.14
us health insurers slam gilead high cost drug,IAB3 Business,0.16
barnes noble reveals 2014 earnings announces official nook split,IAB3 Business,0.53
hackers tap usb devices new attacks researcher warns,IAB19 Technology & Computing,0.23
rolling stones perform jumpin jack flash oslo return 14,IAB17 Sports,0.2
canadian solar energy group world wrestling entertainment,IAB17 Sports,0.6
lack doctors diagnostic tools compounding ebola outbreak sierra leone,IAB12 News,0.19
palcohol everything know powdered alcohol turns water,IAB15 Science,0.31
slingshot yo app facebook,IAB19 Technology & Computing,0.14
largescale food recalls remind consumers dangers bacteria contamination,IAB12 News,0.17
online storage provider box unwraps ipo worth 250 million,IAB19 Technology & Computing,0.19
proper drug disposal promoted local event,IAB12 News,0.26
like buffet ebooks,IAB8 Food & Drink,0.16
mario kart 8 fails boost struggling nintendos earnings,IAB17 Sports,0.52
pmam opensource tesla,IAB19 Technology & Computing,0.15
antman movie first look,IAB24 Uncategorized,0.14
amazon introduces dash get fresh stuff delivered quickly,IAB22 Shopping,0.12
bac key takeaways bank america q1 earnings report,IAB3 Business,0.81
google shopping express sameday delivery service expands west la,IAB22 Shopping,0.56
modern family breaking bad win big emmys,IAB1 Arts & Entertainment,0.25
yahoo inc nasdaqyhoo alibabas ipo could bring yahoo lots cash,IAB3 Business,0.25
5 ways fed get economy back normal,IAB3 Business,0.14
emperor penguins decline alarming rate scientists say seaice loss,IAB15 Science,0.58
report lebron james joins cast trainwreck movie,IAB12 News,0.5
carneys uk move cost 100000,IAB20 Travel,0.34
kentucky receives hemp seed shipment,IAB12 News,0.29
sony executives flight forced land hacker group tweets bomb threat,IAB20 Travel,0.31
brad paisley takes selfie westboro baptist church,IAB23 Religion & Spirituality,0.36
health matters effects hangry,IAB24 Uncategorized,0.19
family dollar close almost 400 stores,IAB3 Business,0.12
