text,iab_label,confidence
barclays posts 68 rise firsthalf profit,IAB3 Business,0.59
electronic devices might cause rashes,IAB24 Uncategorized,0.15
kim kardashian goes back blonde see new pics,IAB12 News,0.16
walking fish unveil mystery human evolution land 400m yrs ago,IAB15 Science,0.3
asx share market edges lower amid mixed data drop,IAB12 News,0.13
video planes almost collide barcelona airport,IAB20 Travel,0.17
justin bieber selena gomez dave busters police incident fan cops,IAB12 News,0.21
mark carney says bank england needs power,IAB3 Business,0.64
sxsw veronica mars premiere draws biggest hype,IAB17 Sports,0.32
citigroup pay 7 billion settlement bad mortgages,IAB12 News,0.22
mom watched car roll downhill toward busy street toddlers,IAB2 Automotive,0.29
dropbox makes huge updates ipo next,IAB19 Technology & Computing,0.25
twitters slow user growth ill canary,IAB24 Uncategorized,0.15
smart woman women receiving breast lift surgery,IAB12 News,0.21
three things look amazons q1 earnings report,IAB12 News,0.23
jc penney co inc jcp posts narrower expected q1 loss offers q2,IAB3 Business,0.54
childhood obesity costs 19000 lifetime compared expenses,IAB13 Personal Finance,0.29
toyota continues lead social media february,IAB17 Sports,0.17
bachelorette season 10 episode 6 recap unmasking feelings,IAB12 News,0.16
kim kardashian wants get pregnant year,IAB6 Family & Parenting,0.56
powdered alcohols longer label approvals issued error,IAB12 News,0.11
votes time warner investors agree rupert murdochs deal,IAB3 Business,0.27
king signals growing caution big name ipos,IAB19 Technology & Computing,0.22
acdc friend says malcolm young serious health issues,IAB12 News,0.21
green living clean compact fluorescent bulb breaks,IAB12 News,0.11
gene variant may double alzheimers risk women,IAB15 Science,0.14
wiki weakness dont use site diagnose study says,IAB24 Uncategorized,0.26
yahoo yhoo stock react digital ad market decline,IAB12 News,0.32
mick jaggers rolling stones bandmates rally around following girlfriend l,IAB20 Travel,0.12
europe factors watchshares pause crimea still focus,IAB14 Society,0.33
us states investigate comcasttime warner cable merger,IAB3 Business,0.17
update gm recalls 24 million vehicles stops sales new escalades,IAB2 Automotive,0.42
google yanks links obeys eu ruling,IAB5 Education,0.1
okcupid reveals experiments users like facebook,IAB24 Uncategorized,0.15
heartbleed disclosure timeline knew,IAB12 News,0.26
heartbleed hangover 39 us adults changed passwords,IAB24 Uncategorized,0.13
amazon introduces music streaming prime members,IAB24 Uncategorized,0.16
net earnings google misses revenue target ad prices slide,IAB3 Business,0.25
rolf harris victims statements eloquent testimony,IAB12 News,0.16
game thrones garners 63 million viewers second watched,IAB17 Sports,0.36
police actor told 911 shot wife los angeles wsls 10 nbc roanoke,IAB12 News,0.68
amazon unveils 3d smartphone,IAB19 Technology & Computing,0.54
villains rumored batman v superman dawn justice,IAB12 News,0.56
12 hours ago mesfin fekadu nekesa mumbi moody,IAB12 News,0.13
mesmerisation muppets continues,IAB16 Pets,0.21
batman prequel series making,IAB1 Arts & Entertainment,0.34
joss whedon brin hills eyes available online 5,IAB12 News,0.12
justin bieber selena gomez back together spotted partying together,IAB12 News,0.23
bmw sees higher profits car sales 2014,IAB2 Automotive,0.52
bulk packaged walnuts recalled,IAB12 News,0.2
influential moms food,IAB8 Food & Drink,0.22
experts investigate evidence marijuana use treat epilepsy,IAB15 Science,0.57
took triceratops million years get horn researchers revealed,IAB15 Science,0.24
hong kong banks loaned 165 territorys gdp china,IAB3 Business,0.17
official jason momoa warner bros aquaman batman vs,IAB17 Sports,0.26
halo 5 guardians game tv show coming fall 2015,IAB1 Arts & Entertainment,0.25
security tightened russias embassy kiev attack,IAB12 News,0.28
microsoft takes aim laptops new surface tablet update,IAB19 Technology & Computing,0.5
police bieber claimed foot fracture miami beach arrest,IAB12 News,0.13
skin moles linked breast cancer studies,IAB15 Science,0.17
naked man arrested outside white house see pics guy showing,IAB12 News,0.21
trapped warhol artwork discovered nearly 30yearold amiga floppy,IAB1 Arts & Entertainment,0.13
watch happy video leads arrest 6 iran,IAB12 News,0.18
solange jay z beyoncé somehow found strength smile public,IAB1 Arts & Entertainment,0.18
google celebrate 40th birthday rubiks cube doodle,IAB19 Technology & Computing,0.12
justin bieber pays homage james dean,IAB1 Arts & Entertainment,0.23
yahoo standing edge cliff thoughts upcoming q2 earnings,IAB12 News,0.29
wanna marry harry begins 14 ridiculous reality shows,IAB24 Uncategorized,0.11
6 revelations lindsay lohans latest media blitz,IAB12 News,0.47
end fannie fnma freddie fmcc,IAB12 News,0.07
new nyt app marks grey ladys first step native ads mobile,IAB12 News,0.31
sony end psp shipments japan,IAB14 Society,0.45
gileads sovaldi demonstrates efficacy safety among chronic hepatitis c,IAB15 Science,0.23
google microsoft yahoo face takedown request european court ruling,IAB19 Technology & Computing,0.31
carney unleashes pound bulls hawkish comments,IAB12 News,0.24
blackberry quarterly earnings complete disaster,IAB3 Business,0.42
picture kates bottom rekindles privacy row,IAB24 Uncategorized,0.25
cdc 1 68 children autism spectrum,IAB6 Family & Parenting,0.11
samsung galaxy tab 4 80 available att,IAB19 Technology & Computing,0.18
french fraud case imfs lagarde put investigation,IAB12 News,0.2
uk launches investigation facebooks emotional experiment,IAB12 News,0.2
red carpet recap emma roberts looked nothing like american horror,IAB1 Arts & Entertainment,0.2
samsung chairman lee stable surgery heart attack,IAB19 Technology & Computing,0.36
samsungs galaxy alpha starts new smartphone line,IAB19 Technology & Computing,0.28
artist draws simpsonsinspired caricatures kanye west kim kardashian,IAB1 Arts & Entertainment,0.34
pepsi profit rises snack volumes improve,IAB16 Pets,0.22
bloomberg briefing,IAB3 Business,0.51
thrones renewed two seasons,IAB1 Arts & Entertainment,0.56
mozilla board members quit brendan eich ceo appointment,IAB19 Technology & Computing,0.28
avengers captain soldiers,IAB24 Uncategorized,0.13
gm recalls 76m vehicles,IAB2 Automotive,0.47
bates motel renewed third season ae,IAB3 Business,0.48
eating clay good hollywood actress shailene woodley,IAB1 Arts & Entertainment,0.41
astrazeneca rejects 69 billion takeover bid pfizer,IAB3 Business,0.16
capital cities billboard music awards qa daft punk disclosure,IAB1 Arts & Entertainment,0.13
kiwi dollar euro,IAB13 Personal Finance,0.08
