text,iab_label,confidence
pegs air pollution top environmental hazard resulting millions,IAB15 Science,0.25
congress gm twice failed fix defect,"IAB11 Law, Gov’t & Politics",0.19
american apparel receives financing competitor weighs comcast deal,IAB3 Business,0.32
strong job growth continues unemployment rate falls 61 percent,IAB12 News,0.17
jessica chastain caught true detective season 2 casting rumors,IAB12 News,0.44
google acquires dropcam might watching home soon,IAB19 Technology & Computing,0.13
fix proposed health insurance website,IAB12 News,0.19
microsofts windows phone dilemma sell cheap phones great cameras,IAB19 Technology & Computing,0.19
stephen colbert redskins jersey,IAB17 Sports,0.72
us plane iran operated ghana tehran,IAB20 Travel,0.29
internet ad revenue surpasses broadcast tv first time,IAB3 Business,0.16
rbi gets ec nod issuing new bank licences,IAB3 Business,0.2
melissa mccarthy talks dream movie tammy embracing innercheeto,IAB1 Arts & Entertainment,0.16
diggers find et atari games landfill,IAB17 Sports,0.2
lindsay lohan reveals miscarriage lindsay finale,IAB12 News,0.22
theres new netflix pirates makes incredibly easy stream,IAB12 News,0.09
target pay big new ceo,IAB3 Business,0.22
adobe q2 profit 16 strength cloud,IAB19 Technology & Computing,0.49
tech giants team prevent new heartbleed,IAB19 Technology & Computing,0.31
kim kardashian kanye west spent many days perfecting,IAB1 Arts & Entertainment,0.23
repeat update abbvie ups shire offer asks shareholders put,IAB3 Business,0.27
pictures day live photos tuesday 6th may 2014,IAB12 News,0.21
us stocks mixed fed keeps interest rates low,IAB12 News,0.16
updated madigan files lawsuits alleging student loan debt scams,IAB12 News,0.33
recall alert nearly 2 million infant car seats recalled faulty buckles,IAB2 Automotive,0.21
microsoft stops supporting windows xp,IAB19 Technology & Computing,0.18
batman vs superman becomes batman v superman dawn justice,IAB12 News,0.19
genome map breakthrough scientists create atlas genetic switches,IAB15 Science,0.63
facebook tests buy button new ecommerce push,IAB22 Shopping,0.29
apple running back school promotion already,IAB5 Education,0.27
relay major fund raiser american cancer society,IAB14 Society,0.85
fbi used oldfashioned sleuthing hightech tricks foil two,IAB24 Uncategorized,0.11
emory university expects ebola patient americans disease worsen,IAB5 Education,0.26
nexus 7 stock google play refresh imminent,IAB19 Technology & Computing,0.22
kim kardashian unveils new video game,IAB1 Arts & Entertainment,0.49
gm begun shipping parts recalled ignition switches,IAB2 Automotive,0.25
trouble sea,IAB24 Uncategorized,0.13
look days dow jones industrial average topped 1000point,IAB3 Business,0.23
att calls netflix arrogant paying additional bandwidth,IAB3 Business,0.21
dolan says tobacco,IAB24 Uncategorized,0.18
us senator richard blumenthal nearmiss train,IAB20 Travel,0.53
samsung takes apple makes galaxy tab lighter ipad,IAB19 Technology & Computing,0.45
chelsea honour attenborough,IAB5 Education,0.07
noaa puget sound orca report angers tour boats,IAB12 News,0.2
irs sometimes rewards employees pay taxes,IAB24 Uncategorized,0.11
november man weve seen cold war story,IAB12 News,0.33
mila kunis promises ellen baby due year,IAB6 Family & Parenting,0.38
rolf harris trial felt sickened,IAB24 Uncategorized,0.09
rihanna ready naked cfdas dress stylist says,IAB18 Style & Fashion,0.42
boseman drips charisma brown,IAB24 Uncategorized,0.09
microsoft shuts xbox entertainment studio halo series continue,IAB1 Arts & Entertainment,0.14
samsung galaxy s3 s3 mini may rejoice kitkat soon,IAB19 Technology & Computing,0.18
game thrones season 4 episode 8 mountain viper preview,IAB1 Arts & Entertainment,0.27
crosssection universe space wallpaper,IAB20 Travel,0.32
3 apps help divide expenses others,IAB13 Personal Finance,0.15
smartphone selfie video shows doctors stroke symptoms,IAB12 News,0.14
apple google drop lawsuits work patent reform,IAB19 Technology & Computing,0.21
jenny mccarthy sherri shepherd view,IAB18 Style & Fashion,0.07
samsung galaxy s5 active video leaks tough handset,IAB12 News,0.12
