text,iab_label,confidence
amazing spiderman 2 director reveals mary jane scenes got cut,IAB1 Arts & Entertainment,0.34
microsoft tier smear changes app prices whether devs ask,IAB3 Business,0.18
sinkhole likely stay part corvette museum bowling green ky,IAB2 Automotive,0.75
un cost fighting warming modest,IAB24 Uncategorized,0.3
jessica simpson wear pink marchesa wedding dress 70lb weight loss,IAB18 Style & Fashion,0.42
pyongyang warns retaliation us film kim jongun screened,IAB14 Society,0.15
veronica mars solid cinematic turn,IAB1 Arts & Entertainment,0.21
hillary clinton books interview fox news,IAB12 News,0.81
kanye west kim kardashian reportedly getting married week,IAB12 News,0.73
apple launches back school promotion free 60 gift card every mac,IAB19 Technology & Computing,0.24
free hiv hepatitis testing offered springfield,IAB12 News,0.15
facebook added button lets ask friends theyre single,IAB24 Uncategorized,0.09
gm offer loaner cars cash owners recalled cars,IAB2 Automotive,0.15
kristin cavallari welcomes baby boy jaxon wyatt jay cutler,IAB6 Family & Parenting,0.33
unemployment drops since january,IAB12 News,0.14
regulators vote final bank leverage rules,"IAB11 Law, Gov’t & Politics",0.41
sony xperia c3 claims worlds best selfie smartphone thanks 5,IAB14 Society,0.54
gm recalls response push customers away tellusatoday,IAB12 News,0.68
new cyanogenmod os looks like oneplus one,IAB12 News,0.1
cdc flu spray better flu shot,IAB15 Science,0.19
indian factory sector expands slightly faster pace may orders climb,IAB3 Business,0.5
hbos game thrones gets record viewership,IAB17 Sports,0.58
heres james franco hitting teenage girl latest movie,IAB1 Arts & Entertainment,0.17
may sees surge pending home sales year still lags last year,IAB21 Real Estate,0.5
forbes beyonce lebron powerful celebs,IAB12 News,0.15
surprise better health insurance saves lives,IAB12 News,0.55
university scientists unraveling nature higgs boson,IAB15 Science,0.64
18 new cases middle east respiratory syndrome reported saudi arabia,IAB12 News,0.4
car symbolized coolits mustangs 50th birthday,IAB2 Automotive,0.64
us power sector carbon pollution standards matter global implications,IAB12 News,0.16
boehner displeased obama administration extends health care reform,"IAB11 Law, Gov’t & Politics",0.2
iphone 6 release date apple stick usual release schedule 2014,IAB19 Technology & Computing,0.09
petsmart planning discontinue sales chinesemade treats,IAB16 Pets,0.64
former tv judge joe brown sentenced five days jail contempt,"IAB11 Law, Gov’t & Politics",0.21
new beetle discovered worlds deepest cave,IAB12 News,0.42
friends dont spy sushma swaraj tells john kerry,IAB12 News,0.32
childhood vaccines safe says pediatrics group,IAB6 Family & Parenting,0.21
warner bros refund unhappy veronica mars crowdfunders,IAB3 Business,0.22
walmart proves relevant competitively priced organic product line,IAB3 Business,0.41
internet explorer hacking,IAB19 Technology & Computing,0.15
trademark trial appeal board cancels washington nfl teams trademark,IAB17 Sports,0.76
comcast hastings neutrality hogwash,IAB24 Uncategorized,0.58
christieandkasich tax show,IAB1 Arts & Entertainment,0.16
50th anniversary treat ford mustang empire state building,IAB2 Automotive,0.47
wti crude oil heading 100,IAB12 News,0.15
beyoncé jay z reveal secret wedding footage run tour,IAB20 Travel,0.7
weekend report jump street sequel scores dragon disappoints,IAB12 News,0.23
billboard music awards michael jackson hologram gets green light,IAB24 Uncategorized,0.14
justin bieber jokes joining klu klux klan,IAB1 Arts & Entertainment,0.13
nhtsa probing chrysler ignition problems,IAB2 Automotive,0.52
know wednesdays economic data flurry,IAB12 News,0.24
philips ceo says 2014 earnings improvement difficult,IAB3 Business,0.38
great gatsby meets cloud atlas jupiter ascending posters,IAB20 Travel,0.25
teen says typeface change could save millions,IAB24 Uncategorized,0.09
questions linger vials smallpox discovered open,IAB12 News,0.17
ariana grande likes bad btches thats really fckin problem,IAB24 Uncategorized,0.1
mosquito season right around corner,IAB24 Uncategorized,0.13
google aims bust google glass myths,IAB24 Uncategorized,0.16
general motors recalls 3 million cars protest ignition switch,IAB2 Automotive,0.64
arkansas weekly gas price update outlook,IAB12 News,0.32
tesla motors tsla takes unprecedented step,IAB2 Automotive,0.31
amazon announces fire phone,IAB19 Technology & Computing,0.37
brand new meteor shower making debut,IAB12 News,0.32
reports gwyneth paltrows mother begged end marriage chris,IAB12 News,0.75
duke porn star belle knox calls sherri shepherd incredibly condescending,IAB1 Arts & Entertainment,0.1
