text,iab_label,confidence
two half men final season tackle gay adoption,IAB6 Family & Parenting,0.25
soyuz glitch delays docking international space station,IAB20 Travel,0.25
crows complete basic aesops fable task,IAB24 Uncategorized,0.11
saudi arabia uae report deaths due mers infection,IAB12 News,0.33
makeorbreak game microsofts msft xbox one launches tomorrow,IAB19 Technology & Computing,0.36
morphin time lionsgate saban team new power rangers,IAB17 Sports,0.53
canadians coast coast view total lunar eclipse week,IAB20 Travel,0.26
pioneer natural resources pxd sharply higher export news,IAB12 News,0.81
kim kardashians video game stuff nightmares,IAB9 Hobbies & Interests,0.14
robert downey jrs son coke bust,IAB12 News,0.2
skin cancer skyrocketing americaand men worse,IAB12 News,0.36
tesla share patents,IAB14 Society,0.12
pokerstars sale amaya jackpot new billionaire,IAB3 Business,0.32
jackman excited broadway return tony duties,IAB1 Arts & Entertainment,0.73
6 secrets kim kardashian kanye wests vogue shoot revealed,IAB18 Style & Fashion,0.33
google beats apple worlds valuable brand,IAB3 Business,0.29
painkillers prescribed frequently us alabama tops cdc list,IAB12 News,0.18
proper tests needed rule coeliac disease,IAB15 Science,0.16
peeps movie going happen hollywood optioning candy,IAB16 Pets,0.35
arrow preview deathstroke hits oliver home,IAB12 News,0.11
need know markets open,IAB3 Business,0.17
google unveils twoseater selfdriving car steering wheel pedals,IAB19 Technology & Computing,0.25
hertz global q4 loss narrows adj eps miss estimates quick facts,IAB12 News,0.16
globalwarming threat west spelled report,IAB12 News,0.31
samsung galaxy grand 2 vs samsung galaxy s3 price specs comparison,IAB19 Technology & Computing,0.14
san francisco tells app stop auctioning parking spaces,IAB3 Business,0.31
health gay straight people compared 1st kind survey,IAB12 News,0.17
justin bieber selena gomez back together morning mix,IAB1 Arts & Entertainment,0.21
michael strahan officially joins good morning america parttime,IAB12 News,0.37
try look better joan rivers blasts lena dunam howard,IAB18 Style & Fashion,0.13
shocking video one directions louis zayn get high,IAB12 News,0.25
kevin sharp country music singer dies 43,IAB1 Arts & Entertainment,0.25
