text,iab_label,confidence
johnny winter 19442014 guitar great 70 dies two weeks story,IAB12 News,0.58
3 reasons renew mortgage pacific marine cu,IAB13 Personal Finance,0.24
microsoft debuts surface 3 pro tablet,IAB19 Technology & Computing,0.56
even proof americans think great time retire,IAB12 News,0.27
chris evans sebastian stan join marvel entertainment executives,IAB1 Arts & Entertainment,0.25
virtu reveals share sale details,IAB3 Business,0.16
postpartum depression risk dads,IAB6 Family & Parenting,0.21
officers checking boaters influence alcohol,IAB24 Uncategorized,0.11
jan unemployment rates 43 states,IAB24 Uncategorized,0.13
prevent ticks lyme disease,IAB24 Uncategorized,0.1
russia sees significant risks eu gas supplies via ukrainegazprom ceo,IAB3 Business,0.13
written press release,IAB12 News,0.6
new ipcc climate change report makes official flirting self,IAB12 News,0.22
leaked memo suggests microsoft announce two new windows phone devices,IAB19 Technology & Computing,0.33
detroit museum says 80m 100m pledged bankruptcy case,IAB13 Personal Finance,0.11
two dead mansfield train crash,IAB24 Uncategorized,0.16
herbalife ltd hlf beats estimates dumps dividend,IAB3 Business,0.43
new report says nsa poses facebook spread malware good,IAB12 News,0.41
george lucas chooses chicago site museum,IAB14 Society,0.13
paris fashion week begins check 7 stunning dresses far,IAB18 Style & Fashion,0.39
gas prices last year holiday weekend approaches,IAB20 Travel,0.27
star wars future instalment helmed godzilla maker gareth edwards,IAB1 Arts & Entertainment,0.55
oculus vr executives surprised negative reaction facebook acquisition,IAB24 Uncategorized,0.15
survey us gas prices drop 3 12 cents gallon last 2 weeks lowest price,IAB12 News,0.28
apple begins putting wwdc 2014 banners ahead mondays keynote,IAB19 Technology & Computing,0.26
transcendence review artificially intelligent,IAB19 Technology & Computing,0.12
photograph getty images getty images,IAB18 Style & Fashion,0.06
wall st flat sp 500 holds near latest record,IAB17 Sports,0.36
shailene woodley divergent romance,IAB24 Uncategorized,0.18
game thrones recap episode 7 mockingbird,IAB1 Arts & Entertainment,0.13
tesla motors inc makes big progress dealer fight,IAB3 Business,0.32
update 2chinas alibaba embarks us ipo journey,IAB20 Travel,0.53
disney buy maker studios operator youtube video channels 500 million,IAB1 Arts & Entertainment,0.29
us house price growth slows demand weakens,IAB21 Real Estate,0.5
malaysia pm 30 investigators needed mh17 site,IAB12 News,0.14
review amazing spiderman 2 gets snarled web,IAB1 Arts & Entertainment,0.45
samsung galaxy s5 fingerprint scanner hacked early paypal could,IAB19 Technology & Computing,0.43
sherlock season 4 returns benedict cumberbatch martin freeman,IAB1 Arts & Entertainment,0.39
us stockswall st rises dow sp 500 retreat record highs,IAB12 News,0.14
nz life expectancy among worlds best,IAB12 News,0.41
spending time margaritaville online alcohol calculator shows much,IAB8 Food & Drink,0.18
real life scandal actor charged threats murder wife kill,IAB12 News,0.72
taxi drivers protest bring parts european capitals standstill,IAB20 Travel,0.45
switzerland probes jpmorgan barclays others currency manipulation,IAB3 Business,0.29
whats zuck facebook asks brussels probe gigantic whatsapp deal,IAB3 Business,0.15
movie review transcendence,IAB24 Uncategorized,0.26
toyota suspends indian auto production,IAB2 Automotive,0.55
final divergent trilogy book allegiant split two films,IAB1 Arts & Entertainment,0.14
euro eur exchange rate falls british pound us dollar ecb,IAB13 Personal Finance,0.13
ford recall announced airbag latch issues,IAB2 Automotive,0.28
investigators eye aircraft controls accident cbs 5 kpho,IAB20 Travel,0.11
apple relaunches ipad 4 worldwide,IAB19 Technology & Computing,0.51
sp closes 2000 first time,IAB17 Sports,0.21
selena influence,IAB24 Uncategorized,0.07
google wallet gives frequent buyers reason use,IAB13 Personal Finance,0.16
californias juvenile salmon migrating sea trucks,IAB20 Travel,0.37
banks told address heartbleed bug,IAB3 Business,0.15
gritty daredevil coming netflix may 2015 guardians galaxy,IAB1 Arts & Entertainment,0.17
8 things need know google smartwatches,IAB19 Technology & Computing,0.22
smallpox discovered old storage room near dc,IAB24 Uncategorized,0.13
bmw set put millions upstate plant,IAB2 Automotive,0.54
minutes meditation may reduce stress study finds,IAB15 Science,0.39
interactive whos guardians galaxy,IAB20 Travel,0.13
irs bitcoin treated property currency,IAB21 Real Estate,0.22
superman sequel given official title batman v superman dawn justice,IAB12 News,0.25
bowe bergdahl movie,IAB1 Arts & Entertainment,0.17
apple launches 8gb iphone 5c relaunches 16gb ipad 4 retina,IAB19 Technology & Computing,0.52
sp 500 tops 2000 dollar european bonds rise ecb,IAB17 Sports,0.13
experts warn flesheating bacteria chesapeake bay,IAB15 Science,0.29
virgin america readies ipo takeoff,IAB20 Travel,0.23
qa french economists grim view wealth gap,IAB12 News,0.14
nyse ceo duncan niederauer resigns layoffs widely expected,IAB12 News,0.28
facebook says making ads better incorporating tracking data,IAB3 Business,0.11
ban lifted microsoft plans xbox one launch china,IAB19 Technology & Computing,0.4
update 1uk health authorities say second us mers case flew via london,IAB12 News,0.31
sushma raises snooping issue kerry,IAB14 Society,0.14
xmen director denies sex assault teen boy,IAB1 Arts & Entertainment,0.46
avicii concert leaves dozens hospitalized boston,IAB1 Arts & Entertainment,0.35
turkey banned twitter everyone,IAB24 Uncategorized,0.21
allergan reject valeant,IAB24 Uncategorized,0.16
ism healthy expansion manufacturing activity july,IAB3 Business,0.47
adam levine dyes hair platinum blonde,IAB18 Style & Fashion,0.1
stocks tumble earnings disappoint,IAB24 Uncategorized,0.17
draghi ecb watchful negative spiral eurozone inflation,IAB3 Business,0.13
arcade fire nothing say transgender experience,IAB24 Uncategorized,0.72
prince owns warner bros recordings agreement label,IAB3 Business,0.4
30000 children suffer babygate related injuries,IAB12 News,0.15
watch pharrells fantasy video marilyn monroe,IAB1 Arts & Entertainment,0.33
adele hints new album released year,IAB1 Arts & Entertainment,0.18
hospital staff victims relatives dont mers,IAB24 Uncategorized,0.24
tesla stock gains patent sharing news analyst blog,IAB12 News,0.44
kim kardashian cant get enough vogue coverliterally,IAB18 Style & Fashion,0.24
mad men season 7 episode 5 runaways review,IAB1 Arts & Entertainment,0.35
treasuriesbonds give back gains end lower ahead debt sales,IAB24 Uncategorized,0.14
toyota declares lockout bidadi facility,IAB17 Sports,0.11
