text,iab_label,confidence
katie holmes goes topless opens dating since tom cruise,IAB20 Travel,0.35
blackberry revenue plunges 64 percent,IAB3 Business,0.16
met mother legend complete,IAB6 Family & Parenting,0.21
taxpayers warned 2014s top irs scams,IAB12 News,0.19
suki waterhouse hilary swank battle silk gowns,IAB18 Style & Fashion,0.42
zte open c firefox os phone available ebay first,IAB19 Technology & Computing,0.26
facebooks zuckerberg rakes 33b stock option gains 13,IAB3 Business,0.24
candy crush sagas developer 76 billion valuation,IAB17 Sports,0.5
htc desire 300 vs sony xperia price specs comparison,IAB20 Travel,0.17
congressmen introduce competing mental health bills,"IAB11 Law, Gov’t & Politics",0.4
iphone 6 battery life may improved,IAB19 Technology & Computing,0.15
mcdonalds ceo says fast food leads real careers,IAB8 Food & Drink,0.38
robi unveils galaxy s5 sylhet,IAB15 Science,0.17
harrison ford injured set star wars,IAB17 Sports,0.22
candy crush trade 2250 per share,IAB14 Society,0.08
zillow buying trulia 35b,IAB21 Real Estate,0.4
destiny list game modes surfaces,IAB12 News,0.08
kim kardashian twitter rant weddingwe filming wedding,IAB1 Arts & Entertainment,0.24
ebola regional threat,IAB12 News,0.15
home alone actor macaulay culkin wants marry girlfriend soon,IAB1 Arts & Entertainment,0.21
alaska humpback whales may lose endangered status numbers grow,IAB12 News,0.18
candice swanepoel named 1 maxims hot 100 list,IAB12 News,0.09
study childhood vaccines generally safe severe side effects rare,IAB15 Science,0.32
chicken linked salmonella recalled,IAB12 News,0.3
whooping cough epidemic california cases surge,IAB12 News,0.22
thousands federal workers owe billions back taxes,"IAB11 Law, Gov’t & Politics",0.22
sony unveils answer oculus rift,IAB14 Society,0.58
sa ranks highest new hiv infections,IAB12 News,0.19
breast cancer screenings harm good women 70,IAB12 News,0.17
seth rogen james franco slammed north korea interview,IAB12 News,0.18
ray js wedding gift kim kardashian 47000 sex tape profits,IAB24 Uncategorized,0.11
nokia microsoft deal complete april 25,IAB19 Technology & Computing,0.31
pharrell united nations foundation celebrating international,IAB14 Society,0.22
beyonce owns vmas,IAB1 Arts & Entertainment,0.14
movie week maleficent,IAB1 Arts & Entertainment,0.18
bank england needs stop deleting historical records,IAB3 Business,0.41
humpback whales may lose endangered status,IAB12 News,0.15
hero pilots warn safety concern busy barcelona airport shocking near,IAB12 News,0.47
neighbors tops box office amazing spiderman 2 drops 2,IAB1 Arts & Entertainment,0.68
happy 44th birthday mariah carey 20 best overthetop diva,IAB4 Careers,0.1
picture dornans grey first look 50 shades grey star,IAB20 Travel,0.1
lenovo adds first two consumer chromebooks n20 n20p,IAB19 Technology & Computing,0.48
us stocksfutures slightly higher investors await gdp data,IAB3 Business,0.17
sc business notebook automation firm plans sc office,IAB3 Business,0.68
bowe bergdahl pow saga inspires competing movies,IAB1 Arts & Entertainment,0.31
canadas tax agency uk parenting site mumsnet first confirmed,IAB6 Family & Parenting,0.31
harrison ford injured doors dangerous bit millennium,IAB20 Travel,0.16
forbes media sells majority stake hong kong investor group,IAB3 Business,0.41
ready dont worry april 15 much deadline,IAB12 News,0.15
west nile virus reemerges metro,IAB12 News,0.17
andi dorfman lsu graduate looks love bachelorette,IAB18 Style & Fashion,0.16
st vincent covers nirvanas lithium tribute kurt cobain,IAB12 News,0.26
luxury travel reaches new heights,IAB20 Travel,0.79
chris martin alexa chung spending nights together since split,IAB12 News,0.15
pound sterling outlook vs us dollar exchange rate,IAB12 News,0.33
phantom dust xbox one announced release date still unconfirmed,IAB24 Uncategorized,0.47
drew barrymore gives birth baby girl named frankie,IAB6 Family & Parenting,0.44
wisconsin abortion clinics admitting law unneeded new jersey herald,IAB12 News,0.64
ticket controversary cleveland critical mass gets permit police escort,IAB12 News,0.17
xbox one april update introduce online friend notifications,IAB19 Technology & Computing,0.33
05052014us attorney general bank law,IAB3 Business,0.23
dont fooled 2014s top april fools day tech jokes,IAB24 Uncategorized,0.17
fundraiser offers chance appear star wars episode vii,IAB1 Arts & Entertainment,0.34
seth macfarlane sued ted character production company claims,IAB3 Business,0.13
takeda eli lilly hit 9 billion penalty cancerlinked diabetes drug,IAB3 Business,0.22
details two new microsoft windows phone models leak including selfie,IAB19 Technology & Computing,0.28
oculus facebook makes 2 billion bet virtual reality,IAB19 Technology & Computing,0.24
sex tape trailer cameron diaz jason segel get,IAB1 Arts & Entertainment,0.11
ridesharing app could make move sc may hit speed bumps,IAB15 Science,0.23
chikungunya virus cases confirmed nc us virgin islands,IAB12 News,0.4
gold little changed 1300 fed policy meet awaited,IAB24 Uncategorized,0.15
study explains polar bears fat yet healthy,IAB15 Science,0.71
astrazenecas cancer news boosts ceos 45b claim,IAB12 News,0.74
new surface tablet increased surface area,IAB19 Technology & Computing,0.11
