text,iab_label,confidence
apple google agree stop suing smartphone patents,IAB19 Technology & Computing,0.26
monday movie memo captain america winter soldier isnt marvels,IAB24 Uncategorized,0.24
cheeky gamble could winner,IAB24 Uncategorized,0.08
chrysler bmw others surge big may auto sales,IAB2 Automotive,0.88
st jude acquires remaining shares cardiomems 375m,IAB3 Business,0.13
zillow buying trulia 35 billion,IAB21 Real Estate,0.33
lindsay lohan spotted drinking coachella,IAB1 Arts & Entertainment,0.57
disappointed indias blocking wto trade deal us,IAB12 News,0.29
problems cross channel tunnel link new freight truck facility,IAB20 Travel,0.46
moneytree reports 356m mi venturebacked deals last quarter,IAB3 Business,0.21
justin bieber pokes fun tom hanks dancing posts hilarious video,IAB1 Arts & Entertainment,0.31
stores could received tainted beef,IAB22 Shopping,0.19
basketball oklahoma city wins naia womens title,IAB17 Sports,0.86
oculus cofounder answers critics following facebook acquisition,IAB19 Technology & Computing,0.24
running minutes per day cuts risk dying early,IAB7 Health & Fitness,0.12
video gm recalling camaros ignition switch problem,IAB2 Automotive,0.68
telecom exports could dive 40 nokias chennai plant closure,IAB3 Business,0.29
actos verdict takeda eli lilly must pay 9 billion hiding bladder cancer risks,IAB3 Business,0.3
hbos true detective season finale locks ratings high,IAB7 Health & Fitness,0.13
bmo harris bank wells fargo current mortgage rates today jul 6 2014,IAB3 Business,0.28
ecb boe gimme toxic assets,IAB3 Business,0.35
leaked photos new ipad air 2 back casing,IAB19 Technology & Computing,0.36
piers morgan live prepares sign,IAB1 Arts & Entertainment,0.1
jonah hill apologizes disgusting use homophobic slur,IAB12 News,0.16
game thrones season 4 finale spoilers photos tell us,IAB12 News,0.28
going back george clooneys model ex keibler finds wedded bliss,IAB12 News,0.14
hollywood actor mickey rooney dies age 93 crienglishcom,IAB1 Arts & Entertainment,0.2
pink floyd confirm new album endless river,IAB12 News,0.21
supersonic submarine future,IAB20 Travel,0.15
yums china sales jump kfc bounces back,IAB8 Food & Drink,0.29
lindsay lohan sues grand theft auto v alleged likeness,IAB2 Automotive,0.64
turns guinea pigs looking love,IAB16 Pets,0.71
passenger plane shot ukraine possible culprits,IAB20 Travel,0.4
google fiber says couv,IAB2 Automotive,0.2
cigarette maker lorillard 1q profit falls 17 pct,IAB3 Business,0.26
ports returns roundtheclock operations,IAB17 Sports,0.75
xmen days future past trailer watch sneak peek opening battle,IAB1 Arts & Entertainment,0.3
google glass design video gives look early prototypes,IAB12 News,0.11
beyonce fans blasts karrueche tran mocking blue ivys hair,IAB1 Arts & Entertainment,0.21
stocks rise valeant netflix soar hours,IAB3 Business,0.19
equality everyone says congressman dan kildee lgbt,IAB12 News,0.2
lady gaga guy official video,IAB1 Arts & Entertainment,0.18
mitsubishi shares slip alstom joint bid,IAB2 Automotive,0.26
morgan freeman helium,IAB24 Uncategorized,0.07
nfl sunday ticket available without directv,IAB17 Sports,0.6
canada jobs report disappoints july,IAB12 News,0.25
unrest iraq drives pump prices canada,IAB13 Personal Finance,0.2
posted imaduddin,IAB12 News,0.16
handson surface pro 3 microsofts hybrid tablet isnt crazy anymore,IAB19 Technology & Computing,0.61
