text,iab_label,confidence
hp reports higher profit still cutting 16000 jobs,IAB13 Personal Finance,0.32
android tv unboxing first look specs pictures video,IAB19 Technology & Computing,0.24
thomas piketty undermines hallowed tenets capitalist catechism,IAB3 Business,0.54
gwyneth paltrow tour coldplay despite split chris martin,IAB20 Travel,0.58
time warner cable pt raised 14600 twc,IAB20 Travel,0.13
lgs new g3 smartphone simpler better,IAB19 Technology & Computing,0.19
report att eyeing merger directv,IAB12 News,0.45
upon time welcomes brand new member disney family video,IAB1 Arts & Entertainment,0.26
report possible sprinttmobile deal would spark fcc auction rule redo,IAB12 News,0.52
game thrones review happy wedding kings landing nothing,IAB24 Uncategorized,0.51
google selling chromecast outside us 11 countries,IAB19 Technology & Computing,0.32
stocks edge higher amid earnings deals,IAB3 Business,0.12
watch leonardo dicaprio getting dance coachella,IAB1 Arts & Entertainment,0.6
risky homecoming tyrant gets underway,IAB24 Uncategorized,0.15
foreign banks need responsive local norms rbi governor,"IAB11 Law, Gov’t & Politics",0.21
facebook tell song youre listening,IAB1 Arts & Entertainment,0.12
chickenlike dinosaur revealed,IAB12 News,0.4
e3 2014 destiny hands play several hours bungies new rpg,IAB24 Uncategorized,0.09
mh370 live french satellites spot possible missing malaysian plane debris,IAB15 Science,0.19
french data show possible debris jetliner,IAB15 Science,0.28
podcast beyond playstations awesome week minus outage,IAB24 Uncategorized,0.1
theres new vibe idol keith urban says,IAB12 News,0.2
election night counting underway happens next,IAB24 Uncategorized,0.15
fourteenyearold kid tells us government save 290m,IAB12 News,0.2
2 britons held oil theft case nigeria 1159 pm march 29 2014,IAB12 News,0.43
smog pollution still rampant maryland soot levels improving,IAB24 Uncategorized,0.14
jet nearly collided us drone,IAB20 Travel,0.21
name science microsoft makes msdos word source code public,IAB15 Science,0.82
jennifer aniston justin theroux want elope spring,IAB20 Travel,0.15
china june crudeoil imports 5 year,IAB12 News,0.12
motorcycling motogp austin marquez faster second session,IAB17 Sports,0.71
holocaust tshirt kids discontinued spain,IAB20 Travel,0.34
mom says 3yearold forced pee seat jetblue plane new york,IAB20 Travel,0.49
