text,iab_label,confidence
gas prices drop ottawa streator,IAB13 Personal Finance,0.14
ge sweetens alstom bid new pledge french jobs,IAB3 Business,0.15
selena gomez spends 3 million home justin biebers old calabasas,IAB13 Personal Finance,0.18
watch jimmy fallon throw balls julia roberts face,IAB17 Sports,0.57
att rumored getting amazon phone,IAB12 News,0.59
halle berry plays preggers astronaut extant,IAB1 Arts & Entertainment,0.18
theatrical throwback thursday eli wallach cast luv show,IAB1 Arts & Entertainment,0.48
five ways kate middletons wedding inspired kim kardashian,IAB1 Arts & Entertainment,0.17
google glass used book stay starwood hotels,IAB20 Travel,0.52
tesla announces reno factory still word gigafactory,IAB12 News,0.57
ecoatkins low carbohydrate vegan diet reduce risk heart disease,IAB15 Science,0.12
three boston bruins appear jimmy fallons nhl superlatives video,IAB17 Sports,0.72
clothes industry urged compensate dhaka factory victims,IAB3 Business,0.48
popcorn time makes movie piracy easy watching netflix,IAB9 Hobbies & Interests,0.14
investigators blame speed fatal paul walker crash,IAB12 News,0.18
mad men woman save draper,IAB24 Uncategorized,0.1
blood test may predict alzheimer disease,IAB15 Science,0.36
singing marathon,IAB1 Arts & Entertainment,0.16
exhedge fund manager sues dr dre headphone co,IAB3 Business,0.15
europe markets european stocks climb consumerconfidence data,IAB12 News,0.11
chris martin wearing wedding ring gwyneth paltrow split,IAB6 Family & Parenting,0.16
review draft day offseason gift even casual football fans trailer,IAB17 Sports,0.64
markit final march index us manufacturing fell 555,IAB3 Business,0.66
malaysia airlines flight mh17 shot 295 dead,IAB20 Travel,0.31
eurovision 2014 look three essex performers attempts,IAB1 Arts & Entertainment,0.27
inside bitcoins conference begins javits convention center new york,IAB3 Business,0.11
nz dollar gains euro draghi comments weigh,IAB12 News,0.41
adam scott star alongside johnny depp black mass,IAB1 Arts & Entertainment,0.17
facebook inc fb ceo compensation declined 67 2013,IAB3 Business,0.26
home whatson nadine gordimer nobel laureate activist dies,IAB12 News,0.19
google tells users incoming outgoing emails scanned ad targeting,IAB3 Business,0.09
live die voice,IAB24 Uncategorized,0.11
stores restaurants giving taxpayers break tax day,IAB8 Food & Drink,0.52
macaulay culkin storms stage two gigs marred drink throwers,IAB1 Arts & Entertainment,0.36
