text,iab_label,confidence
another object spotted malaysia jet search presses,IAB12 News,0.15
hillshire buying birds eye vlasic,IAB3 Business,0.12
tarantino tells cannes digital screenings killed cinema 0,IAB24 Uncategorized,0.37
samsung launches ipad air killer galaxy tab wqhd resolution report,IAB19 Technology & Computing,0.45
lwren scott leaves estate mick jagger,IAB21 Real Estate,0.16
stocks hedge funds love play,IAB3 Business,0.15
softbank ceo promises bring real competition us,IAB3 Business,0.34
oklahoma earthquake surge tied energy industry activity study,IAB12 News,0.22
kanye west people didnt understand interracial relationship,IAB14 Society,0.32
twitter launch popup notifications web,IAB12 News,0.23
goonies director reveals sequel works,IAB1 Arts & Entertainment,0.31
apple makes 102 billion profit 3 months,IAB3 Business,0.36
google inc nasdaqgoog blamed declines tesla motors inc nasdaq,IAB2 Automotive,0.36
obama bids health secretary goodbye names successor,IAB12 News,0.19
mozilla ceo backlash resignation explained,IAB19 Technology & Computing,0.34
lady gaga shocks us covers entire face white furry mask,IAB1 Arts & Entertainment,0.25
2014 mercedes bclass ev goes sale summer starts 42375,IAB2 Automotive,0.68
twitter posts loss expenses yet tops estimate stock,IAB24 Uncategorized,0.17
taylor swift wins restraining order male stalker 0,IAB12 News,0.24
game thrones lion rose throws westeros disarray,IAB17 Sports,0.27
microsoft reportedly lay thousands include xbox marketing division,IAB19 Technology & Computing,0.24
22 jump street takes top spot weekend box office,IAB1 Arts & Entertainment,0.55
games thrones season 4 episode 2 breaks torrent records big time,IAB1 Arts & Entertainment,0.49
fed says economy rebounding trims bond purchases,IAB12 News,0.24
bryan singer denies anything inappropriate calls allegations absurd,IAB1 Arts & Entertainment,0.18
googles sets sights beyond smartphones,IAB24 Uncategorized,0.17
eurozone deflation fears heighten inflation slows,IAB12 News,0.17
stocks risefed finds economy expanding regionsvw passes gm,IAB3 Business,0.29
elon musk wanted tesla model names spell word sex,IAB24 Uncategorized,0.25
putting olive oil veggies may lower blood pressure,IAB15 Science,0.15
aspirin day prevents heart attack completely true,IAB12 News,0.22
first trailer poster clint eastwoods jersey boys movie,IAB1 Arts & Entertainment,0.18
gold fundamental analysis july 8 2014 forecast,IAB15 Science,0.17
google acquired quest visual maker camerabased translation,IAB20 Travel,0.11
paul walkers brothers sign help fast furious 7 movie,IAB1 Arts & Entertainment,0.11
facebook conducting psychological studies users,IAB24 Uncategorized,0.18
gilead illumina crush views,IAB23 Religion & Spirituality,0.11
game thrones recap tyrion finds champion,IAB17 Sports,0.25
samsung claims massive graphene wafer breakthrough begins prototype,IAB19 Technology & Computing,0.38
kim kardashian wears jeans ripped may well daisy dukes,IAB18 Style & Fashion,0.43
europe new car sales jump 8 pct february,IAB2 Automotive,0.46
paul walkers fast furious 7 character recreated cgi body doubles,IAB19 Technology & Computing,0.18
refunds garth brooks tickets available next week,IAB1 Arts & Entertainment,0.18
social security stop garnishing tax refunds pay old debts,IAB14 Society,0.58
weird als best song ever,IAB24 Uncategorized,0.18
nvidia shield tablet shield controller review,IAB19 Technology & Computing,0.33
robert pattinson talks kristen stewart split,IAB12 News,0.09
new corn stover study realm reality,IAB15 Science,0.21
yellen stresses need flexibility policy,IAB24 Uncategorized,0.18
bariatric surgery may help reversing diabetes obese people,IAB15 Science,0.15
dow ends record high apple drags sp 500 nasdaq,IAB3 Business,0.15
sara gilbert marries linda perry video,IAB6 Family & Parenting,0.16
sitin draws hijack tag,IAB24 Uncategorized,0.16
sharknado 2 whipped storm viewers tweets,IAB1 Arts & Entertainment,0.12
feds fl cut emissions 38,IAB24 Uncategorized,0.1
new study finds kids raised samesex couples healthier happier,IAB12 News,0.32
hospice hub announces medicare part prior authorization service,IAB12 News,0.53
minecraft oculus canceled due facebook acquisition,IAB19 Technology & Computing,0.21
faa proposes fining southwest airlines 12m,"IAB11 Law, Gov’t & Politics",0.2
game breaking bug hits watch dogs pc xbox one wipes,IAB19 Technology & Computing,0.37
going home american idol tonight 582014,IAB1 Arts & Entertainment,0.3
illinois man thought mers gets clean bill health,IAB12 News,0.23
5 things learned kim kardashian kanye wests vogue cover,IAB18 Style & Fashion,0.35
coke pepsi remove controversial ingredient drinks,IAB8 Food & Drink,0.15
paul mccartney recovering virus halts tour,IAB20 Travel,0.61
apple hires tag heuer executive iwatch rumour roundup,IAB12 News,0.2
brazil beat world cup wishes space,IAB17 Sports,0.33
lees review guardians galaxy get,IAB24 Uncategorized,0.11
george clooney furious vegas mogul calling longtime friend obama,IAB3 Business,0.36
autism may linked prenatal brain growth,IAB15 Science,0.16
apple carplay faq everything need know,IAB2 Automotive,0.26
pandora shares fall despite betterthanexpected earnings,IAB3 Business,0.14
sony tops console sales beat microsoft third month 1,IAB14 Society,0.59
physicist blind luck prevents citykiller asteroids striking earth,IAB15 Science,0.56
protesters oppose new tenn electric chair law,"IAB11 Law, Gov’t & Politics",0.38
otc weight loss pills recalled due tampering,IAB12 News,0.15
golds rebound peter second half growth recovery reuters poll,IAB16 Pets,0.44
alibaba provides details partnership structure financials ahead,IAB3 Business,0.42
halliburton earnings rise improved north america margins,IAB3 Business,0.54
