text,confidence,iab_label
job artistic occupations,0.85,IAB4 Careers
job dance occupations,0.85,IAB4 Careers
job entertainer occupations,0.85,IAB4 Careers
job film and television occupations,0.85,IAB4 Careers
job theatre personnel,0.85,IAB4 Careers
job writing occupations,0.85,IAB4 Careers
job corporate titles,0.85,IAB4 Careers
job industrial occupationslist of metalworking occupationslist of railway industry occupations,0.85,IAB4 Careers
job sewing occupations,0.85,IAB4 Careers
job metalworking occupations,0.85,IAB4 Careers
job railway industry occupations,0.85,IAB4 Careers
job computer occupations,0.85,IAB4 Careers
job healthcare occupations,0.85,IAB4 Careers
job scientific occupations,0.85,IAB4 Careers
job professional driver types,0.85,IAB4 Careers
job profession,0.85,IAB4 Careers
job work (human activity),0.85,IAB4 Careers
career anticipatory socialization,0.85,IAB4 Careers
career professional,0.85,IAB4 Careers
career first professional degree,0.85,IAB4 Careers
career professional association(or body),0.85,IAB4 Careers
career professional boundaries,0.85,IAB4 Careers
career professional class,0.85,IAB4 Careers
career professional degree,0.85,IAB4 Careers
career professional development,0.85,IAB4 Careers
career professional responsibility,0.85,IAB4 Careers
career professional ethics,0.85,IAB4 Careers
career professionalization,0.85,IAB4 Careers
career semiprofession,0.85,IAB4 Careers
career norwegiancentre for the study of professions,0.85,IAB4 Careers
career occupations,0.85,IAB4 Careers
"career abbott, andrew (1988).the system of professions: an essay on the division of expert labor. chicago:university of chicago press.isbn9780226000688.",0.85,IAB4 Careers
"career brint, steven g (1994).in an age of experts: the changing role of professionals in politics and public life.princeton university press.isbn9780691033990.",0.85,IAB4 Careers
"career corfield, p. j. (1995).power and the professions in britain, 1700-1850. london:routledge.isbn9780415097567.",0.85,IAB4 Careers
"career dezalay, yves; sugarman, david (1995).professional competition and professional power: lawyers, accountants and the social construction of markets.routledge.isbn9780415093620.",0.85,IAB4 Careers
"career freidson, eliot (15 may 1988).professional powers: a study of the institutionalization of formal knowledge.university of chicago press.isbn9780226262253.oclc26287874.",0.85,IAB4 Careers
"career jacob, joseph m (1999).doctors & rules: a sociology of professional values(2nd ed.). new brunswick and london:transaction publishers.isbn9780765804778.oclc39313497.ol1914768w.",0.85,IAB4 Careers
