text,confidence,iab_label
"parenting parent-child relationship skills: quality time spent, positive communications, and delighted show of affection.",0.85,IAB6 Family & Parenting
"parenting encouraging desirable behavior: praise and encouragement, nonverbal attention, facilitating engaging activities.",0.85,IAB6 Family & Parenting
"parenting teaching skills and behaviors: being a good example,incidental teaching, human communication of the skill with role-playing and other methods, communicating logical incentives and consequences.",0.85,IAB6 Family & Parenting
"parenting managing misbehavior: establishing firm ground rules and limits, directing discussion, providing clear and calm instructions, communicating and enforcing appropriate consequences, using restrictive tactics like quiet time and time out with an authoritative stance rather than an authoritarian one.",0.85,IAB6 Family & Parenting
"parenting anticipating and planning: advanced planning and preparation for readying the child for challenges, finding out engaging and age-appropriate developmental activities, preparing the token economy for self-management practice with guidance, holding follow-up discussions, identifying possible negative developmental trajectories.",0.85,IAB6 Family & Parenting
"parenting mood and coping skills: reframing and discouraging unhelpful thoughts (diversions, goal orientation, andmindfulness), stress and tension management (ownandchildren's), developing personal coping statements and plans for high-risk situations, building mutual respect and consideration between members of the family through collaborative activities and rituals.",0.85,IAB6 Family & Parenting
"parenting partner support skills: improving personal communication, giving and receiving constructive feedback and support, avoidingnegativefamily interaction styles, supporting and findinghopein problems for adaptation, leading collaborative problem solving, promoting relationship happiness and cordiality.",0.85,IAB6 Family & Parenting
parenting child custody,0.85,IAB6 Family & Parenting
parenting childlessness,0.85,IAB6 Family & Parenting
parenting developmental psychology,0.85,IAB6 Family & Parenting
parenting empty nest syndrome,0.85,IAB6 Family & Parenting
parenting family law,0.85,IAB6 Family & Parenting
parenting lgbt parenting,0.85,IAB6 Family & Parenting
parenting motherhood constellation,0.85,IAB6 Family & Parenting
parenting outline of children,0.85,IAB6 Family & Parenting
parenting parent rescue(documentary series),0.85,IAB6 Family & Parenting
parenting parental alienation,0.85,IAB6 Family & Parenting
parenting parenting plan,0.85,IAB6 Family & Parenting
parenting parental supervision,0.85,IAB6 Family & Parenting
parenting parenting coordinator,0.85,IAB6 Family & Parenting
parenting paternal age effect,0.85,IAB6 Family & Parenting
parenting paternal care,0.85,IAB6 Family & Parenting
parenting pedagogy,0.85,IAB6 Family & Parenting
parenting shared parenting,0.85,IAB6 Family & Parenting
parenting sharenting,0.85,IAB6 Family & Parenting
"parenting chase-lansdale, p.l.; cherlin, a.j.; kiernan, k.e. (1995). ""the long-term effects of parental divorce on the mental health of young adults: a developmental perspective"".child development.66(6):1614–1634.doi:10.1111/j.1467-8624.1995.tb00955.x.pmid8556889.",0.85,IAB6 Family & Parenting
"parenting zill, n., morrison, d. r., & coiro, m. j. (1993). long-term effects of parental divorce on parent-child relationships, adjustment, and achievement in young adulthood. journal of family psychology, 7(1), 91–103.doi:10.1037/0893-3200.7.1.91",0.85,IAB6 Family & Parenting
"parenting bumpass, l., sweet, j., & martin, t. c. (1990). changing patterns of remarriage. journal of marriage and family, 52(3), 747–756.doi:10.2307/352939jstor352939",0.85,IAB6 Family & Parenting
"parenting hetherington, e. m., bridges, m., & insabella, g. m. (1998). what matters? what does not? five perspectives on the association between marital transitions and children's adjustment. american psychologist, 53(2), 167–184.doi:10.1037/0003-066x.53.2.167",0.85,IAB6 Family & Parenting
"parenting robert levine; sarah levine (2017).do parents matter?: why japanese babies sleep soundly, mexican siblings don't fight & parents should just relax. souvenir press.isbn978-0285643703.",0.85,IAB6 Family & Parenting
parenting quotations related toparentingat wikiquote,0.85,IAB6 Family & Parenting
parenting the dictionary definition ofparentingat wiktionary,0.85,IAB6 Family & Parenting
parenting parent,0.85,IAB6 Family & Parenting
parenting mother,0.85,IAB6 Family & Parenting
parenting father,0.85,IAB6 Family & Parenting
parenting adoptive,0.85,IAB6 Family & Parenting
parenting alloparenting,0.85,IAB6 Family & Parenting
parenting coparenting,0.85,IAB6 Family & Parenting
parenting extended family,0.85,IAB6 Family & Parenting
parenting foster care,0.85,IAB6 Family & Parenting
parenting noncustodial,0.85,IAB6 Family & Parenting
parenting nuclear family,0.85,IAB6 Family & Parenting
parenting orphaned,0.85,IAB6 Family & Parenting
parenting same-sex,0.85,IAB6 Family & Parenting
parenting single parent,0.85,IAB6 Family & Parenting
parenting blended family,0.85,IAB6 Family & Parenting
parenting surrogacy,0.85,IAB6 Family & Parenting
parenting in loco parentis,0.85,IAB6 Family & Parenting
parenting attachment theory,0.85,IAB6 Family & Parenting
parenting applied behavior analysis,0.85,IAB6 Family & Parenting
parenting behaviorism,0.85,IAB6 Family & Parenting
parenting child development,0.85,IAB6 Family & Parenting
parenting cognitive development,0.85,IAB6 Family & Parenting
parenting human development,0.85,IAB6 Family & Parenting
parenting identity formation,0.85,IAB6 Family & Parenting
parenting introjection,0.85,IAB6 Family & Parenting
parenting love,0.85,IAB6 Family & Parenting
parenting maternal bond,0.85,IAB6 Family & Parenting
parenting nature versus nurture,0.85,IAB6 Family & Parenting
parenting parental investmentcare workcost of raising a childpaternal careunpaid work,0.85,IAB6 Family & Parenting
parenting paternal bond,0.85,IAB6 Family & Parenting
parenting pediatrics,0.85,IAB6 Family & Parenting
parenting social emotional development,0.85,IAB6 Family & Parenting
parenting socialization,0.85,IAB6 Family & Parenting
parenting social psychology,0.85,IAB6 Family & Parenting
parenting care work,0.85,IAB6 Family & Parenting
parenting cost of raising a child,0.85,IAB6 Family & Parenting
parenting unpaid work,0.85,IAB6 Family & Parenting
parenting achievement ideology,0.85,IAB6 Family & Parenting
parenting atlas personality,0.85,IAB6 Family & Parenting
parenting attachment parenting,0.85,IAB6 Family & Parenting
parenting baby talk,0.85,IAB6 Family & Parenting
parenting buddha-like parenting,0.85,IAB6 Family & Parenting
parenting concerted cultivation,0.85,IAB6 Family & Parenting
parenting enmeshment,0.85,IAB6 Family & Parenting
parenting free-range parenting,0.85,IAB6 Family & Parenting
parenting gatekeeper parent,0.85,IAB6 Family & Parenting
parenting helicopter parent,0.85,IAB6 Family & Parenting
parenting nurturant parenting,0.85,IAB6 Family & Parenting
parenting reflective parenting,0.85,IAB6 Family & Parenting
parenting slow parenting,0.85,IAB6 Family & Parenting
parenting soccer mom,0.85,IAB6 Family & Parenting
parenting strict father model,0.85,IAB6 Family & Parenting
parenting taking children seriously,0.85,IAB6 Family & Parenting
parenting theybie,0.85,IAB6 Family & Parenting
parenting tiger parenting,0.85,IAB6 Family & Parenting
parenting work at home parent,0.85,IAB6 Family & Parenting
parenting after-school activity,0.85,IAB6 Family & Parenting
parenting allowance,0.85,IAB6 Family & Parenting
parenting bedtime,0.85,IAB6 Family & Parenting
parenting child care,0.85,IAB6 Family & Parenting
parenting co-sleeping,0.85,IAB6 Family & Parenting
parenting dishabituation,0.85,IAB6 Family & Parenting
parenting education,0.85,IAB6 Family & Parenting
parenting habituation,0.85,IAB6 Family & Parenting
parenting homeschooling,0.85,IAB6 Family & Parenting
parenting identification (psychology),0.85,IAB6 Family & Parenting
parenting kommune 1,0.85,IAB6 Family & Parenting
parenting latchkey kid,0.85,IAB6 Family & Parenting
parenting moral development,0.85,IAB6 Family & Parenting
parenting normative social influence,0.85,IAB6 Family & Parenting
parenting parent management training,0.85,IAB6 Family & Parenting
parenting play(date),0.85,IAB6 Family & Parenting
parenting role model,0.85,IAB6 Family & Parenting
parenting social integration,0.85,IAB6 Family & Parenting
parenting television,0.85,IAB6 Family & Parenting
parenting the talk (race),0.85,IAB6 Family & Parenting
parenting the talk (sex education),0.85,IAB6 Family & Parenting
parenting toy(educational),0.85,IAB6 Family & Parenting
parenting positive parenting program,0.85,IAB6 Family & Parenting
parenting blanket training,0.85,IAB6 Family & Parenting
parenting corporal punishment in the home,0.85,IAB6 Family & Parenting
parenting curfew,0.85,IAB6 Family & Parenting
parenting grounding,0.85,IAB6 Family & Parenting
parenting positive discipline,0.85,IAB6 Family & Parenting
parenting tactical ignoring,0.85,IAB6 Family & Parenting
parenting time-out,0.85,IAB6 Family & Parenting
parenting adverse childhood experiences,0.85,IAB6 Family & Parenting
parenting child abandonment,0.85,IAB6 Family & Parenting
parenting child abuse,0.85,IAB6 Family & Parenting
parenting child labour,0.85,IAB6 Family & Parenting
parenting child neglect,0.85,IAB6 Family & Parenting
parenting cinderella effect,0.85,IAB6 Family & Parenting
parenting codependency,0.85,IAB6 Family & Parenting
parenting deadbeat parent,0.85,IAB6 Family & Parenting
parenting dysfunctional family,0.85,IAB6 Family & Parenting
parenting effects of domestic violence,0.85,IAB6 Family & Parenting
parenting incest,0.85,IAB6 Family & Parenting
parenting management of domestic violence,0.85,IAB6 Family & Parenting
parenting narcissistic parent,0.85,IAB6 Family & Parenting
parenting parental abuse by children,0.85,IAB6 Family & Parenting
parenting stress in early childhood,0.85,IAB6 Family & Parenting
parenting child support,0.85,IAB6 Family & Parenting
parenting disownment,0.85,IAB6 Family & Parenting
parenting family disruption,0.85,IAB6 Family & Parenting
parenting right to family life,0.85,IAB6 Family & Parenting
parenting marriage,0.85,IAB6 Family & Parenting
parenting parental leave,0.85,IAB6 Family & Parenting
parenting parental responsibility,0.85,IAB6 Family & Parenting
parenting parents' rights,0.85,IAB6 Family & Parenting
parenting paternity,0.85,IAB6 Family & Parenting
parenting mary ainsworth,0.85,IAB6 Family & Parenting
parenting diana baumrind,0.85,IAB6 Family & Parenting
parenting john bowlby,0.85,IAB6 Family & Parenting
parenting t. berry brazelton,0.85,IAB6 Family & Parenting
parenting rudolf dreikurs,0.85,IAB6 Family & Parenting
parenting david elkind,0.85,IAB6 Family & Parenting
parenting jo frost,0.85,IAB6 Family & Parenting
parenting haim ginott,0.85,IAB6 Family & Parenting
parenting thomas gordon,0.85,IAB6 Family & Parenting
parenting alan e. kazdin,0.85,IAB6 Family & Parenting
parenting truby king,0.85,IAB6 Family & Parenting
parenting annette lareau,0.85,IAB6 Family & Parenting
parenting penelope leach,0.85,IAB6 Family & Parenting
parenting matthew sanders,0.85,IAB6 Family & Parenting
parenting william sears,0.85,IAB6 Family & Parenting
parenting b. f. skinner,0.85,IAB6 Family & Parenting
parenting benjamin spock,0.85,IAB6 Family & Parenting
parenting families need fathers,0.85,IAB6 Family & Parenting
parenting mothers apart from their children,0.85,IAB6 Family & Parenting
parenting mothers' union,0.85,IAB6 Family & Parenting
parenting national childbirth trust,0.85,IAB6 Family & Parenting
parenting national fatherhood initiative,0.85,IAB6 Family & Parenting
parenting national parents organization,0.85,IAB6 Family & Parenting
parenting parent–teacher association,0.85,IAB6 Family & Parenting
parenting parents against child exploitation,0.85,IAB6 Family & Parenting
parenting external female genitalia (vulva)clitorisclitoral hoodlabia minoralabia majora,0.85,IAB6 Family & Parenting
parenting vagina,0.85,IAB6 Family & Parenting
parenting cervix,0.85,IAB6 Family & Parenting
parenting uterus,0.85,IAB6 Family & Parenting
parenting fallopian tube,0.85,IAB6 Family & Parenting
parenting ovary,0.85,IAB6 Family & Parenting
parenting reproductive system disease,0.85,IAB6 Family & Parenting
parenting clitorisclitoral hood,0.85,IAB6 Family & Parenting
parenting labia minora,0.85,IAB6 Family & Parenting
parenting labia majora,0.85,IAB6 Family & Parenting
parenting clitoral hood,0.85,IAB6 Family & Parenting
parenting unintended pregnancy,0.85,IAB6 Family & Parenting
parenting gravidity and parity,0.85,IAB6 Family & Parenting
parenting obstetrics,0.85,IAB6 Family & Parenting
parenting antenatal care,0.85,IAB6 Family & Parenting
parenting adolescent pregnancy,0.85,IAB6 Family & Parenting
parenting complications of pregnancyhyperemesis gravidarumectopic pregnancymiscarriageobstetrical bleedinggestational diabeteshypertensionpreeclampsiaeclampsia,0.85,IAB6 Family & Parenting
parenting hyperemesis gravidarum,0.85,IAB6 Family & Parenting
parenting ectopic pregnancy,0.85,IAB6 Family & Parenting
parenting miscarriage,0.85,IAB6 Family & Parenting
parenting obstetrical bleeding,0.85,IAB6 Family & Parenting
parenting gestational diabetes,0.85,IAB6 Family & Parenting
parenting hypertensionpreeclampsiaeclampsia,0.85,IAB6 Family & Parenting
parenting preeclampsia,0.85,IAB6 Family & Parenting
parenting eclampsia,0.85,IAB6 Family & Parenting
parenting midwifery,0.85,IAB6 Family & Parenting
parenting preterm birth,0.85,IAB6 Family & Parenting
parenting multiple births,0.85,IAB6 Family & Parenting
parenting oxytocin,0.85,IAB6 Family & Parenting
parenting obstructed labor,0.85,IAB6 Family & Parenting
parenting cesarian section,0.85,IAB6 Family & Parenting
parenting retained placenta,0.85,IAB6 Family & Parenting
parenting obstetrical fistulaevesicovaginal fistularectovaginal fistula,0.85,IAB6 Family & Parenting
parenting episiotomyhusband stitch,0.85,IAB6 Family & Parenting
parenting postpartum care,0.85,IAB6 Family & Parenting
parenting postpartum confinement,0.85,IAB6 Family & Parenting
parenting vesicovaginal fistula,0.85,IAB6 Family & Parenting
parenting rectovaginal fistula,0.85,IAB6 Family & Parenting
parenting husband stitch,0.85,IAB6 Family & Parenting
parenting maternal deaths,0.85,IAB6 Family & Parenting
parenting perinatal mortality,0.85,IAB6 Family & Parenting
parenting stillbirths,0.85,IAB6 Family & Parenting
parenting abortion,0.85,IAB6 Family & Parenting
parenting mother-to-child transmission,0.85,IAB6 Family & Parenting
parenting sterilizationcompulsory sterilization,0.85,IAB6 Family & Parenting
parenting breastfeeding and mental health,0.85,IAB6 Family & Parenting
parenting compulsory sterilization,0.85,IAB6 Family & Parenting
parenting infertilitychildlessnessassisted reproductive technologyin vitro fertilization,0.85,IAB6 Family & Parenting
parenting parentingadoptionfostering,0.85,IAB6 Family & Parenting
parenting assisted reproductive technology,0.85,IAB6 Family & Parenting
parenting in vitro fertilization,0.85,IAB6 Family & Parenting
parenting adoption,0.85,IAB6 Family & Parenting
parenting fostering,0.85,IAB6 Family & Parenting
parenting intrauterine devices,0.85,IAB6 Family & Parenting
parenting oral contraceptives,0.85,IAB6 Family & Parenting
parenting condoms,0.85,IAB6 Family & Parenting
parenting male contraceptive,0.85,IAB6 Family & Parenting
parenting contraceptive prevalence,0.85,IAB6 Family & Parenting
parenting contraceptive security,0.85,IAB6 Family & Parenting
parenting planned parenthood,0.85,IAB6 Family & Parenting
parenting fertility awareness,0.85,IAB6 Family & Parenting
parenting culture and menstruation,0.85,IAB6 Family & Parenting
parenting feminine hygiene,0.85,IAB6 Family & Parenting
parenting menarche,0.85,IAB6 Family & Parenting
parenting menstrual cycle,0.85,IAB6 Family & Parenting
parenting menstrual aidscloth menstrual padmenstrual cuptamponsanitary pad,0.85,IAB6 Family & Parenting
parenting dysmenorrhea,0.85,IAB6 Family & Parenting
parenting menorrhagia,0.85,IAB6 Family & Parenting
parenting amenorrhoea,0.85,IAB6 Family & Parenting
parenting menopausehormone replacement therapy,0.85,IAB6 Family & Parenting
parenting cloth menstrual pad,0.85,IAB6 Family & Parenting
parenting menstrual cup,0.85,IAB6 Family & Parenting
parenting tampon,0.85,IAB6 Family & Parenting
parenting sanitary pad,0.85,IAB6 Family & Parenting
parenting hormone replacement therapy,0.85,IAB6 Family & Parenting
parenting safe sex,0.85,IAB6 Family & Parenting
parenting hiv,0.85,IAB6 Family & Parenting
parenting human papilloma virushpv vaccine,0.85,IAB6 Family & Parenting
parenting pelvic inflammatory disease,0.85,IAB6 Family & Parenting
parenting hpv vaccine,0.85,IAB6 Family & Parenting
parenting female genital mutilationclitoridectomyinfibulation,0.85,IAB6 Family & Parenting
parenting breast binding,0.85,IAB6 Family & Parenting
parenting breast health,0.85,IAB6 Family & Parenting
parenting breast ironing,0.85,IAB6 Family & Parenting
parenting child marriage,0.85,IAB6 Family & Parenting
parenting dyspareunia,0.85,IAB6 Family & Parenting
parenting forced marriage,0.85,IAB6 Family & Parenting
parenting gynaecological disordersvaginitis,0.85,IAB6 Family & Parenting
parenting leblouh,0.85,IAB6 Family & Parenting
parenting polygamy,0.85,IAB6 Family & Parenting
parenting sexual intercourse,0.85,IAB6 Family & Parenting
parenting orgasm,0.85,IAB6 Family & Parenting
parenting puberty,0.85,IAB6 Family & Parenting
parenting sex differences,0.85,IAB6 Family & Parenting
parenting sex education,0.85,IAB6 Family & Parenting
parenting clitoridectomy,0.85,IAB6 Family & Parenting
parenting infibulation,0.85,IAB6 Family & Parenting
parenting vaginitis,0.85,IAB6 Family & Parenting
parenting abuse during childbirth,0.85,IAB6 Family & Parenting
parenting domestic violencepregnancy,0.85,IAB6 Family & Parenting
parenting intimate partner violence,0.85,IAB6 Family & Parenting
parenting misogyny,0.85,IAB6 Family & Parenting
parenting sexual harassment,0.85,IAB6 Family & Parenting
parenting sexual assaultrape,0.85,IAB6 Family & Parenting
parenting femicide,0.85,IAB6 Family & Parenting
parenting gender discrimination,0.85,IAB6 Family & Parenting
parenting pregnancy,0.85,IAB6 Family & Parenting
parenting rape,0.85,IAB6 Family & Parenting
parenting lung cancer,0.85,IAB6 Family & Parenting
parenting breast cancer,0.85,IAB6 Family & Parenting
parenting uterine cancerendometrial cancercervical cancerpapanicolaou test,0.85,IAB6 Family & Parenting
parenting ovarian cancer,0.85,IAB6 Family & Parenting
parenting endometrial cancer,0.85,IAB6 Family & Parenting
parenting cervical cancerpapanicolaou test,0.85,IAB6 Family & Parenting
parenting papanicolaou test,0.85,IAB6 Family & Parenting
parenting cardiovascular disease,0.85,IAB6 Family & Parenting
parenting dementiaalzheimer's disease,0.85,IAB6 Family & Parenting
parenting bone healthosteoporosiship fracture,0.85,IAB6 Family & Parenting
parenting anaemia,0.85,IAB6 Family & Parenting
parenting alzheimer's disease,0.85,IAB6 Family & Parenting
parenting osteoporosiship fracture,0.85,IAB6 Family & Parenting
parenting hip fracture,0.85,IAB6 Family & Parenting
parenting mental healthanxietydepressionmajor depressive disorder,0.85,IAB6 Family & Parenting
parenting urinary tracturethraurinary tract infectionurinary incontinence,0.85,IAB6 Family & Parenting
parenting anxiety,0.85,IAB6 Family & Parenting
parenting depressionmajor depressive disorder,0.85,IAB6 Family & Parenting
parenting major depressive disorder,0.85,IAB6 Family & Parenting
parenting urethra,0.85,IAB6 Family & Parenting
parenting urinary tract infection,0.85,IAB6 Family & Parenting
parenting urinary incontinence,0.85,IAB6 Family & Parenting
parenting the convention on the elimination of all forms of discrimination against women,0.85,IAB6 Family & Parenting
parenting declaration on the elimination of violence against women,0.85,IAB6 Family & Parenting
parenting international day of the girl child,0.85,IAB6 Family & Parenting
parenting commission on the status of women,0.85,IAB6 Family & Parenting
parenting un women,0.85,IAB6 Family & Parenting
parenting office of research on women's health,0.85,IAB6 Family & Parenting
parenting women's health initiative,0.85,IAB6 Family & Parenting
parenting international center for research on women,0.85,IAB6 Family & Parenting
parenting nurses' health study,0.85,IAB6 Family & Parenting
parenting black women's health study,0.85,IAB6 Family & Parenting
parenting cartwright inquiry,0.85,IAB6 Family & Parenting
parenting society for women's health research,0.85,IAB6 Family & Parenting
parenting family planning,0.85,IAB6 Family & Parenting
parenting category,0.85,IAB6 Family & Parenting
parenting commons,0.85,IAB6 Family & Parenting
parenting wikiproject,0.85,IAB6 Family & Parenting
parenting reproductive justice,0.85,IAB6 Family & Parenting
parenting abortion-rights movements,0.85,IAB6 Family & Parenting
parenting genital integritycircumcision controversyintersex human rights,0.85,IAB6 Family & Parenting
parenting circumcision controversy,0.85,IAB6 Family & Parenting
parenting intersex human rights,0.85,IAB6 Family & Parenting
parenting genetic counseling,0.85,IAB6 Family & Parenting
parenting pre-conception counseling,0.85,IAB6 Family & Parenting
parenting childfreeness/childlessness,0.85,IAB6 Family & Parenting
parenting birth spacing,0.85,IAB6 Family & Parenting
parenting parentingadoptionfoster care,0.85,IAB6 Family & Parenting
parenting sperm theft,0.85,IAB6 Family & Parenting
parenting hormonal contraception,0.85,IAB6 Family & Parenting
parenting male contraception,0.85,IAB6 Family & Parenting
parenting condom,0.85,IAB6 Family & Parenting
parenting intrauterine device,0.85,IAB6 Family & Parenting
parenting sterilization,0.85,IAB6 Family & Parenting
parenting icsi,0.85,IAB6 Family & Parenting
parenting gamete cryopreservationeggsperm,0.85,IAB6 Family & Parenting
parenting sperm bank,0.85,IAB6 Family & Parenting
parenting fertility fraud,0.85,IAB6 Family & Parenting
parenting egg,0.85,IAB6 Family & Parenting
parenting sperm,0.85,IAB6 Family & Parenting
parenting men's,0.85,IAB6 Family & Parenting
parenting women'svulvovaginal,0.85,IAB6 Family & Parenting
parenting researchself-report sexual risk behaviors,0.85,IAB6 Family & Parenting
parenting vulvovaginal,0.85,IAB6 Family & Parenting
parenting self-report sexual risk behaviors,0.85,IAB6 Family & Parenting
parenting maternal health,0.85,IAB6 Family & Parenting
parenting childbirth,0.85,IAB6 Family & Parenting
parenting options counseling,0.85,IAB6 Family & Parenting
parenting pregnancy from rape,0.85,IAB6 Family & Parenting
parenting pregnant patients' rights,0.85,IAB6 Family & Parenting
parenting prenatal care,0.85,IAB6 Family & Parenting
parenting teenage pregnancy,0.85,IAB6 Family & Parenting
parenting precocious puberty and pregnancy,0.85,IAB6 Family & Parenting
parenting gender identity,0.85,IAB6 Family & Parenting
parenting sexual orientation,0.85,IAB6 Family & Parenting
parenting intersex,0.85,IAB6 Family & Parenting
parenting transgender,0.85,IAB6 Family & Parenting
parenting genital modification,0.85,IAB6 Family & Parenting
parenting andrology,0.85,IAB6 Family & Parenting
parenting genitourinary medicine,0.85,IAB6 Family & Parenting
parenting gynaecology,0.85,IAB6 Family & Parenting
parenting obstetrics and gynaecology,0.85,IAB6 Family & Parenting
parenting reproductive endocrinology and infertility,0.85,IAB6 Family & Parenting
parenting sexual medicine,0.85,IAB6 Family & Parenting
parenting transgender health care,0.85,IAB6 Family & Parenting
parenting disorders of sex development,0.85,IAB6 Family & Parenting
parenting infertility,0.85,IAB6 Family & Parenting
parenting sexual dysfunction,0.85,IAB6 Family & Parenting
parenting sexually transmitted infectionsclinic,0.85,IAB6 Family & Parenting
