text,confidence,iab_label
house type wealden hall house: a type of vernacular medievaltimber-framedyeoman'shall housetraditional in the south east of england,0.85,IAB21 Real Estate
house type roundhouse: a house built with a circular plan,0.85,IAB21 Real Estate
house type broch: a scottish roundhouse,0.85,IAB21 Real Estate
house type trullo: a traditional apulian stone dwelling with a conical roof,0.85,IAB21 Real Estate
house type igloo,0.85,IAB21 Real Estate
house type american craftsman bungalow,0.85,IAB21 Real Estate
house type california bungalow,0.85,IAB21 Real Estate
house type chalet bungalow in northern ireland,0.85,IAB21 Real Estate
house type chicago bungalow,0.85,IAB21 Real Estate
"house type cape cod-style houseor cape: a style of a double-pile one-story cottage; low, broad with a steep side-gable roof to whichdormersare often added to create a second story (in some locations, referred to as 1.5-story)",0.85,IAB21 Real Estate
house type dacha: cottage-type house in russia and former union republics of the soviet union,0.85,IAB21 Real Estate
house type izba: a traditional russian wooden country house,0.85,IAB21 Real Estate
"house type ontario cottage: a one- or one-and-a-half-story house with a symmetrical rectangular floor plan and a gable centred over the door, popular in small-town ontario during the 19th century",0.85,IAB21 Real Estate
"house type a-frame: so-called because the steep roofline, reaching to or near the ground, makes the gable ends resemble a capital letter a.",0.85,IAB21 Real Estate
house type chalet: a gablefront house built into a mountainside with a wide sloping roof,0.85,IAB21 Real Estate
"house type charleston single house: originating incharleston, south carolina, a narrow house with its shoulder to the street and front door on the side.",0.85,IAB21 Real Estate
"house type upright and wing: a style originating in new england (particularly upstate new york) and the great lakes states, usually of agreek revivalstyle.",0.85,IAB21 Real Estate
house type irish tower houseswere often surrounded by defensive walls calledbawns,0.85,IAB21 Real Estate
house type kulla: an albanian tower house,0.85,IAB21 Real Estate
house type peel toweror pele tower: fortified tower houses in england and scotland used askeepsor houses,0.85,IAB21 Real Estate
"house type vainakh tower: a tower house found inchechenyaandingushetiathat reached up to four stories tall and were used for residential or military purposes, or both",0.85,IAB21 Real Estate
house type welsh tower houses: built mostly in the 14th and 15th centuries,0.85,IAB21 Real Estate
house type geestharden house: one of the three basic house types inschleswig-holsteinregion of germanyuthland-frisian house:a sub type ofgeestharden houseof northwest germany and denmark,0.85,IAB21 Real Estate
house type longère: a long and narrow house in ruralnormandyandbrittany,0.85,IAB21 Real Estate
house type uthland-frisian house:a sub type ofgeestharden houseof northwest germany and denmark,0.85,IAB21 Real Estate
"house type barndominium: a type of house that includes living space attached to either a workshop or a barn, typically forhorses, or a large vehicle such as arecreational vehicleor a large recreationalboat",0.85,IAB21 Real Estate
house type byre-dwelling: farmhouse with people and livestock under one roof,0.85,IAB21 Real Estate
house type connected farm: type of farmhouse common in new england,0.85,IAB21 Real Estate
house type frutighaus: a type ofbarnhouseoriginating in the frutigland region of switzerland.,0.85,IAB21 Real Estate
