text,confidence,iab_label
garden top,0.85,IAB10 Home & Garden
garden 0–9,0.85,IAB10 Home & Garden
garden abelia,0.85,IAB10 Home & Garden
garden abeliophyllum(white forsythia),0.85,IAB10 Home & Garden
garden abelmoschus(okra),0.85,IAB10 Home & Garden
garden abies(fir),0.85,IAB10 Home & Garden
garden abroma,0.85,IAB10 Home & Garden
garden abromeitiella(obsolete),0.85,IAB10 Home & Garden
garden abronia(sand verbena),0.85,IAB10 Home & Garden
garden abrus,0.85,IAB10 Home & Garden
garden abutilon,0.85,IAB10 Home & Garden
garden acacia(wattle),0.85,IAB10 Home & Garden
garden acaena,0.85,IAB10 Home & Garden
garden acalypha,0.85,IAB10 Home & Garden
garden acanthaceae,0.85,IAB10 Home & Garden
garden acanthodium,0.85,IAB10 Home & Garden
garden acantholimon,0.85,IAB10 Home & Garden
garden acanthopale,0.85,IAB10 Home & Garden
garden acanthophoenix,0.85,IAB10 Home & Garden
garden acanthus,0.85,IAB10 Home & Garden
garden acca,0.85,IAB10 Home & Garden
garden acer(maple),0.85,IAB10 Home & Garden
garden achariaceae,0.85,IAB10 Home & Garden
garden achillea(yarrow),0.85,IAB10 Home & Garden
garden achimenantha(hybrid genus),0.85,IAB10 Home & Garden
garden achimenes,0.85,IAB10 Home & Garden
garden acinos(calamint),0.85,IAB10 Home & Garden
garden aciphylla,0.85,IAB10 Home & Garden
garden acmena,0.85,IAB10 Home & Garden
garden acoelorraphe(saw palm),0.85,IAB10 Home & Garden
garden acokanthera,0.85,IAB10 Home & Garden
"garden aconitum(aconite,monkshood)",0.85,IAB10 Home & Garden
garden acorus,0.85,IAB10 Home & Garden
garden acradenia,0.85,IAB10 Home & Garden
garden acrocomia,0.85,IAB10 Home & Garden
garden actaea(baneberry),0.85,IAB10 Home & Garden
garden actinidia(kiwifruit),0.85,IAB10 Home & Garden
garden adaorchid genus,0.85,IAB10 Home & Garden
garden adansonia,0.85,IAB10 Home & Garden
garden adenandra,0.85,IAB10 Home & Garden
garden adenanthos,0.85,IAB10 Home & Garden
garden adenia,0.85,IAB10 Home & Garden
garden adenium,0.85,IAB10 Home & Garden
garden adenocarpus,0.85,IAB10 Home & Garden
garden adenophora,0.85,IAB10 Home & Garden
garden adenostoma,0.85,IAB10 Home & Garden
garden adiantum(maidenhair fern),0.85,IAB10 Home & Garden
garden adlumia,0.85,IAB10 Home & Garden
garden adonis,0.85,IAB10 Home & Garden
garden adromischus,0.85,IAB10 Home & Garden
garden aechmea,0.85,IAB10 Home & Garden
garden aegopodium,0.85,IAB10 Home & Garden
garden aeonium,0.85,IAB10 Home & Garden
garden aerangis(anorchidgenus),0.85,IAB10 Home & Garden
garden aerides(anorchidgenus),0.85,IAB10 Home & Garden
garden aeschynanthus,0.85,IAB10 Home & Garden
garden aesculus,0.85,IAB10 Home & Garden
garden aethionema,0.85,IAB10 Home & Garden
garden afgekia,0.85,IAB10 Home & Garden
garden agapanthus,0.85,IAB10 Home & Garden
garden agapetes,0.85,IAB10 Home & Garden
garden agastache,0.85,IAB10 Home & Garden
garden agathis,0.85,IAB10 Home & Garden
garden agathosma,0.85,IAB10 Home & Garden
garden agave,0.85,IAB10 Home & Garden
garden ageratum,0.85,IAB10 Home & Garden
garden aglaia,0.85,IAB10 Home & Garden
garden aglaomorpha,0.85,IAB10 Home & Garden
garden aglaonema,0.85,IAB10 Home & Garden
garden agonis,0.85,IAB10 Home & Garden
garden agrimonia,0.85,IAB10 Home & Garden
garden agrostemma(corn cockle),0.85,IAB10 Home & Garden
garden agrostis,0.85,IAB10 Home & Garden
garden aichryson,0.85,IAB10 Home & Garden
"garden ailanthus(tree of heaven, etc.)",0.85,IAB10 Home & Garden
garden aiphanes,0.85,IAB10 Home & Garden
garden aira(hair grass),0.85,IAB10 Home & Garden
garden ajania,0.85,IAB10 Home & Garden
garden ajuga(bugleweed),0.85,IAB10 Home & Garden
garden akebia,0.85,IAB10 Home & Garden
garden alangium,0.85,IAB10 Home & Garden
garden alberta,0.85,IAB10 Home & Garden
garden albizia(silk tree),0.85,IAB10 Home & Garden
garden albuca,0.85,IAB10 Home & Garden
garden alcea(hollyhock),0.85,IAB10 Home & Garden
garden alchemilla,0.85,IAB10 Home & Garden
garden aldrovanda,0.85,IAB10 Home & Garden
garden aleurites,0.85,IAB10 Home & Garden
garden ×aliceara(hybrid genus),0.85,IAB10 Home & Garden
garden alisma(water plantain),0.85,IAB10 Home & Garden
garden alkanna,0.85,IAB10 Home & Garden
garden allagoptera,0.85,IAB10 Home & Garden
garden allamanda,0.85,IAB10 Home & Garden
garden allium(onion),0.85,IAB10 Home & Garden
garden allocasuarina,0.85,IAB10 Home & Garden
garden allosyncarpia,0.85,IAB10 Home & Garden
garden alloxylon,0.85,IAB10 Home & Garden
garden alluaudia,0.85,IAB10 Home & Garden
garden alnus(alder),0.85,IAB10 Home & Garden
garden alocasia,0.85,IAB10 Home & Garden
garden aloe,0.85,IAB10 Home & Garden
garden aloinopsis,0.85,IAB10 Home & Garden
garden alonsoa,0.85,IAB10 Home & Garden
garden alopecurus(foxtail grass),0.85,IAB10 Home & Garden
garden aloysia,0.85,IAB10 Home & Garden
garden alphitonia,0.85,IAB10 Home & Garden
garden alpinia(ginger lily),0.85,IAB10 Home & Garden
garden alsobia,0.85,IAB10 Home & Garden
garden alstonia,0.85,IAB10 Home & Garden
garden alstroemeria,0.85,IAB10 Home & Garden
garden alternanthera,0.85,IAB10 Home & Garden
garden althaea,0.85,IAB10 Home & Garden
garden alyogyne,0.85,IAB10 Home & Garden
garden alyssum,0.85,IAB10 Home & Garden
garden alyxia,0.85,IAB10 Home & Garden
garden amaranthus,0.85,IAB10 Home & Garden
garden amarcrinum(hybrid genus),0.85,IAB10 Home & Garden
garden amarygia(hybrid genus),0.85,IAB10 Home & Garden
garden amaryllis,0.85,IAB10 Home & Garden
garden amberboa,0.85,IAB10 Home & Garden
garden amelanchier,0.85,IAB10 Home & Garden
garden amesiella,0.85,IAB10 Home & Garden
garden amherstia,0.85,IAB10 Home & Garden
garden amicia,0.85,IAB10 Home & Garden
garden ammi,0.85,IAB10 Home & Garden
garden ammobium,0.85,IAB10 Home & Garden
garden amorpha,0.85,IAB10 Home & Garden
garden amorphophallus,0.85,IAB10 Home & Garden
garden ampelopsis,0.85,IAB10 Home & Garden
garden amsonia,0.85,IAB10 Home & Garden
garden anacampseros,0.85,IAB10 Home & Garden
garden anacardium,0.85,IAB10 Home & Garden
garden anacyclus,0.85,IAB10 Home & Garden
garden anagallis(pimpernel),0.85,IAB10 Home & Garden
garden ananas(pineapple),0.85,IAB10 Home & Garden
garden anaphalis,0.85,IAB10 Home & Garden
garden anchusa,0.85,IAB10 Home & Garden
garden andersonia,0.85,IAB10 Home & Garden
garden andira,0.85,IAB10 Home & Garden
garden androlepis,0.85,IAB10 Home & Garden
garden andromeda,0.85,IAB10 Home & Garden
garden andropogon,0.85,IAB10 Home & Garden
garden androsace,0.85,IAB10 Home & Garden
garden anemone(windflower),0.85,IAB10 Home & Garden
garden anemonella,0.85,IAB10 Home & Garden
garden anemonopsis,0.85,IAB10 Home & Garden
garden anemopaegma,0.85,IAB10 Home & Garden
garden anethum(dill),0.85,IAB10 Home & Garden
garden angelica,0.85,IAB10 Home & Garden
garden angelonia,0.85,IAB10 Home & Garden
garden angiopteris,0.85,IAB10 Home & Garden
garden angophora,0.85,IAB10 Home & Garden
garden angraecum(anorchidgenus),0.85,IAB10 Home & Garden
garden anguloa(anorchidgenus),0.85,IAB10 Home & Garden
garden angulocaste(a hybridorchidgenus),0.85,IAB10 Home & Garden
garden anigozanthos,0.85,IAB10 Home & Garden
garden anisacanthus,0.85,IAB10 Home & Garden
garden anisodontea,0.85,IAB10 Home & Garden
garden annona,0.85,IAB10 Home & Garden
garden anoda,0.85,IAB10 Home & Garden
garden anomatheca(seefreesia),0.85,IAB10 Home & Garden
garden anopterus,0.85,IAB10 Home & Garden
garden anredera,0.85,IAB10 Home & Garden
garden antennaria,0.85,IAB10 Home & Garden
garden anthemis,0.85,IAB10 Home & Garden
garden anthericum,0.85,IAB10 Home & Garden
garden anthocleista,0.85,IAB10 Home & Garden
garden anthotroche,0.85,IAB10 Home & Garden
garden anthriscus,0.85,IAB10 Home & Garden
garden anthurium,0.85,IAB10 Home & Garden
garden anthyllis,0.85,IAB10 Home & Garden
garden antidesma,0.85,IAB10 Home & Garden
garden antigonon,0.85,IAB10 Home & Garden
garden antirrhinum(snapdragon),0.85,IAB10 Home & Garden
garden apera,0.85,IAB10 Home & Garden
garden aphelandra,0.85,IAB10 Home & Garden
garden aphyllanthes,0.85,IAB10 Home & Garden
garden apium,0.85,IAB10 Home & Garden
garden apocynum,0.85,IAB10 Home & Garden
garden aponogeton,0.85,IAB10 Home & Garden
garden apophyllum,0.85,IAB10 Home & Garden
garden apodytes,0.85,IAB10 Home & Garden
garden aporocactus,0.85,IAB10 Home & Garden
garden aporoheliocereus(hybrid genus),0.85,IAB10 Home & Garden
garden aprevalia,0.85,IAB10 Home & Garden
"garden aptenia, synonym ofmesembryanthemum",0.85,IAB10 Home & Garden
garden aquilegia(columbine),0.85,IAB10 Home & Garden
garden arabis(rock cress),0.85,IAB10 Home & Garden
garden arachis,0.85,IAB10 Home & Garden
garden arachniodes,0.85,IAB10 Home & Garden
garden arachnis(scorpion orchid) (orchidgenus),0.85,IAB10 Home & Garden
garden araeococcus,0.85,IAB10 Home & Garden
garden araiostegia,0.85,IAB10 Home & Garden
garden aralia,0.85,IAB10 Home & Garden
garden araucaria(monkey-puzzle),0.85,IAB10 Home & Garden
garden araujia,0.85,IAB10 Home & Garden
garden arbutus(madrone),0.85,IAB10 Home & Garden
garden archidendron,0.85,IAB10 Home & Garden
garden archontophoenix(king palm),0.85,IAB10 Home & Garden
garden arctium,0.85,IAB10 Home & Garden
"garden arctostaphylos(bearberry,manzanita)",0.85,IAB10 Home & Garden
garden arctotheca,0.85,IAB10 Home & Garden
garden arctotis(african daisy),0.85,IAB10 Home & Garden
garden ardisia,0.85,IAB10 Home & Garden
garden areca,0.85,IAB10 Home & Garden
garden arenaria(sandwort),0.85,IAB10 Home & Garden
garden arenga,0.85,IAB10 Home & Garden
garden argemone(prickly poppy),0.85,IAB10 Home & Garden
garden argyranthemum,0.85,IAB10 Home & Garden
garden argyreia,0.85,IAB10 Home & Garden
garden argyroderma,0.85,IAB10 Home & Garden
garden ariocarpus,0.85,IAB10 Home & Garden
garden arisaema,0.85,IAB10 Home & Garden
garden arisarum,0.85,IAB10 Home & Garden
garden aristea,0.85,IAB10 Home & Garden
garden aristolochia,0.85,IAB10 Home & Garden
garden aristotelia,0.85,IAB10 Home & Garden
garden armeria,0.85,IAB10 Home & Garden
garden armoracia,0.85,IAB10 Home & Garden
garden arnebia,0.85,IAB10 Home & Garden
garden arnica,0.85,IAB10 Home & Garden
garden aronia(chokeberry),0.85,IAB10 Home & Garden
"garden arrabidaea, seebignonia magnifica",0.85,IAB10 Home & Garden
garden arrhenatherum(oat grass),0.85,IAB10 Home & Garden
garden artanema,0.85,IAB10 Home & Garden
garden artabotrys,0.85,IAB10 Home & Garden
