text,confidence,iab_label
governor aruba alfonso boekhoudt,0.85,"IAB11 Law, Gov’t & Politics"
prime minister aruba evelyn wever-croes,0.85,"IAB11 Law, Gov’t & Politics"
"minister of economic affairs, communication, & sustainable development aruba geoffrey wever",0.85,"IAB11 Law, Gov’t & Politics"
minister of education & sports aruba endy croes,0.85,"IAB11 Law, Gov’t & Politics"
minister of finance & culture aruba xiomara maduro,0.85,"IAB11 Law, Gov’t & Politics"
minister of health & tourism aruba danguillaume oduber,0.85,"IAB11 Law, Gov’t & Politics"
"minister of integrity, nature, transport, & elderly care aruba ursell arends",0.85,"IAB11 Law, Gov’t & Politics"
minister of justice & social affairs aruba rocco tjon,0.85,"IAB11 Law, Gov’t & Politics"
"minister of labour, integration, & energy aruba glenbert croes",0.85,"IAB11 Law, Gov’t & Politics"
attorney gen. aruba barbara van sluis,0.85,"IAB11 Law, Gov’t & Politics"
"president., central bank aruba jeanette semeleer",0.85,"IAB11 Law, Gov’t & Politics"
overall taliban leader afghanistan haybatullah akhundzada,0.85,"IAB11 Law, Gov’t & Politics"
prime minister afghanistan mohammad hassan akhund (acting),0.85,"IAB11 Law, Gov’t & Politics"
deputy prime minister afghanistan abdul kabir (acting),0.85,"IAB11 Law, Gov’t & Politics"
deputy prime minister afghanistan abdul ghani berader (acting),0.85,"IAB11 Law, Gov’t & Politics"
deputy prime minister afghanistan abdul salam hanafi (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of defense afghanistan mohammad yaqub (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of economy afghanistan qari din mohammad (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of education afghanistan habibullah agha (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of foreign affairs afghanistan amir khan motaqi (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of hajj & religious affairs afghanistan noor mohammad saqib (acting),0.85,"IAB11 Law, Gov’t & Politics"
director of intelligence afghanistan abdul haq wasiq (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of interior afghanistan sirajuddin haqqani (acting),0.85,"IAB11 Law, Gov’t & Politics"
minister of justice afghanistan abdul hakim sharai (acting),0.85,"IAB11 Law, Gov’t & Politics"
"minister of preaching, promotion of virtue, & prevention of vice afghanistan mohammad khalid (acting)",0.85,"IAB11 Law, Gov’t & Politics"
president. angola joao manuel goncalves lourenco,0.85,"IAB11 Law, Gov’t & Politics"
vice president. angola esperanca francisco da costa,0.85,"IAB11 Law, Gov’t & Politics"
minister of state and chief of the military house of the president angola francisco pereira furtado,0.85,"IAB11 Law, Gov’t & Politics"
minister of state and chief of staff of the president of the republic angola adao francisco correia de almeida,0.85,"IAB11 Law, Gov’t & Politics"
minister of state for economic coordination angola jose de lima massano,0.85,"IAB11 Law, Gov’t & Politics"
minister of state for social affairs angola dalva mauricia calombo ringote allen,0.85,"IAB11 Law, Gov’t & Politics"
minister of agriculture & forestry angola antonio francisco de assis,0.85,"IAB11 Law, Gov’t & Politics"
minister of culture & tourism angola felipe silva de pina zau,0.85,"IAB11 Law, Gov’t & Politics"
minister of economy & planning angola mario caetano joao,0.85,"IAB11 Law, Gov’t & Politics"
minister of education angola luisa maria alves grilo,0.85,"IAB11 Law, Gov’t & Politics"
minister of energy & water angola joao baptista borges,0.85,"IAB11 Law, Gov’t & Politics"
minister of environment angola ana paula chantre luna de carvalho,0.85,"IAB11 Law, Gov’t & Politics"
minister of external relations angola tete antonio,0.85,"IAB11 Law, Gov’t & Politics"
minister of finance angola vera esperanca dos santos daves de sousa,0.85,"IAB11 Law, Gov’t & Politics"
