text,confidence,iab_label
"investment stocks–businessownership, known asequity, inpublicly traded companies",0.85,IAB13 Personal Finance
investment bonds–loansto governments and businesses traded on public markets,0.85,IAB13 Personal Finance
"investment cash– holding a particularcurrency, whether in anticipation of spending or to take advantage of or hedge against changes in acurrency exchange rate",0.85,IAB13 Personal Finance
"investment real estate, which can be rented to provide ongoing income or resold if it increases in value",0.85,IAB13 Personal Finance
"investment private equityin businesses that are not publicly traded on astock exchange, often involvingventure capitalfunds,angel investors, orequity crowdfunding",0.85,IAB13 Personal Finance
"investment otherloans, includingmortgages",0.85,IAB13 Personal Finance
"investment commodities, such asprecious metalslikegold,agriculturalproducts likepotatoes, andenergydeliveries likenatural gas",0.85,IAB13 Personal Finance
"investment collectables, includingart,coins,vintage cars,postage stamps, andwine",0.85,IAB13 Personal Finance
investment carbon offsets and credits,0.85,IAB13 Personal Finance
investment digital entities likecryptocurrencyandnon-fungible tokens,0.85,IAB13 Personal Finance
"investment hedge fundsthat use sophisticated techniques like:derivatives, the value of which is determined by a contract and is derived by calculation from the performance of some other sort of underlying investment; these includeforwards,futures,options,swaps,collateralized debt obligations,credit default swaps, andtax receivable agreementsleveraged investing, which is the investment of borrowed moneyshort selling, which typically uses leverage and derivatives to bet that the value of a stock will decline",0.85,IAB13 Personal Finance
"investment derivatives, the value of which is determined by a contract and is derived by calculation from the performance of some other sort of underlying investment; these includeforwards,futures,options,swaps,collateralized debt obligations,credit default swaps, andtax receivable agreements",0.85,IAB13 Personal Finance
"investment leveraged investing, which is the investment of borrowed money",0.85,IAB13 Personal Finance
"investment short selling, which typically uses leverage and derivatives to bet that the value of a stock will decline",0.85,IAB13 Personal Finance
investment capital accumulation,0.85,IAB13 Personal Finance
investment capital gains tax,0.85,IAB13 Personal Finance
investment climate-related asset stranding,0.85,IAB13 Personal Finance
investment diversification (finance),0.85,IAB13 Personal Finance
investment divestment,0.85,IAB13 Personal Finance
investment ebitda,0.85,IAB13 Personal Finance
investment foreign direct investment,0.85,IAB13 Personal Finance
investment fundamental analysis,0.85,IAB13 Personal Finance
investment legal alpha,0.85,IAB13 Personal Finance
investment countries by gross fixed investment as percentage of gdp,0.85,IAB13 Personal Finance
investment economics topics,0.85,IAB13 Personal Finance
investment market sentiment,0.85,IAB13 Personal Finance
investment mortgage investment corporation,0.85,IAB13 Personal Finance
investment rate of return,0.85,IAB13 Personal Finance
investment socially responsible investing,0.85,IAB13 Personal Finance
investment specialized investment fund,0.85,IAB13 Personal Finance
investment time value of money,0.85,IAB13 Personal Finance
investment time-weighted return,0.85,IAB13 Personal Finance
investment microeconomicsdecision theoryprice theorygame theorycontract theorymechanism design,0.85,IAB13 Personal Finance
investment macroeconomics,0.85,IAB13 Personal Finance
investment mathematical economics,0.85,IAB13 Personal Finance
investment complexity economics,0.85,IAB13 Personal Finance
investment computational economicsagent-based computational economics,0.85,IAB13 Personal Finance
investment behavioral economics,0.85,IAB13 Personal Finance
investment pluralism in economics,0.85,IAB13 Personal Finance
investment decision theory,0.85,IAB13 Personal Finance
investment price theory,0.85,IAB13 Personal Finance
investment game theory,0.85,IAB13 Personal Finance
investment contract theory,0.85,IAB13 Personal Finance
investment mechanism design,0.85,IAB13 Personal Finance
investment agent-based computational economics,0.85,IAB13 Personal Finance
investment econometricseconomic statistics,0.85,IAB13 Personal Finance
investment experimental economics,0.85,IAB13 Personal Finance
investment economic history,0.85,IAB13 Personal Finance
