text,confidence,iab_label
"religion taojia(""school of the tao"")",0.85,IAB23 Religion & Spirituality
"religion fajia('school of law"")zonghengjia(""school of diplomacy"")",0.85,IAB23 Religion & Spirituality
"religion mojia(""school of mo"")mingjia(""school of names"")",0.85,IAB23 Religion & Spirituality
"religion nongjia(""school of agrarianism"")",0.85,IAB23 Religion & Spirituality
"religion rujia(""school of scholars"")",0.85,IAB23 Religion & Spirituality
religion yangism,0.85,IAB23 Religion & Spirituality
"religion yinyangjia(""school of yin yang"")",0.85,IAB23 Religion & Spirituality
"religion zajia(""school of syncretism"")",0.85,IAB23 Religion & Spirituality
"religion zonghengjia(""school of diplomacy"")",0.85,IAB23 Religion & Spirituality
"religion mingjia(""school of names"")",0.85,IAB23 Religion & Spirituality
religion confucian ritual religion,0.85,IAB23 Religion & Spirituality
religion current texts confucianism,0.85,IAB23 Religion & Spirituality
religion donglin movement,0.85,IAB23 Religion & Spirituality
religion han learning,0.85,IAB23 Religion & Spirituality
religion korean confucianismdonghaksilhak,0.85,IAB23 Religion & Spirituality
religion lingnan confucianism,0.85,IAB23 Religion & Spirituality
religion neo-confucianismcheng-zhu schooledo neo-confucianismtongcheng schoolyangmingismtaizhou school,0.85,IAB23 Religion & Spirituality
religion new confucianismconfucian churchindonesian confucianismconfucian academyprogressive confucianism,0.85,IAB23 Religion & Spirituality
religion new textchangzhou schoolgongyang schoolholy confucian church,0.85,IAB23 Religion & Spirituality
religion old text,0.85,IAB23 Religion & Spirituality
religion tianzuism,0.85,IAB23 Religion & Spirituality
religion taigu school,0.85,IAB23 Religion & Spirituality
religion donghak,0.85,IAB23 Religion & Spirituality
religion silhak,0.85,IAB23 Religion & Spirituality
religion cheng-zhu school,0.85,IAB23 Religion & Spirituality
religion edo neo-confucianism,0.85,IAB23 Religion & Spirituality
religion tongcheng school,0.85,IAB23 Religion & Spirituality
religion yangmingismtaizhou school,0.85,IAB23 Religion & Spirituality
religion taizhou school,0.85,IAB23 Religion & Spirituality
religion confucian churchindonesian confucianismconfucian academy,0.85,IAB23 Religion & Spirituality
religion progressive confucianism,0.85,IAB23 Religion & Spirituality
religion indonesian confucianism,0.85,IAB23 Religion & Spirituality
religion confucian academy,0.85,IAB23 Religion & Spirituality
religion changzhou school,0.85,IAB23 Religion & Spirituality
religion gongyang schoolholy confucian church,0.85,IAB23 Religion & Spirituality
religion holy confucian church,0.85,IAB23 Religion & Spirituality
religion dokyo,0.85,IAB23 Religion & Spirituality
religion korean taoism,0.85,IAB23 Religion & Spirituality
religion kunlun,0.85,IAB23 Religion & Spirituality
religion new taoism,0.85,IAB23 Religion & Spirituality
religion qigongzhong gong,0.85,IAB23 Religion & Spirituality
"religion quanzhen school(""school of the fulfilled virtue"")",0.85,IAB23 Religion & Spirituality
"religion shangqing school(""school of the highest clarity"")",0.85,IAB23 Religion & Spirituality
"religion way of the five pecks of riceway of the celestial mastersnorthern celestial masterszhengyi dao(""way of the right oneness"")",0.85,IAB23 Religion & Spirituality
