text,confidence,iab_label
movement artistic movements: seelist of art movements.,0.85,IAB14 Society
movement independence movements: seelists of active separatist movementsandlist of historical separatist movements,0.85,IAB14 Society
movement revolutionary movements: seelist of revolutions and rebellions,0.85,IAB14 Society
movement religious and spiritual movements: seelist of religions and spiritual traditionsandlist of new religious movements,0.85,IAB14 Society
movement 20x20 movement,0.85,IAB14 Society
movement 9/11 truth movement,0.85,IAB14 Society
movement abolitionist movement,0.85,IAB14 Society
movement act up,0.85,IAB14 Society
movement alternative movement,0.85,IAB14 Society
movement animal rebellion,0.85,IAB14 Society
movement anti-apartheid movement,0.85,IAB14 Society
movement anti-capitalism,0.85,IAB14 Society
movement anti-consumerism,0.85,IAB14 Society
movement anti-corporate activism,0.85,IAB14 Society
movement anti-extradition law amendment bill movement,0.85,IAB14 Society
movement anti-fascism,0.85,IAB14 Society
movement anti-globalization movement,0.85,IAB14 Society
movement anti-jock movement,0.85,IAB14 Society
movement anti-liberalism,0.85,IAB14 Society
movement anti-nuclear movement,0.85,IAB14 Society
movement anti-psychiatry movement,0.85,IAB14 Society
movement anti-war movement,0.85,IAB14 Society
movement anti-work movement,0.85,IAB14 Society
movement anti-vaccination movement,0.85,IAB14 Society
movement alt-right,0.85,IAB14 Society
movement asian american movement,0.85,IAB14 Society
movement austro-slavism,0.85,IAB14 Society
movement autism rights movementmovement advocating for the right of people who are considered neurally divergent (anti-psychiatry),0.85,IAB14 Society
movement berlin movement,0.85,IAB14 Society
movement black consciousness movement,0.85,IAB14 Society
movement black lives matter,0.85,IAB14 Society
movement black power movement,0.85,IAB14 Society
"movement boycott, divestment, and sanctions",0.85,IAB14 Society
movement brights movement,0.85,IAB14 Society
movement chicano movement,0.85,IAB14 Society
movement children's rights movement,0.85,IAB14 Society
movement civil rights movement,0.85,IAB14 Society
movement climate movement,0.85,IAB14 Society
movement conservation movement,0.85,IAB14 Society
movement counterculture movement,0.85,IAB14 Society
movement czech national revival,0.85,IAB14 Society
movement cooperative movement,0.85,IAB14 Society
movement cultural movement,0.85,IAB14 Society
movement decolonization,0.85,IAB14 Society
movement decretalist,0.85,IAB14 Society
movement decretist,0.85,IAB14 Society
movement disability rights movement,0.85,IAB14 Society
movement earth first!,0.85,IAB14 Society
movement ecofeminism,0.85,IAB14 Society
movement ecomasculinity,0.85,IAB14 Society
movement economy for the common good,0.85,IAB14 Society
movement effective altruism,0.85,IAB14 Society
movement efficiency movement,0.85,IAB14 Society
movement environmental justice movement,0.85,IAB14 Society
movement environmental movement,0.85,IAB14 Society
movement esperanto movement,0.85,IAB14 Society
movement ethiopian movement,0.85,IAB14 Society
movement extinction rebellion,0.85,IAB14 Society
movement fair trade movement,0.85,IAB14 Society
movement farm-to-table movement,0.85,IAB14 Society
movement farm worker movement,0.85,IAB14 Society
movement feminist movement,0.85,IAB14 Society
movement free culture movement,0.85,IAB14 Society
movement freedom and people's rights movement,0.85,IAB14 Society
movement free love,0.85,IAB14 Society
movement free school movement,0.85,IAB14 Society
movement free software movement,0.85,IAB14 Society
movement galician russophilia,0.85,IAB14 Society
movement gerakan harapan baru(new hope movement in malaysia),0.85,IAB14 Society
movement global citizens movement,0.85,IAB14 Society
movement global justice movement,0.85,IAB14 Society
movement going to the people,0.85,IAB14 Society
movement goliards,0.85,IAB14 Society
movement greece aganaktismenoi movements,0.85,IAB14 Society
movement guelphs and ghibellines,0.85,IAB14 Society
movement health at every size,0.85,IAB14 Society
movement health freedom movement,0.85,IAB14 Society
movement hippie movement,0.85,IAB14 Society
movement hizmet movement,0.85,IAB14 Society
movement hot girl walk,0.85,IAB14 Society
movement human rights movement,0.85,IAB14 Society
movement identitarian movement,0.85,IAB14 Society
movement illyrian movement,0.85,IAB14 Society
movement immigrant rights movement,0.85,IAB14 Society
movement india against corruption,0.85,IAB14 Society
movement indigenous peoples movement,0.85,IAB14 Society
movement indigenous movements in the americas,0.85,IAB14 Society
movement 2017 pro-jallikattu protests,0.85,IAB14 Society
movement labor movement,0.85,IAB14 Society
movement landless peoples movement(south africa),0.85,IAB14 Society
"movement landless workers' movement(mst), the landless workers' movement in brazil",0.85,IAB14 Society
movement lawyers' movementinpakistan,0.85,IAB14 Society
movement lebensreform,0.85,IAB14 Society
movement lgbt rights opposition,0.85,IAB14 Society
movement lgbt social movements,0.85,IAB14 Society
movement lily-white movement,0.85,IAB14 Society
movement mad pride(psychiatricsocial movement),0.85,IAB14 Society
movement march for our lives movement,0.85,IAB14 Society
movement masculinism movement,0.85,IAB14 Society
movement men's rights movement,0.85,IAB14 Society
movement men's liberation movement,0.85,IAB14 Society
movement me too movement,0.85,IAB14 Society
movement mothers against drunk driving,0.85,IAB14 Society
movement multiculturalism,0.85,IAB14 Society
movement namantar andolan(change movement among dalits in india),0.85,IAB14 Society
movement narmada bachao andolan,0.85,IAB14 Society
movement national cleanup day,0.85,IAB14 Society
