text,confidence,iab_label
fashion designer safia tarzi,0.85,IAB18 Style & Fashion
fashion designer sofia achaval de montaigu,0.85,IAB18 Style & Fashion
fashion designer delia cancela,0.85,IAB18 Style & Fashion
fashion designer alan faena,0.85,IAB18 Style & Fashion
fashion designer franc fernandez,0.85,IAB18 Style & Fashion
fashion designer gustavo cadile,0.85,IAB18 Style & Fashion
fashion designer jazmín chebar,0.85,IAB18 Style & Fashion
fashion designer paco jamandreu,0.85,IAB18 Style & Fashion
fashion designer dalila puzzovio,0.85,IAB18 Style & Fashion
fashion designer elsa serrano,0.85,IAB18 Style & Fashion
fashion designer vanessa seward,0.85,IAB18 Style & Fashion
fashion designer aitor throup,0.85,IAB18 Style & Fashion
fashion designer pilar zeta,0.85,IAB18 Style & Fashion
fashion designer emin bolbolian,0.85,IAB18 Style & Fashion
fashion designer kevork shadoyan,0.85,IAB18 Style & Fashion
fashion designer prue acton,0.85,IAB18 Style & Fashion
fashion designer peter alexander,0.85,IAB18 Style & Fashion
fashion designer yeojin bae,0.85,IAB18 Style & Fashion
fashion designer jenny bannister,0.85,IAB18 Style & Fashion
fashion designer nadia bartel,0.85,IAB18 Style & Fashion
fashion designer zara bate,0.85,IAB18 Style & Fashion
fashion designer lucas bowers,0.85,IAB18 Style & Fashion
fashion designer leigh bowery,0.85,IAB18 Style & Fashion
fashion designer linda britten,0.85,IAB18 Style & Fashion
fashion designer ray brown,0.85,IAB18 Style & Fashion
fashion designer sarah-jane clarke,0.85,IAB18 Style & Fashion
fashion designer claudia chan shaw,0.85,IAB18 Style & Fashion
fashion designer flora cheong-leen,0.85,IAB18 Style & Fashion
fashion designer susien chong,0.85,IAB18 Style & Fashion
fashion designer christopher chronis,0.85,IAB18 Style & Fashion
fashion designer lorna jane clarkson,0.85,IAB18 Style & Fashion
fashion designer kay cohen,0.85,IAB18 Style & Fashion
fashion designer wayne cooper,0.85,IAB18 Style & Fashion
fashion designer keri craig-lee,0.85,IAB18 Style & Fashion
fashion designer john crittle,0.85,IAB18 Style & Fashion
