text,confidence,iab_label
miscellaneous ethics,0.85,IAB24 Uncategorized
miscellaneous proposal,0.85,IAB24 Uncategorized
miscellaneous question,0.85,IAB24 Uncategorized
miscellaneous writingargumentreferencing,0.85,IAB24 Uncategorized
miscellaneous argument,0.85,IAB24 Uncategorized
miscellaneous referencing,0.85,IAB24 Uncategorized
miscellaneous interdisciplinary,0.85,IAB24 Uncategorized
miscellaneous multimethodology,0.85,IAB24 Uncategorized
miscellaneous qualitativeart-based,0.85,IAB24 Uncategorized
miscellaneous quantitative,0.85,IAB24 Uncategorized
miscellaneous art-based,0.85,IAB24 Uncategorized
miscellaneous antipositivism,0.85,IAB24 Uncategorized
miscellaneous constructivism,0.85,IAB24 Uncategorized
miscellaneous critical rationalism,0.85,IAB24 Uncategorized
miscellaneous empiricism,0.85,IAB24 Uncategorized
miscellaneous fallibilism,0.85,IAB24 Uncategorized
miscellaneous positivism,0.85,IAB24 Uncategorized
miscellaneous postpositivism,0.85,IAB24 Uncategorized
miscellaneous pragmatism,0.85,IAB24 Uncategorized
miscellaneous realismcritical realismsubtle realism,0.85,IAB24 Uncategorized
miscellaneous critical realism,0.85,IAB24 Uncategorized
miscellaneous subtle realism,0.85,IAB24 Uncategorized
miscellaneous action research,0.85,IAB24 Uncategorized
miscellaneous art methodology,0.85,IAB24 Uncategorized
miscellaneous critical theory,0.85,IAB24 Uncategorized
miscellaneous grounded theory,0.85,IAB24 Uncategorized
miscellaneous hermeneutics,0.85,IAB24 Uncategorized
miscellaneous historiography,0.85,IAB24 Uncategorized
miscellaneous human subject research,0.85,IAB24 Uncategorized
miscellaneous narrative inquiry,0.85,IAB24 Uncategorized
miscellaneous phenomenology,0.85,IAB24 Uncategorized
miscellaneous scientific method,0.85,IAB24 Uncategorized
miscellaneous analysis,0.85,IAB24 Uncategorized
miscellaneous case study,0.85,IAB24 Uncategorized
miscellaneous content analysis,0.85,IAB24 Uncategorized
miscellaneous descriptive statistics,0.85,IAB24 Uncategorized
miscellaneous discourse analysis,0.85,IAB24 Uncategorized
miscellaneous ethnographyautoethnography,0.85,IAB24 Uncategorized
miscellaneous experimentfield experimentsocial experimentquasi-experiment,0.85,IAB24 Uncategorized
