text,confidence,iab_label
dog breed aksaray malaklisi,0.85,IAB16 Pets
dog breed alopekis,0.85,IAB16 Pets
dog breed american bully,0.85,IAB16 Pets
dog breed american leopard hound,0.85,IAB16 Pets
dog breed andalusian terrier,0.85,IAB16 Pets
dog breed ariège pointer,0.85,IAB16 Pets
dog breed argentine pila,0.85,IAB16 Pets
dog breed armenian gampr,0.85,IAB16 Pets
dog breed bắc hà,0.85,IAB16 Pets
dog breed bakharwal,0.85,IAB16 Pets
dog breed bankhar dog,0.85,IAB16 Pets
dog breed barak hound,0.85,IAB16 Pets
dog breed biewer terrier,0.85,IAB16 Pets
dog breed bohemian spotted dog,0.85,IAB16 Pets
dog breed briquet de provence,0.85,IAB16 Pets
dog breed bulgarian hound,0.85,IAB16 Pets
dog breed bulgarian scenthound,0.85,IAB16 Pets
dog breed bull arab,0.85,IAB16 Pets
dog breed bully kutta,0.85,IAB16 Pets
dog breed ca rater mallorquí,0.85,IAB16 Pets
dog breed calupoh,0.85,IAB16 Pets
dog breed campeiro bulldog,0.85,IAB16 Pets
dog breed can de chira,0.85,IAB16 Pets
dog breed can de palleiro,0.85,IAB16 Pets
dog breed cane di oropa,0.85,IAB16 Pets
dog breed cane paratore,0.85,IAB16 Pets
dog breed cantabrian water dog,0.85,IAB16 Pets
dog breed carea leonés,0.85,IAB16 Pets
dog breed chilean terrier,0.85,IAB16 Pets
dog breed chongqing,0.85,IAB16 Pets
dog breed chukotka sled dog,0.85,IAB16 Pets
dog breed cimarrón uruguayo,0.85,IAB16 Pets
dog breed colombian fino hound,0.85,IAB16 Pets
dog breed continental bulldog,0.85,IAB16 Pets
dog breed danish spitz,0.85,IAB16 Pets
dog breed dogo sardesco,0.85,IAB16 Pets
dog breed donggyeongi,0.85,IAB16 Pets
dog breed erbi txakur,0.85,IAB16 Pets
dog breed faroese sheepdog,0.85,IAB16 Pets
dog breed gaucho sheepdog,0.85,IAB16 Pets
dog breed georgian shepherd,0.85,IAB16 Pets
dog breed german hound,0.85,IAB16 Pets
dog breed gull dong,0.85,IAB16 Pets
dog breed gull terrier,0.85,IAB16 Pets
dog breed hällefors elkhound,0.85,IAB16 Pets
dog breed halden hound,0.85,IAB16 Pets
dog breed hmong bobtail dog,0.85,IAB16 Pets
dog breed indian pariah dog,0.85,IAB16 Pets
dog breed indian spitz,0.85,IAB16 Pets
dog breed jeju,0.85,IAB16 Pets
dog breed jonangi,0.85,IAB16 Pets
dog breed kai ken,0.85,IAB16 Pets
