text,confidence,iab_label
tourist attraction airshows,0.85,IAB20 Travel
tourist attraction amusement parks,0.85,IAB20 Travel
tourist attraction aquaria,0.85,IAB20 Travel
tourist attraction beaches,0.85,IAB20 Travel
tourist attraction botanical gardens,0.85,IAB20 Travel
tourist attraction buildings,0.85,IAB20 Travel
tourist attraction casino hotels,0.85,IAB20 Travel
tourist attraction casinos,0.85,IAB20 Travel
tourist attraction castles,0.85,IAB20 Travel
tourist attraction festivals,0.85,IAB20 Travel
tourist attraction forts,0.85,IAB20 Travel
tourist attraction gardens,0.85,IAB20 Travel
tourist attraction heritage railways,0.85,IAB20 Travel
tourist attraction memorials,0.85,IAB20 Travel
tourist attraction monuments,0.85,IAB20 Travel
tourist attraction museumslist of most visited art museums in the world,0.85,IAB20 Travel
tourist attraction national parks,0.85,IAB20 Travel
tourist attraction renaissance fairs,0.85,IAB20 Travel
tourist attraction sculpture parks,0.85,IAB20 Travel
tourist attraction shopping malls,0.85,IAB20 Travel
tourist attraction ski areas and resorts,0.85,IAB20 Travel
tourist attraction sports facilitieslist of indoor arenaslist of motor racing trackslist of stadialist of tennis venueslist of velodromes,0.85,IAB20 Travel
tourist attraction tourist attractions providing reenactment,0.85,IAB20 Travel
tourist attraction world heritage sites,0.85,IAB20 Travel
tourist attraction zoossee also:category:nature reserves,0.85,IAB20 Travel
tourist attraction tourist traps,0.85,IAB20 Travel
tourist attraction most visited art museums in the world,0.85,IAB20 Travel
tourist attraction indoor arenas,0.85,IAB20 Travel
tourist attraction motor racing tracks,0.85,IAB20 Travel
tourist attraction stadia,0.85,IAB20 Travel
tourist attraction tennis venues,0.85,IAB20 Travel
tourist attraction velodromes,0.85,IAB20 Travel
tourist attraction see also:category:nature reserves,0.85,IAB20 Travel
tourist attraction tallest buildings and structures in the world,0.85,IAB20 Travel
tourist attraction tallest buildings in the world,0.85,IAB20 Travel
tourist attraction tallest freestanding structures in the world,0.85,IAB20 Travel
tourist attraction tallest structures in the world,0.85,IAB20 Travel
tourist attraction tallest towers in the world,0.85,IAB20 Travel
tourist attraction observation decks,0.85,IAB20 Travel
tourist attraction islands,0.85,IAB20 Travel
tourist attraction attractions in brisbane,0.85,IAB20 Travel
tourist attraction attractions in sydney,0.85,IAB20 Travel
"tourist attraction attractions in victor harbor, south australia",0.85,IAB20 Travel
tourist attraction category: tourist attractions in austria,0.85,IAB20 Travel
tourist attraction world heritage sites in austria,0.85,IAB20 Travel
tourist attraction tourist attractions in vienna,0.85,IAB20 Travel
tourist attraction category: tourist attractions in azerbaijan,0.85,IAB20 Travel
tourist attraction world heritage sites in azerbaijan,0.85,IAB20 Travel
tourist attraction tourist attractions in baku,0.85,IAB20 Travel
tourist attraction category:tourist attractions in belgium,0.85,IAB20 Travel
tourist attraction world heritage sites in belgium,0.85,IAB20 Travel
tourist attraction visitor attractions in botswana,0.85,IAB20 Travel
tourist attraction attractions in brazil,0.85,IAB20 Travel
tourist attraction landmarks in beijing,0.85,IAB20 Travel
tourist attraction attractions in shanghai,0.85,IAB20 Travel
tourist attraction world heritage sites in china,0.85,IAB20 Travel
tourist attraction national parks of colombia,0.85,IAB20 Travel
tourist attraction tourist attractions in denmark,0.85,IAB20 Travel
tourist attraction tourism in egypt,0.85,IAB20 Travel
tourist attraction tourist attractions in helsinki,0.85,IAB20 Travel
tourist attraction tourist attractions in paris,0.85,IAB20 Travel
tourist attraction sights in berlinlist of sights of potsdam,0.85,IAB20 Travel
tourist attraction castles in germany,0.85,IAB20 Travel
tourist attraction cathedrals in germany,0.85,IAB20 Travel
tourist attraction museums in germany,0.85,IAB20 Travel
tourist attraction tallest structures in germany,0.85,IAB20 Travel
tourist attraction sights of potsdam,0.85,IAB20 Travel
tourist attraction museums in greece,0.85,IAB20 Travel
tourist attraction archaeological sites in greece,0.85,IAB20 Travel
tourist attraction museums in hong kong,0.85,IAB20 Travel
tourist attraction tourist attractions in budapest,0.85,IAB20 Travel
tourist attraction national parks of hungary,0.85,IAB20 Travel
tourist attraction world heritage sites in hungary,0.85,IAB20 Travel
tourist attraction tourism in tamil nadutourism in chennai,0.85,IAB20 Travel
tourist attraction tourist attractions in delhi,0.85,IAB20 Travel
tourist attraction tourism in telanganalist of tourist attractions in hyderabad,0.85,IAB20 Travel
tourist attraction tourism in andhra pradeshlist of tourist attractions and events in visakhapatnamlist of tourist attractions in vijayawada,0.85,IAB20 Travel
tourist attraction tourism in karnatakalist of tourist attractions in bangaloretourist attractions in mysore,0.85,IAB20 Travel
tourist attraction tourism in madhya pradesh,0.85,IAB20 Travel
tourist attraction tourism in jharkhand,0.85,IAB20 Travel
tourist attraction tourist attractions in west bengalplaces of interest in kolkata,0.85,IAB20 Travel
tourist attraction tourism in uttarakhand,0.85,IAB20 Travel
tourist attraction tourism in keralatourism in thiruvananthapuram,0.85,IAB20 Travel
tourist attraction tourism in gujarat,0.85,IAB20 Travel
tourist attraction tourism in bihar,0.85,IAB20 Travel
tourist attraction tourism in goa,0.85,IAB20 Travel
tourist attraction tourism in himachal pradesh,0.85,IAB20 Travel
tourist attraction tourism in jammu and kashmirtourism in ladakh,0.85,IAB20 Travel
tourist attraction tourism in haryana,0.85,IAB20 Travel
tourist attraction tourism in rajasthan,0.85,IAB20 Travel
tourist attraction tourism in uttar pradeshlist of tourist attractions in allahabad,0.85,IAB20 Travel
tourist attraction tourism in chennai,0.85,IAB20 Travel
tourist attraction tourist attractions in hyderabad,0.85,IAB20 Travel
tourist attraction tourist attractions and events in visakhapatnam,0.85,IAB20 Travel
tourist attraction tourist attractions in vijayawada,0.85,IAB20 Travel
tourist attraction tourist attractions in bangalore,0.85,IAB20 Travel
tourist attraction tourist attractions in mysore,0.85,IAB20 Travel
tourist attraction places of interest in kolkata,0.85,IAB20 Travel
tourist attraction tourism in thiruvananthapuram,0.85,IAB20 Travel
tourist attraction tourism in ladakh,0.85,IAB20 Travel
tourist attraction tourist attractions in allahabad,0.85,IAB20 Travel
tourist attraction visitor attractions in isfahan,0.85,IAB20 Travel
tourist attraction visitor attractions in kermanshah,0.85,IAB20 Travel
tourist attraction visitor attractions in shiraz,0.85,IAB20 Travel
tourist attraction visitor attractions of tabriz,0.85,IAB20 Travel
tourist attraction visitor attractions in tehran,0.85,IAB20 Travel
tourist attraction zagros paleolithic museum,0.85,IAB20 Travel
tourist attraction visitor attractions of yazd,0.85,IAB20 Travel
tourist attraction visitor attractions of khuzestan,0.85,IAB20 Travel
tourist attraction visitor attractions of kerman,0.85,IAB20 Travel
tourist attraction tourist attractions in ireland,0.85,IAB20 Travel
tourist attraction israeli museums,0.85,IAB20 Travel
tourist attraction national parks and nature reserves of israel,0.85,IAB20 Travel
tourist attraction tourist attractions in rome,0.85,IAB20 Travel
tourist attraction tourist attractions in sardinia,0.85,IAB20 Travel
tourist attraction beaches in jamaica,0.85,IAB20 Travel
tourist attraction groups of traditional buildings,0.85,IAB20 Travel
tourist attraction japanese museums,0.85,IAB20 Travel
tourist attraction japan's top 100 castles,0.85,IAB20 Travel
tourist attraction castles in japan,0.85,IAB20 Travel
tourist attraction lakes of japan,0.85,IAB20 Travel
tourist attraction museums in japan,0.85,IAB20 Travel
tourist attraction national geoparks in japan,0.85,IAB20 Travel
tourist attraction national parks of japan,0.85,IAB20 Travel
"tourist attraction special places of scenic beauty, special historic sites and special natural monuments",0.85,IAB20 Travel
tourist attraction world heritage sites in japan,0.85,IAB20 Travel
tourist attraction national treasures of japan,0.85,IAB20 Travel
tourist attraction three views of japan,0.85,IAB20 Travel
tourist attraction tourism in tokyo,0.85,IAB20 Travel
tourist attraction tourism in kuwait,0.85,IAB20 Travel
tourist attraction museums in macau,0.85,IAB20 Travel
tourist attraction tourist attractions in madagascar,0.85,IAB20 Travel
tourist attraction tourist attractions in amsterdam,0.85,IAB20 Travel
tourist attraction auckland,0.85,IAB20 Travel
tourist attraction world heritage sites in new zealand,0.85,IAB20 Travel
tourist attraction tourist attractions in nicaragua,0.85,IAB20 Travel
tourist attraction tourist attractions in pyongyang,0.85,IAB20 Travel
tourist attraction archaeological sites in pakistan,0.85,IAB20 Travel
tourist attraction biosphere reserves of pakistan,0.85,IAB20 Travel
tourist attraction barrages and headworks in pakistan,0.85,IAB20 Travel
tourist attraction beaches in pakistan,0.85,IAB20 Travel
tourist attraction birds of pakistan,0.85,IAB20 Travel
tourist attraction botanical gardens in pakistan,0.85,IAB20 Travel
tourist attraction bridges in pakistan,0.85,IAB20 Travel
tourist attraction cathedrals in pakistan,0.85,IAB20 Travel
tourist attraction caves in pakistan,0.85,IAB20 Travel
tourist attraction dams and reservoirs in pakistan,0.85,IAB20 Travel
tourist attraction endangered species in pakistan,0.85,IAB20 Travel
tourist attraction faults in pakistan,0.85,IAB20 Travel
tourist attraction festivals in pakistan,0.85,IAB20 Travel
tourist attraction forts in pakistan,0.85,IAB20 Travel
tourist attraction glaciers of pakistan,0.85,IAB20 Travel
tourist attraction hydroelectric power stations in pakistan,0.85,IAB20 Travel
tourist attraction lakes of pakistan,0.85,IAB20 Travel
