text,confidence,iab_label
scientific discipline ethics,0.85,IAB15 Science
scientific discipline proposal,0.85,IAB15 Science
scientific discipline question,0.85,IAB15 Science
scientific discipline writingargumentreferencing,0.85,IAB15 Science
scientific discipline argument,0.85,IAB15 Science
scientific discipline referencing,0.85,IAB15 Science
scientific discipline interdisciplinary,0.85,IAB15 Science
scientific discipline multimethodology,0.85,IAB15 Science
scientific discipline qualitativeart-based,0.85,IAB15 Science
scientific discipline quantitative,0.85,IAB15 Science
scientific discipline art-based,0.85,IAB15 Science
scientific discipline antipositivism,0.85,IAB15 Science
scientific discipline constructivism,0.85,IAB15 Science
scientific discipline critical rationalism,0.85,IAB15 Science
scientific discipline empiricism,0.85,IAB15 Science
scientific discipline fallibilism,0.85,IAB15 Science
scientific discipline positivism,0.85,IAB15 Science
scientific discipline postpositivism,0.85,IAB15 Science
scientific discipline pragmatism,0.85,IAB15 Science
scientific discipline realismcritical realismsubtle realism,0.85,IAB15 Science
scientific discipline critical realism,0.85,IAB15 Science
scientific discipline subtle realism,0.85,IAB15 Science
scientific discipline action research,0.85,IAB15 Science
scientific discipline art methodology,0.85,IAB15 Science
scientific discipline critical theory,0.85,IAB15 Science
scientific discipline grounded theory,0.85,IAB15 Science
scientific discipline hermeneutics,0.85,IAB15 Science
scientific discipline historiography,0.85,IAB15 Science
scientific discipline human subject research,0.85,IAB15 Science
scientific discipline narrative inquiry,0.85,IAB15 Science
scientific discipline phenomenology,0.85,IAB15 Science
scientific discipline scientific method,0.85,IAB15 Science
scientific discipline analysis,0.85,IAB15 Science
scientific discipline case study,0.85,IAB15 Science
scientific discipline content analysis,0.85,IAB15 Science
scientific discipline descriptive statistics,0.85,IAB15 Science
scientific discipline discourse analysis,0.85,IAB15 Science
scientific discipline ethnographyautoethnography,0.85,IAB15 Science
scientific discipline experimentfield experimentsocial experimentquasi-experiment,0.85,IAB15 Science
scientific discipline field research,0.85,IAB15 Science
scientific discipline historical method,0.85,IAB15 Science
scientific discipline inferential statistics,0.85,IAB15 Science
scientific discipline interviews,0.85,IAB15 Science
scientific discipline mappingcultural mapping,0.85,IAB15 Science
scientific discipline phenomenography,0.85,IAB15 Science
