text,confidence,iab_label
university algeria,0.85,IAB5 Education
university angola,0.85,IAB5 Education
university benin,0.85,IAB5 Education
university botswana,0.85,IAB5 Education
university burkina faso,0.85,IAB5 Education
university burundi,0.85,IAB5 Education
university cameroon,0.85,IAB5 Education
university cape verde,0.85,IAB5 Education
university central african republic,0.85,IAB5 Education
university chad,0.85,IAB5 Education
university comoros,0.85,IAB5 Education
university congo,0.85,IAB5 Education
university democratic republic of the congo,0.85,IAB5 Education
university djibouti,0.85,IAB5 Education
university egypt,0.85,IAB5 Education
university eritrea,0.85,IAB5 Education
university ethiopia,0.85,IAB5 Education
university equatorial guinea,0.85,IAB5 Education
university eswatini,0.85,IAB5 Education
university gabon,0.85,IAB5 Education
university the gambia,0.85,IAB5 Education
university ghana,0.85,IAB5 Education
university guinea,0.85,IAB5 Education
university guinea-bissau,0.85,IAB5 Education
university ivory coast,0.85,IAB5 Education
university kenya,0.85,IAB5 Education
university lesotho,0.85,IAB5 Education
university liberia,0.85,IAB5 Education
university libya,0.85,IAB5 Education
university madagascar,0.85,IAB5 Education
university malawi,0.85,IAB5 Education
university mali,0.85,IAB5 Education
university mauritania,0.85,IAB5 Education
university mauritius,0.85,IAB5 Education
university morocco,0.85,IAB5 Education
university mozambique,0.85,IAB5 Education
university namibia,0.85,IAB5 Education
university niger,0.85,IAB5 Education
university nigeria,0.85,IAB5 Education
university rwanda,0.85,IAB5 Education
university são tomé and príncipe,0.85,IAB5 Education
university senegal,0.85,IAB5 Education
university seychelles,0.85,IAB5 Education
university sierra leone,0.85,IAB5 Education
university somalia,0.85,IAB5 Education
university somaliland,0.85,IAB5 Education
university south sudan,0.85,IAB5 Education
university sudan,0.85,IAB5 Education
university south africa,0.85,IAB5 Education
university tanzania,0.85,IAB5 Education
university togo,0.85,IAB5 Education
university tunisia,0.85,IAB5 Education
university uganda,0.85,IAB5 Education
university zambia,0.85,IAB5 Education
university zimbabwe,0.85,IAB5 Education
university antigua and barbuda,0.85,IAB5 Education
university argentina,0.85,IAB5 Education
university bahamas,0.85,IAB5 Education
university barbados,0.85,IAB5 Education
university belize,0.85,IAB5 Education
university bolivia,0.85,IAB5 Education
university brazil,0.85,IAB5 Education
university canada,0.85,IAB5 Education
university cayman islands,0.85,IAB5 Education
university chile,0.85,IAB5 Education
university colombia,0.85,IAB5 Education
university costa rica,0.85,IAB5 Education
university cuba,0.85,IAB5 Education
university dominica,0.85,IAB5 Education
university dominican republic,0.85,IAB5 Education
university ecuador,0.85,IAB5 Education
university el salvador,0.85,IAB5 Education
university grenada,0.85,IAB5 Education
university guatemala,0.85,IAB5 Education
university guyana,0.85,IAB5 Education
university haiti,0.85,IAB5 Education
