text,iab_label,confidence
deal bargain secure checkout,IAB22 Shopping,0.8
outlet online smartphone,IAB22 Shopping,0.8
appliances accessories footwear,IAB22 Shopping,0.8
footwear store kitchen,IAB22 Shopping,0.8
bundle return policy gift,IAB22 Shopping,0.8
seasonal sale best fashion,IAB22 Shopping,0.8
fast shipping discount best,IAB22 Shopping,0.8
return policy secure checkout gift,IAB22 Shopping,0.8
appliances store delivery,IAB22 Shopping,0.8
coupon compare pickup,IAB22 Shopping,0.8
sale best seasonal sale,IAB22 Shopping,0.8
free shipping warranty fashion,IAB22 Shopping,0.8
store shop bundle,IAB22 Shopping,0.8
delivery price appliances,IAB22 Shopping,0.8
trend fast shipping laptop,IAB22 Shopping,0.8
gift home discount,IAB22 Shopping,0.8
fast shipping sale laptop,IAB22 Shopping,0.8
coupon appliances gadget,IAB22 Shopping,0.8
shop clothing fast shipping,IAB22 Shopping,0.8
footwear sale gift,IAB22 Shopping,0.8
price buy laptop,IAB22 Shopping,0.8
coupon furniture bargain,IAB22 Shopping,0.8
home pickup clothing,IAB22 Shopping,0.8
cheap seasonal sale appliances,IAB22 Shopping,0.8
reviews footwear sale,IAB22 Shopping,0.8
footwear trend buy,IAB22 Shopping,0.8
discount pickup accessories,IAB22 Shopping,0.8
discount deal shop,IAB22 Shopping,0.8
shop secure checkout clothing,IAB22 Shopping,0.8
kitchen appliances free shipping,IAB22 Shopping,0.8
trend secure checkout coupon,IAB22 Shopping,0.8
free shipping footwear laptop,IAB22 Shopping,0.8
footwear fashion deal,IAB22 Shopping,0.8
footwear coupon appliances,IAB22 Shopping,0.8
home deal membership,IAB22 Shopping,0.8
smartphone deal gift,IAB22 Shopping,0.8
buy laptop online,IAB22 Shopping,0.8
cheap kitchen reviews,IAB22 Shopping,0.8
laptop seasonal sale furniture,IAB22 Shopping,0.8
home fashion furniture,IAB22 Shopping,0.8
online accessories price,IAB22 Shopping,0.8
smartphone limited offer price,IAB22 Shopping,0.8
accessories pickup coupon,IAB22 Shopping,0.8
return policy fashion furniture,IAB22 Shopping,0.8
accessories cheap gadget,IAB22 Shopping,0.8
laptop fast shipping compare,IAB22 Shopping,0.8
coupon warranty reviews,IAB22 Shopping,0.8
deal kitchen price,IAB22 Shopping,0.8
warranty free shipping sale,IAB22 Shopping,0.8
gadget fashion online,IAB22 Shopping,0.8
discount deal accessories,IAB22 Shopping,0.8
store fast shipping compare,IAB22 Shopping,0.8
kitchen online best,IAB22 Shopping,0.8
beauty trend pickup,IAB22 Shopping,0.8
deal delivery best,IAB22 Shopping,0.8
laptop beauty trend,IAB22 Shopping,0.8
outlet membership bundle,IAB22 Shopping,0.8
warranty gift fashion,IAB22 Shopping,0.8
laptop deal secure checkout,IAB22 Shopping,0.8
beauty price secure checkout,IAB22 Shopping,0.8
outlet online secure checkout,IAB22 Shopping,0.8
outlet sale bundle,IAB22 Shopping,0.8
store appliances buy,IAB22 Shopping,0.8
membership pickup secure checkout,IAB22 Shopping,0.8
seasonal sale appliances delivery,IAB22 Shopping,0.8
gadget outlet secure checkout,IAB22 Shopping,0.8
pickup clothing best,IAB22 Shopping,0.8
gadget outlet accessories,IAB22 Shopping,0.8
buy delivery discount,IAB22 Shopping,0.8
limited offer gift home,IAB22 Shopping,0.8
laptop outlet gift,IAB22 Shopping,0.8
seasonal sale beauty reviews,IAB22 Shopping,0.8
fashion best shop,IAB22 Shopping,0.8
gift best accessories,IAB22 Shopping,0.8
furniture shop cheap,IAB22 Shopping,0.8
footwear trend free shipping,IAB22 Shopping,0.8
limited offer clothing discount,IAB22 Shopping,0.8
laptop membership footwear,IAB22 Shopping,0.8
reviews online limited offer,IAB22 Shopping,0.8
electronics compare sale,IAB22 Shopping,0.8
secure checkout compare store,IAB22 Shopping,0.8
kitchen smartphone footwear,IAB22 Shopping,0.8
gadget clothing compare,IAB22 Shopping,0.8
price buy pickup,IAB22 Shopping,0.8
laptop electronics kitchen,IAB22 Shopping,0.8
free shipping coupon reviews,IAB22 Shopping,0.8
smartphone limited offer accessories,IAB22 Shopping,0.8
shop online free shipping,IAB22 Shopping,0.8
discount return policy sale,IAB22 Shopping,0.8
sale discount fast shipping,IAB22 Shopping,0.8
clothing trend membership,IAB22 Shopping,0.8
buy home electronics,IAB22 Shopping,0.8
outlet gadget accessories,IAB22 Shopping,0.8
gift cheap price,IAB22 Shopping,0.8
furniture pickup store,IAB22 Shopping,0.8
warranty fast shipping pickup,IAB22 Shopping,0.8
delivery home deal,IAB22 Shopping,0.8
gadget electronics outlet,IAB22 Shopping,0.8
appliances discount free shipping,IAB22 Shopping,0.8
footwear limited offer smartphone,IAB22 Shopping,0.8
