text,iab_label,confidence
woman invents 3d printer creates unlimited makeup home n32000,IAB19 Technology & Computing,0.4
twitter beefs photo sharing adds tagging,IAB9 Hobbies & Interests,0.08
los angeles police confirm miley cyrus victim crime,IAB12 News,0.41
netflix amazon prime best,IAB1 Arts & Entertainment,0.17
london transport protest uber brought city chaos,IAB20 Travel,0.68
oco2 lifts carboncounting mission,IAB15 Science,0.31
barclays cull investment bank 7000 job cuts,IAB3 Business,0.39
new pound coin designed combat counterfeiting,IAB12 News,0.16
pathogens live week airplane seatback pockets,IAB20 Travel,0.38
maggie q goes commando,IAB24 Uncategorized,0.12
building materials giants holcim lafarge merge,IAB3 Business,0.59
infosys adr plunges 6 even us stocks finished mostly higher,IAB19 Technology & Computing,0.4
heartbleed disclosure timeline knew,IAB12 News,0.26
digital bill rights urged,IAB24 Uncategorized,0.13
julia louisdreyfus bares hilarious gq photo shoot,IAB1 Arts & Entertainment,0.24
forex market eurusd edges lower following betterthanexpected us,IAB12 News,0.18
yahoo unveils new programming,IAB12 News,0.21
local metal band lead singer sentenced murder plot,IAB1 Arts & Entertainment,0.16
twitter government requests user data increased sharply 2014,IAB24 Uncategorized,0.1
review dont need kids enjoy muppets wanted,IAB1 Arts & Entertainment,0.24
heres much money targets ceo leaving wake,IAB3 Business,0.16
american top 40 radio king casey kasem dies age 82 wvideo,IAB9 Hobbies & Interests,0.1
morning jolt walmart cuts iphone prices 99,IAB19 Technology & Computing,0.21
movie review snowpiercer delivers rich human drama,IAB1 Arts & Entertainment,0.28
cocacola sells drinks soda dips profit declines 8 percent,IAB3 Business,0.31
week google glass,IAB24 Uncategorized,0.13
facebook turns cautious,IAB24 Uncategorized,0.15
ferrell doppelgänger chad smith settle rivalry delightful,IAB1 Arts & Entertainment,0.1
300 rise empire knocked mr peabody sherman way back box,IAB3 Business,0.18
htc volantis 9inch nexus tablet 64bit processor board,IAB19 Technology & Computing,0.51
new jersey lawmakers vote tesla sales,"IAB11 Law, Gov’t & Politics",0.21
public transit use us 57year high report finds,IAB20 Travel,0.49
alabamas cj harris american idol top 11 performance recap video poll,IAB17 Sports,0.37
jeopardy host alex trebek sets guinness world record,IAB14 Society,0.09
apple expands iphone ipad tradein program australia,IAB19 Technology & Computing,0.29
chinas manufacturing pmi beats expectations,IAB3 Business,0.44
apple incs iphone 6 47inch display enter production may sources say,IAB19 Technology & Computing,0.52
paul walkers brothers finish fast furious 7,IAB16 Pets,0.12
breast cancer deaths plunge british fall fastest europe last two,IAB14 Society,0.18
astromers using pasadenadeveloped telescope find new planet,IAB15 Science,0.56
gm recalls 32m vehicles ignition defect,IAB2 Automotive,0.59
finavera wind energy acquire solar alliance america,IAB3 Business,0.17
singled jenny mccarthy engaged donnie wahlberg,IAB12 News,0.16
delayed umbical chord clamping improves iron level newborns,IAB6 Family & Parenting,0.24
miley cyrus miley cyrus miserable pet pooch floyds death,IAB16 Pets,0.84
apple fight google smart home supremacy report,IAB19 Technology & Computing,0.17
medical marijuana bill gets another hearing,"IAB11 Law, Gov’t & Politics",0.28
freemarket advocates say fccs proposed internet regulations,"IAB11 Law, Gov’t & Politics",0.2
solarcity buys big lower solar costs,IAB3 Business,0.19
nearly major us banks pass annual fed stress tests zions bancorp falls short,IAB3 Business,0.18
target subscription service expands tenfold,IAB24 Uncategorized,0.13
flappy bird definitely return,IAB20 Travel,0.16
save 20 month smartphone bill,IAB13 Personal Finance,0.19
james maslow dancing stars cha cha cha video 51214 dwts,IAB1 Arts & Entertainment,0.22
chris colfer isnt leaving glee twitter account hacked,IAB1 Arts & Entertainment,0.4
two habitable planets never actually existed,IAB24 Uncategorized,0.24
embattled blackberry beats expectations first quarter company cuts,IAB19 Technology & Computing,0.18
egypt raises electricity prices state news agency,IAB12 News,0.54
house cards corey stoll joining antman,IAB14 Society,0.21
apples tim cook sees recent decline ipad sales speed bump,IAB19 Technology & Computing,0.17
us flash boys style lawsuit slashes 25bn barclays stock value,IAB3 Business,0.24
disney announces sequels incredibles yes cars,IAB2 Automotive,0.33
normal heart meet characters hbo film,IAB1 Arts & Entertainment,0.19
judge joe best defense get offensive,IAB24 Uncategorized,0.16
another sign twitter went public early,IAB19 Technology & Computing,0.21
hillary clinton sit fox news june report,IAB12 News,0.81
rncs poor memory paycheck fairness,IAB24 Uncategorized,0.12
stop saying pregnant mila warns future dads,IAB6 Family & Parenting,0.27
worlds worst ever ebola crisis west africa deepens 500 dead,IAB12 News,0.39
kate wills posh becks lead celebrity couples wimbledon,IAB3 Business,0.26
oscarnommed joaquin phoenix topline woody allens next film,IAB1 Arts & Entertainment,0.23
dr dres apple deal make richest man hiphop,IAB8 Food & Drink,0.29
ford chrysler announce large recalls,IAB2 Automotive,0.62
argentina defaults three points,IAB24 Uncategorized,0.11
facebook messenger looking like snapchat,IAB24 Uncategorized,0.14
nasa discovers earthlike planet yet,IAB15 Science,0.54
donnelly raises stress disorder awareness,IAB12 News,0.29
report youtube enters talks acquire twitch 1 billion,IAB12 News,0.36
zara fire kids shirt resembling holocaust uniform,IAB12 News,0.12
procter gamble shares jump profit beats estimates,IAB3 Business,0.27
stocks take breather small caps dip us assets pricey,IAB3 Business,0.13
phil collins talks beamer alamo donation,IAB2 Automotive,0.22
amazon launches streaming music service,IAB24 Uncategorized,0.14
really darling im using instagram twitter,IAB18 Style & Fashion,0.1
creationism ignored cosmos actually focus,IAB24 Uncategorized,0.34
samsung wants health data plan,IAB7 Health & Fitness,0.15
yellen low rates long time full employment 2016,IAB24 Uncategorized,0.12
could ireland onestop shop europes new online privacy laws,IAB22 Shopping,0.22
mice study may offer fountain youth humans,IAB7 Health & Fitness,0.12
epas carbon rule seeks keep nuclear plants service,"IAB11 Law, Gov’t & Politics",0.23
citigroup adds danaher dhr us focus list,IAB3 Business,0.25
googles next big thing cardboard,IAB19 Technology & Computing,0.25
fiat investors vote chrysler merger ease access cash us investors,IAB2 Automotive,0.49
benzingas top premarket gainers,IAB3 Business,0.13
germany ready help greece needs money,IAB13 Personal Finance,0.14
gamestop shares fall 4q results,IAB17 Sports,0.2
chinas ppi 11 percent june cpi 23 percent,IAB20 Travel,0.09
fandango credit karma may exposed users personal information,IAB12 News,0.16
us job growth eases tops 200k 6th month nbc40net,IAB12 News,0.27
graco agrees recall infant car seats,IAB6 Family & Parenting,0.17
barnes noble begins new chapter company spinoff nook business,IAB3 Business,0.77
riders relieved philadelphia rail strike wsmv channel 4,IAB12 News,0.31
19yearold texas cheerleader criticized endangered species thrill kills,IAB1 Arts & Entertainment,0.19
hong kong hits back chinese media unofficial democracy poll,IAB12 News,0.17
coach earnings beat fall yy analyst blog,IAB3 Business,0.22
microsoft develops universal translator,IAB19 Technology & Computing,0.18
amazon fire tv launched price review,IAB19 Technology & Computing,0.22
leaked un report warns climate change risks,IAB12 News,0.71
apple pushes hard enterprise ibm partnership,IAB3 Business,0.55
samsung galaxy s5 rounding early reviews,IAB19 Technology & Computing,0.21
bill would make early warning auto data public,IAB2 Automotive,0.29
baby largest hospital seen decade,IAB24 Uncategorized,0.17
facebook makes finlandbased mobile app acquisition,IAB19 Technology & Computing,0.19
kick weekend early frozenthriller mashup thats gone viral,IAB1 Arts & Entertainment,0.16
cbs 1st quarter earnings rise despite lower ad sales,IAB12 News,0.26
study says cynicism affects health poses risk dementia,IAB15 Science,0.55
skin cancer rates spike generation sunbathing tanning beds,IAB20 Travel,0.09
letter combating climate crisis locally,IAB12 News,0.59
sxsw tyler creator arrested inciting riot,IAB17 Sports,0.26
recap rolf harris disguised dark side character trained sex victim,IAB1 Arts & Entertainment,0.17
facebook played emotions secret social experiment,IAB14 Society,0.27
fda approves lifesaving overdose device,"IAB11 Law, Gov’t & Politics",0.2
cherry tree space baffles japan,IAB24 Uncategorized,0.14
carney signals earlier uk rate rise sterling soars,IAB12 News,0.14
orphan black nature constraint vexed,IAB24 Uncategorized,0.19
buffett cocacola easily reduce pay plan,IAB8 Food & Drink,0.2
look sky july 3,IAB12 News,0.08
amtrak train slams truck tracks,IAB20 Travel,0.82
russian defence minister says ukrainian troops left crimea report,IAB12 News,0.27
jason aldean dating girl caused divorce idol alum brittany kerr,IAB12 News,0.14
new ford ceo mark fields make 525m pay bonuses,IAB3 Business,0.24
refileecb tested pushback bank review rules begins,IAB3 Business,0.22
colon cancer rates drop screening goes,IAB12 News,0.14
us health chief admits major safety failures,IAB12 News,0.22
childhood obesity inflates medical costs 19000 lifetime,IAB13 Personal Finance,0.29
emc sticks favoring long trade earningsdriven premarket moves,IAB3 Business,0.11
voices weird wonderful ways sxsw,IAB15 Science,0.24
end road car official india,IAB2 Automotive,0.5
sons anarchy season 7 updates courtney love joins soa cast finales,IAB12 News,0.25
tmobile made millions bogus charges ftc says,IAB2 Automotive,0.33
brad pitt opens vitalii sediuk red carpet attack cracked twice,IAB17 Sports,0.18
zacks analyst blog highlights peabody energy first solar noble energy,IAB12 News,0.22
todays hot stocks ptc therapeutics inc nasdaqptct newlead,IAB3 Business,0.19
