text,iab_label,confidence
egypts army testing miraculous device could cure aids hepatitis c,IAB15 Science,0.25
winter never coming,IAB24 Uncategorized,0.3
prescriptions contraceptives skyrocket affordable care act says new,IAB12 News,0.59
black sheep bachelor juan pablo galavis slammed bachelor finale,IAB12 News,0.2
ipcc climate impacts report glance,IAB24 Uncategorized,0.13
us rapper benzino shot injured mothers funeral procession,IAB12 News,0.18
apple fanboys rush download microsoft software,IAB19 Technology & Computing,0.42
peanuts watch first movie trailer,IAB24 Uncategorized,0.22
snack could prevent fight spouse,IAB8 Food & Drink,0.37
james franco adapting cormac mccarthys child god,IAB6 Family & Parenting,0.2
murray crashes bachelor party gives speech,IAB1 Arts & Entertainment,0.13
microsoft office goes fully free iphone android phones,IAB3 Business,0.3
mad men ending sight,IAB24 Uncategorized,0.18
top 10 mtv movie awards hosts,IAB1 Arts & Entertainment,0.25
south africa safe visitors says airline,IAB20 Travel,0.52
mysterious magic island appears saturns moon,IAB20 Travel,0.12
honda profit jumps 196 14 billion,IAB2 Automotive,0.24
dutch teenage girl tweets terrorist threat american airlines turns,IAB20 Travel,0.3
microsoft hurries fix security flaw browser,IAB19 Technology & Computing,0.26
mick jagger mourns girlfriend lwren scott private hollywood funeral,IAB6 Family & Parenting,0.18
samples greenland ice sheet reveal ancient tundra,IAB15 Science,0.51
identical twins offer unique chance space study,IAB15 Science,0.21
justin bieber defends deposition behaviour,IAB1 Arts & Entertainment,0.14
slow data day eurozone construction output release,IAB3 Business,0.24
hummus recall affects target trader joes brands,IAB3 Business,0.16
amazon worker deaths examined us labor department,IAB12 News,0.28
gwen stefani join voice us,IAB14 Society,0.08
jamie foxx play mike tyson new biopic movie life story,IAB17 Sports,0.28
samsung galaxy note 4 leaked specs 4gb ram 2k display 201mp camera,IAB19 Technology & Computing,0.48
mesfin fekadu associated press,IAB12 News,0.32
nintendo shows nfc mario figurine wii u 3ds,IAB17 Sports,0.43
revealing raped child pamela anderson opens,IAB12 News,0.71
protesters arrested pay fight mcdonalds hq,IAB3 Business,0.46
cleareyed look polio,IAB24 Uncategorized,0.12
beyonce jayz launch tour end tours video,IAB20 Travel,0.62
tunisian economy strengthen imf,IAB3 Business,0.22
phone kill switch makers carriers agree safety measure 2015,IAB3 Business,0.14
next phase googles driverless cars brakes steering wheel,IAB2 Automotive,0.4
spongebob squarepants takes hilarity land sponge,IAB1 Arts & Entertainment,0.24
aereo decision 5 likely scenarios whats next,IAB24 Uncategorized,0.11
taco bell launches breakfast menu,IAB8 Food & Drink,0.81
google glass launches uk explorer scheme open british adults,IAB20 Travel,0.23
ive fired glee chris colfer reveals twitter account hacked,IAB12 News,0.16
cotton white version google glass sells public sale,IAB22 Shopping,0.16
look biggest us global ipos,IAB19 Technology & Computing,0.27
3 die mers,IAB24 Uncategorized,0.08
stay safe sun knowing best sunscreen options,IAB20 Travel,0.1
halo 5 guardians receives first concept art desert outpost revealed,IAB1 Arts & Entertainment,0.33
amazing spiderman 2 review bad building blocks,IAB24 Uncategorized,0.19
police visited virgin killer elliot rodgers apartment one month rampage,IAB12 News,0.16
uk inflation falls 4½year low may house prices soar,IAB12 News,0.14
general motors inspect recall,IAB2 Automotive,0.43
awesome celebrity tweets sharknado 2 second one,IAB24 Uncategorized,0.11
lwren scott laid rest los angeles funeral attended mick jagger,IAB1 Arts & Entertainment,0.12
broadcasters may seek payout aereo supreme court ruling,IAB12 News,0.2
bofa q2 weighed litigation doj deal looms bac jpm,IAB3 Business,0.71
yahoo nominates three new directors mayers pay drops 1,IAB12 News,0.26
tango announces 280 million funding led alibaba,IAB3 Business,0.46
caterpillars fall hurts dow despite home depots earnings bounce,IAB13 Personal Finance,0.17
selena gomez justin bieber together,IAB1 Arts & Entertainment,0.12
new ios devices year feature touch id kgi analyst says,IAB19 Technology & Computing,0.39
courtney robertson nikki juan pablo free moving exclusive,IAB20 Travel,0.15
3m co continue drive dow higher,IAB20 Travel,0.3
disasterstruck malaysia airlines change name report,IAB12 News,0.28
short takes april 25 2014,IAB12 News,0.12
toddler forced pee airplane seat 3yearold girl denied bathroom,IAB20 Travel,0.7
yellen warns housing weakness weighing us recovery,IAB21 Real Estate,0.64
argentina wants sue us world court debt dispute,IAB3 Business,0.15
mh370 search could take really long time says mas commercial chief,IAB3 Business,0.76
miley cyrus remain hospitalized extreme allergic reaction antib,IAB6 Family & Parenting,0.13
personal privacy versus free speech battle,IAB24 Uncategorized,0.28
new compass needed global economy,IAB3 Business,0.23
nz dollar extends rise nearly 3month high yen,IAB12 News,0.31
nick cannon stands behind new whiteface character,IAB24 Uncategorized,0.12
new evidence oceans deep earth,IAB12 News,0.67
update 2credit suisse talks pay 16 bln resolve us tax probe source,IAB12 News,0.52
candy crush bosses make millions 77bn new york float,IAB3 Business,0.28
elon musk lays vision humanitys solar energy future,IAB15 Science,0.18
candy crush maker posts record revenue 2nd update,IAB3 Business,0.4
worst cities spring allergies 2014 louisville ky tops list,IAB12 News,0.15
merck gets us green light allergy immunotherapy,IAB12 News,0.18
google barnes noble take aim amazons sameday book delivery,IAB17 Sports,0.16
bachelorette superlatives andi goes embarrassing,IAB24 Uncategorized,0.11
asia stocks rise first time five days led telecoms,IAB12 News,0.25
zillows deal trulia driven cost cutting corporate cultures,IAB3 Business,0.47
noah sails top north american box office,IAB1 Arts & Entertainment,0.36
like good neighbors spider man dethroned one week,IAB12 News,0.15
microsoft start selling xbox one china september,IAB19 Technology & Computing,0.28
