text,iab_label,confidence
nokias sub100 lumia 630 go sale 29th may,IAB12 News,0.14
fda gives green signal robotic arm capable performing complex tasks,IAB12 News,0.11
gold drifts lower 1272 ounce,IAB12 News,0.11
miley cyrus criticized exploiting homeless man vmas,IAB12 News,0.22
lights go moscow earth hour,IAB23 Religion & Spirituality,0.1
facebooks messenger app adds video sharing feature,IAB3 Business,0.15
dc ranked fittest city nation,IAB7 Health & Fitness,0.15
touring fleetwood mac christine mcvie set north american tour,IAB20 Travel,0.59
tv review fargo takes source material promising new direction,IAB20 Travel,0.13
nigeria becomes biggest economy south africa,IAB3 Business,0.46
dow closes 17000 strong jobs report,IAB12 News,0.26
selena gomez caught justin bieber cheating report,IAB12 News,0.6
oneplus one cyanogenmod running smartphone launched features 1080p,IAB19 Technology & Computing,0.18
futuristic electromagnetic railgun tested us,IAB15 Science,0.15
war johnny weirs nude photo revealed splits husband,IAB12 News,0.35
kim kanye even worst thing vogue cover,IAB18 Style & Fashion,0.14
fannie freddie post solid earnings first quarter,IAB3 Business,0.3
tesla partner mobileye valued 5 billion ipo,IAB19 Technology & Computing,0.3
update 1te connectivity buy sensor maker 17 bln,IAB3 Business,0.25
angelina jolie admits rare position rich famous mom,IAB6 Family & Parenting,0.28
windows xp users bribed 100 windows 8 devices,IAB19 Technology & Computing,0.22
sixlegged outrunner robot reaches speeds 20mph video,IAB20 Travel,0.22
nasa test giant saucer earth mars landing,IAB15 Science,0.45
pikes peak rider bobby goodin reportedly airlifted hospital,IAB17 Sports,0.27
apples new macbook air cheapest one ever,IAB19 Technology & Computing,0.58
eurozone inflation stays 05,IAB24 Uncategorized,0.11
conscious uncoupling mean gwyneth paltrow,IAB24 Uncategorized,0.26
tmobile need sprint scale,IAB2 Automotive,0.71
microsoft give 100 upgrade windows xp computer,IAB19 Technology & Computing,0.48
ecb boe want lenient loan rules,IAB3 Business,0.48
30 percent spike autism diagnosis cdc says,IAB12 News,0.24
video destinys child back together sort,IAB6 Family & Parenting,0.32
iata members set steps needed tackle problem unruly passengers,IAB20 Travel,0.2
west nile virus found mosquitos ft collins,IAB15 Science,0.17
investor sentiment tech goes giddy glum,IAB19 Technology & Computing,0.2
largest study world see whether mobile phones affect teenage brains,IAB15 Science,0.47
twitter coo ali rowghani resigns tweets goodbye,IAB24 Uncategorized,0.1
5 reasons johnny depp amber heard hot queer weirdo couple,IAB1 Arts & Entertainment,0.15
mers cases decline vigilance urged hajj,IAB23 Religion & Spirituality,0.27
american idol 2014 predictions top 9 voted tonight,IAB1 Arts & Entertainment,0.15
posted muhammad iqbal,IAB12 News,0.23
nevzlin pleased hague court ruling yukos,IAB12 News,0.1
health care law changes challenging obamacare legacy,"IAB11 Law, Gov’t & Politics",0.34
michael jacksons new album xscape release may apr 1 334 pm,IAB1 Arts & Entertainment,0.29
carney revamps bank england says avoid past flaws,IAB3 Business,0.62
cosmos evolution segment cut fox affiliate broadcast,IAB15 Science,0.49
contractor get 300 days complete malaysia airlines flight 370 search,IAB3 Business,0.2
scientists replicate environment planet mars earth,IAB15 Science,0.51
china spots new possible plane debris southern indian ocean,IAB12 News,0.36
boeing lifts profit outlook,IAB3 Business,0.43
data storage firm box files ipo 250 million,IAB3 Business,0.24
mrv joins russell microcap index,IAB3 Business,0.1
gm recalls current gen chevy camaros ignition switch problems,IAB2 Automotive,0.69
human nose detect one trillion smells 10000 previously,IAB15 Science,0.19
bruce jenner walk kim kardashian aisle,IAB22 Shopping,0.12
secret life freddie mecury 10 amazing facts queen icon,IAB12 News,0.11
labor market crisis half unemployed stopped looking work,IAB3 Business,0.24
gary oldman forced pr apology campaign,"IAB11 Law, Gov’t & Politics",0.13
dan auerbach lana del rey bumped heads making ultraviolence,IAB6 Family & Parenting,0.12
festival scope founders mathilde henrot alessandro raja tell wendy,IAB1 Arts & Entertainment,0.32
chinese hackers reportedly took moving tesla car,IAB2 Automotive,0.44
jamie lynn spears wedding photos britney spears,IAB1 Arts & Entertainment,0.11
de blasio chastises defends nyclass pal threatened daily news,IAB12 News,0.53
ads pushing app downloads coming twitter,IAB24 Uncategorized,0.13
us banking majors pass fed test,IAB3 Business,0.3
illinois sues 2 studentloan debtrelief firms,"IAB11 Law, Gov’t & Politics",0.21
justin bieber meets racial slur storm earnest apology louis,IAB12 News,0.24
stronger rules needed flight paths mas official,IAB12 News,0.15
upon time finds elsa frozen,IAB24 Uncategorized,0.13
use antipsychotic drugs linked drop violent crime,IAB14 Society,0.1
ecowas countries must unite combat ebola,IAB14 Society,0.2
dancing stars 2014 recap 42814 season 18 episode 7,IAB1 Arts & Entertainment,0.23
study finds spirit complained airline,IAB15 Science,0.23
paul simon edie brickell due back court disorderly conduct case,IAB16 Pets,0.18
beyonce jay zs run tour set list see,IAB20 Travel,0.5
twitter nyse twtr stock plummeted 10 earnings,IAB17 Sports,0.15
holy week traditions abound,IAB23 Religion & Spirituality,0.66
yahoo focus alibaba display business,IAB3 Business,0.84
feline facial recognition feeder paves way quantified cats,IAB19 Technology & Computing,0.16
chance euus trade deal 2014,IAB12 News,0.2
busy week experiments spacewalk prep iss,IAB20 Travel,0.28
san francisco leader proposes phone kill switch law,"IAB11 Law, Gov’t & Politics",0.32
twitter responds virgin killer elliot rodgers massacre,IAB12 News,0.17
apples macbook airs got faster 100 cheaper,IAB19 Technology & Computing,0.37
facebook collect user data offer control ads,IAB24 Uncategorized,0.11
joe manganiello crush sofia vergara,IAB8 Food & Drink,0.28
eurusd dips solid personal spending data,IAB13 Personal Finance,0.51
qualcomm buys wigig startup wilocity,IAB19 Technology & Computing,0.24
bayer buys mercks consumer care drugs business 142b,IAB3 Business,0.61
artist creates replica van goghs ear using living cells relative,IAB1 Arts & Entertainment,0.41
iihs rates best used cars teens,IAB2 Automotive,0.28
point shoot zero motivation top tribeca film festival awards republic,IAB1 Arts & Entertainment,0.21
911 memorial museum open doors,IAB24 Uncategorized,0.15
jackson worth dead alive,IAB12 News,0.14
predict 14yearolds bingedrinkers 16 brain,IAB8 Food & Drink,0.23
samsung tablets richer colors screens,IAB19 Technology & Computing,0.18
bank america bac expect,IAB3 Business,0.72
biebers hostile bizarre deposition,IAB24 Uncategorized,0.18
every year music festivals feature bigger better lineups,IAB1 Arts & Entertainment,0.27
alibaba buy stake singpost,IAB3 Business,0.4
la quinta declines 1st day nyse,IAB12 News,0.2
chris brown jail june judge pushes back trial,"IAB11 Law, Gov’t & Politics",0.22
55 530pm area cinco de mayo celebrations underway,IAB1 Arts & Entertainment,0.18
medtronic mdt covidien cov reach agreement merger,IAB19 Technology & Computing,0.27
paul walker replaced cgi body doubles fast furious 7,IAB19 Technology & Computing,0.1
yahoo stock rating reaffirmed cantor fitzgerald yhoo,IAB12 News,0.33
underfunded project keeping web secure,IAB24 Uncategorized,0.55
correctedas buffett praises bnsf railroad customers rail delays,IAB12 News,0.16
apple reportedly working itunes app android music streaming,IAB19 Technology & Computing,0.31
james franco zac efron justin timberlake inside,IAB17 Sports,0.11
hackers claim mt gox ceo mark karpeles held stolen customer bitcoins,IAB12 News,0.2
6 test negative mers virus uae,IAB15 Science,0.12
stemcell research health benefits outweigh risks copying humans,IAB15 Science,0.3
apple launches entry level 215 inch allinone desktop imac rs 79900,IAB19 Technology & Computing,0.55
comicbook bio kurt cobain set april,IAB1 Arts & Entertainment,0.2
want apple make itv instead iwatch,IAB1 Arts & Entertainment,0.19
