text,iab_label,confidence
doctors recommend reading babies birth,IAB24 Uncategorized,0.13
neighbors review 2,IAB14 Society,0.18
north korea hates seth rogens new movie,IAB1 Arts & Entertainment,0.11
tuesday ben jerrys annual free cone day,IAB8 Food & Drink,0.43
train dragon 2 let fantasy take flight,IAB1 Arts & Entertainment,0.28
lana del rey tops uk album chart ultraviolence,IAB1 Arts & Entertainment,0.21
lwrens funeral plans underway,IAB24 Uncategorized,0.15
midseason finale mad men one giant leap forward,IAB12 News,0.13
barrymore cant save sandlers blended,IAB17 Sports,0.17
meg ryan voice met dad,IAB6 Family & Parenting,0.38
seattle couple thrown dumpster garbage truck gm faces criminal,IAB12 News,0.41
review microsofts new surface pro tablet works laptop comes trade,IAB19 Technology & Computing,0.49
leonardo dicaprio sets revenant next film,IAB1 Arts & Entertainment,0.22
microsoft may cut back original xbox television series plans,IAB19 Technology & Computing,0.18
sbarro files bankruptcy,IAB13 Personal Finance,0.37
hope love hilary duff goes geeky office worker sexy bikini siren,IAB18 Style & Fashion,0.19
texas teen fire africa hunting pictures,IAB20 Travel,0.26
netflix confirms huge european expansion,IAB1 Arts & Entertainment,0.19
facebook nearby friends feature available android ios users,IAB20 Travel,0.08
nasa curiosity rover latest photo still puzzles,IAB15 Science,0.19
wheat vs rice chinas northsouth culinary divide shapes personality,IAB8 Food & Drink,0.41
bp warns russia sanctions profits soar,IAB3 Business,0.24
htcs new flagship one phone 5inch display dual cameras,IAB19 Technology & Computing,0.29
michael stipe backstage 2014 rock roll hall fame ceremony,IAB1 Arts & Entertainment,0.29
asus working cheapest android wear smartwatch likely unveiled,IAB19 Technology & Computing,0.16
star wars episode vii filming finally begins,IAB1 Arts & Entertainment,0.55
oil prices libyan deal,IAB3 Business,0.33
bank america suspends plans hike dividend buy back shares,IAB3 Business,0.48
kurdish oil tanker texas coast huh,IAB12 News,0.44
fury trailer scary chaotic really good,IAB1 Arts & Entertainment,0.19
twitter flies strong numbers,IAB19 Technology & Computing,0.08
parents arms full bundles joy,IAB6 Family & Parenting,0.51
real thing russell crowe hits climate change london noah,IAB12 News,0.24
tv review orphan black characters sell stories,IAB12 News,0.18
polio world health emergency says,IAB12 News,0.32
oscar pistorius murder trial yet,IAB12 News,0.2
electric car comes age,IAB2 Automotive,0.5
french manufacturing pmi falls 3month low 493 may,IAB3 Business,0.34
fee warning label posed 401ks,IAB4 Careers,0.17
called fat may increase obesity risk girls,IAB24 Uncategorized,0.13
recall alert 20042008 chevrolet aveo,IAB2 Automotive,0.64
hidden google shows right forgotten pointless,IAB24 Uncategorized,0.72
michael schumacher medical files sale,IAB22 Shopping,0.4
bmw sees clear growth 2014 pretax profit update,IAB3 Business,0.73
outrage turkeys twittter ban ahead polls us concerned,IAB12 News,0.33
yahoo hold bigger stake postipo alibaba,IAB3 Business,0.33
britney spears sued dancers broken nose,IAB1 Arts & Entertainment,0.17
bill gates microchips develop remote control birth control chip,IAB15 Science,0.19
daily dish,IAB8 Food & Drink,0.3
report pokerstars sold amaya gaming,IAB12 News,0.71
case antibacterial soap,IAB24 Uncategorized,0.12
singer excited fly flag uk,IAB1 Arts & Entertainment,0.19
sperm semen defect may shorten life span infertile men study,IAB15 Science,0.34
fleetwood mac back reunion tour happens raining,IAB2 Automotive,0.24
asiana says boeings 777 needs cockpit warnings airspeed,IAB12 News,0.19
elon musk says tesla ecar patents public,IAB2 Automotive,0.38
climate change imperatives shaping future paths asia driver world,IAB20 Travel,0.17
took als ice bucket challenge,IAB17 Sports,0.23
cant file april 15 nearly 147000 ct taxpayers expected file extensions,IAB24 Uncategorized,0.16
candy crush maker king plans go public,IAB3 Business,0.3
first supermoon 2014 makes debut summer skies,IAB15 Science,0.14
microsofts new surface tablet pitched laptop replacement,IAB19 Technology & Computing,0.57
nasa provide details soon 2020 mars mission,IAB12 News,0.22
michigan gas prices rise 2 cents past week,IAB12 News,0.14
parents habits may blame childs obesity risk researchers say,IAB6 Family & Parenting,0.33
scientists discover megaearth examining kepler telescope data,IAB15 Science,0.77
zuckerberg gains stock options,IAB3 Business,0.18
jason momoa hints antihero aquaman batman v superman dawn,IAB1 Arts & Entertainment,0.41
detroit retirees denounce bankruptcy plan,IAB13 Personal Finance,0.24
sprint start selling wireless plan connects social media,IAB12 News,0.11
secret study conducted facebook users,IAB24 Uncategorized,0.3
selena gomez cuts toxic jenner sisters,IAB6 Family & Parenting,0.17
west nile virus found county,IAB12 News,0.17
world stock markets struggle direction wall street takes pause,IAB3 Business,0.4
american stops orbitz posts,IAB24 Uncategorized,0.15
todays shocker ryan gosling rachel mcadams loathed,IAB12 News,0.67
elon musk seeks hasten shift solar building factory,IAB3 Business,0.3
