text,iab_label,confidence
1000apill hepatitis c drug jolts us health care system,IAB12 News,0.25
whats happening hippop dave chappelle reveals story first,IAB12 News,0.4
planetary scientist colin pillinger dies brain haemorrhage,IAB15 Science,0.42
game thrones recap s4 e6 laws gods men,IAB17 Sports,0.2
mccarthy still sometimes taken aback fame,IAB24 Uncategorized,0.11
7 servings fruits vegetables day keeps death bay,IAB8 Food & Drink,0.17
galaxy tab preorder uk prices start 330,IAB24 Uncategorized,0.08
macklemores musical partner ryan lewis pranks fans duo,IAB1 Arts & Entertainment,0.15
dominos pizza hacked customer database held ransom,IAB8 Food & Drink,0.84
sofia coppola headed sea little mermaid,IAB1 Arts & Entertainment,0.18
laverne cox bares cleavage wows white 2014 emmys picture,IAB1 Arts & Entertainment,0.35
relics nyc worlds fair eyesores icons,IAB12 News,0.1
star wars pip andersen crystal clarke join cast,IAB1 Arts & Entertainment,0.38
heres unlock hijacked ipad iphone,IAB19 Technology & Computing,0.27
gender nonconforming teen boy forced remove makeup taking,IAB24 Uncategorized,0.15
apple patent suggests super resolution cameras coming future iphones,IAB19 Technology & Computing,0.29
sierra leones president calls citizens fight ebola,IAB12 News,0.21
gm chief executive barra apologizes deaths tied recalled cars,IAB2 Automotive,0.26
kill switch coming us phones 2015,IAB12 News,0.15
titanfall released excellent reviews plagued low 792p resolution,IAB1 Arts & Entertainment,0.24
ny times launches 2 new subscription plans,IAB12 News,0.33
netflix delivers 4k streams house cards documentaries,IAB24 Uncategorized,0.11
europe alert ebola fears grow,IAB12 News,0.35
dramatic drop colon cancer rates thanks screenings research,IAB12 News,0.26
senegal shuts land border guinea prevent ebola spreading,IAB20 Travel,0.14
twin sisters born holding hands,IAB6 Family & Parenting,0.41
stephen colbert visits david letterman future late show home yes,IAB1 Arts & Entertainment,0.23
nintendo co ltd 7974 lost 229 million fiscal year,IAB3 Business,0.32
misconceptions myths google clears air glass,IAB24 Uncategorized,0.19
microsoft kills windows xp security updates turning millions computers,IAB19 Technology & Computing,0.46
watch chris martin peter gabriel perform washing water rock,IAB1 Arts & Entertainment,0.28
first kurdistan oil export welcome news us oil companies,IAB12 News,0.68
explorer lives undersea 31 days groundbreaking mission,IAB15 Science,0.27
ono solid 2013,IAB24 Uncategorized,0.26
jonah hill apologizes regarding hurtful comments,IAB12 News,0.19
oscarnominated filmmaker making documentary may expose bryan singer,IAB12 News,0.18
pilgrims pride reportedly ups offer hillshire,IAB12 News,0.2
slow cut prices whole foods punished,IAB8 Food & Drink,0.21
watch dogs ps4 vs xbox one vs ps3 vs xbox 360 headtohead gif,IAB17 Sports,0.4
obama signal hell open atlantic coast drilling,IAB12 News,0.29
cupcake shop owner craze isnt dead,IAB8 Food & Drink,0.65
smith jada pinkett smiths laidback parenting style working,IAB6 Family & Parenting,0.46
threedecade effort eradicate polio peril,IAB24 Uncategorized,0.16
passengers stage 18hour sit flight cancelled,IAB20 Travel,0.57
mara wilson shoots mrs doubtfire 2 twitter,IAB12 News,0.1
overnight energy justices back epa greenhouse gas permits,IAB12 News,0.27
lets get real ways women use style compete one another,IAB18 Style & Fashion,0.23
welcome miley cyrus 101 5 bizarre college courses,IAB24 Uncategorized,0.13
microsoft unveils longawaited office apps ipad,IAB19 Technology & Computing,0.48
pilot error blame crash asiana flight 214,IAB12 News,0.2
girl fights school right attend class shaved head,IAB5 Education,0.28
rajat guptas conviction insider trading upheld us court,IAB3 Business,0.2
budget 2014 live coverage,IAB12 News,0.23
muppets wanted review sequels never quite good,IAB24 Uncategorized,0.19
florida driver learns instant karma poll video,IAB12 News,0.28
mccartney still ill cancels south korea concert us leg tour still planned,IAB20 Travel,0.4
handson preview destiny alpha release,IAB12 News,0.15
herbalife discloses civil probe federal trade commission,IAB3 Business,0.24
yoga mat ingredient almost subway bread,IAB7 Health & Fitness,0.18
argentina step closer defaulting debt,IAB12 News,0.21
harry potter back jk rowling releases new story online,IAB12 News,0.3
inheritance loss americas new wealthy little offer society,IAB14 Society,0.75
abominable travesty equates jay leno mark twain,IAB24 Uncategorized,0.12
divergent nymphomaniac volume,IAB24 Uncategorized,0.14
russell stover bought 1 billion,IAB3 Business,0.23
akb48 cancels events attack,IAB24 Uncategorized,0.15
video avril lavignes official video hello kitty kind destroying,IAB16 Pets,0.18
kanye west kim kardashians hollywood invasion divides florence,IAB1 Arts & Entertainment,0.29
250 emojis released soon,IAB24 Uncategorized,0.12
amazon fire phone handson ultimate buying machine,IAB13 Personal Finance,0.2
archie andrews death homophobia,IAB24 Uncategorized,0.14
facebook manipulated users emotions secret study report,IAB24 Uncategorized,0.16
european taxi protest fight inevitable guide tech upheaval,IAB20 Travel,0.15
sandwich chain quiznos files bankruptcy protection,IAB8 Food & Drink,0.24
samsung galaxy note 4 vs samsung galaxy note 3 comparing features,IAB19 Technology & Computing,0.13
investors alert cannabis science incotcmktscbis hemp inc,IAB15 Science,0.55
rajeev suri take nokia ceo president,IAB19 Technology & Computing,0.21
eleven medical marijuana dispensary applicants move forward next phase,IAB3 Business,0.13
rptupdate 2samsung elecs lower q1 estimate highlights smartphone,IAB19 Technology & Computing,0.2
says seven million deaths annually linked air pollution,IAB12 News,0.24
fault stars shailene woodley reveals gutwrenching scene,IAB12 News,0.22
apple oleg pliss affected users change apple id password icloud,IAB19 Technology & Computing,0.13
facebook takes fight google,IAB19 Technology & Computing,0.18
pinterest raises 200 million warchest battle google,IAB13 Personal Finance,0.12
facebook q1 profit surges cfo david ebersman step shares,IAB3 Business,0.22
view many americans still work,IAB4 Careers,0.16
fcc says dont convict yet killing net neutrality,IAB24 Uncategorized,0.41
find first tweet twitter,IAB24 Uncategorized,0.09
8 rescued small honduran gold mine 3 remain,IAB12 News,0.15
every year music festivals feature bigger better lineups,IAB1 Arts & Entertainment,0.27
scientists find way induce lucid dreams buhbye nightmares long,IAB15 Science,0.65
apples iwatch going swiss made,IAB19 Technology & Computing,0.11
report faa overly reliant boeings tests,IAB12 News,0.2
david cameron stop cheerleader pfizers astrazeneca,IAB16 Pets,0.35
lana del rey stuns kim kardashian prewedding party,IAB18 Style & Fashion,0.22
censorship row google cuts,IAB24 Uncategorized,0.2
duchess goes highend,IAB18 Style & Fashion,0.21
calgary region building permits increase radically,IAB12 News,0.14
1 10 us workingage deaths linked excessive alcohol consumption cdc,IAB12 News,0.14
koalas hug trees keep cool,IAB24 Uncategorized,0.11
hyundai says overstated mileage revamped sonata sedan publicity,IAB2 Automotive,0.29
kids caffeine dangerous combination study suggests,IAB15 Science,0.34
terry richardson allegedly offered model emma appleton vogue shoot sex,IAB12 News,0.17
dads heartbreaking internet plea spurs strangers draw,IAB6 Family & Parenting,0.25
ebay forecasts sales miss analysts highest estimates,IAB3 Business,0.48
earnings paper cuts impeding jp morgans value,IAB13 Personal Finance,0.3
american idols majesty rose eliminated dont want cry tv,IAB24 Uncategorized,0.25
gm says 47 crashes tied ignitionswitch defect,IAB12 News,0.11
smoking bans help kids breathe easier,IAB6 Family & Parenting,0.47
nokia developing superman handset 5mp selfie camera,IAB19 Technology & Computing,0.21
footage shows women survive run train,IAB20 Travel,0.21
window dressing balance sheet irks rbi,IAB3 Business,0.19
troubled macaulay culkin storms stage pelted glasses,IAB1 Arts & Entertainment,0.37
miley cyrus recalls scary hospital stay poisoning,IAB12 News,0.16
ministers policy leaders react nigerias gdp growth,IAB12 News,0.24
kanye west throw bachelor party ireland,IAB1 Arts & Entertainment,0.25
send resist mers,IAB24 Uncategorized,0.1
worship service,IAB23 Religion & Spirituality,0.57
exercise skins best antiaging solution working fights,IAB17 Sports,0.17
fis fiserv say theyre studying bitcoin,IAB15 Science,0.4
mars earth sun align week,IAB12 News,0.08
chipmaker sandisk buys fusionio bargain price,IAB19 Technology & Computing,0.25
faa mulls granting hollywood studios license drone,IAB1 Arts & Entertainment,0.29
census director tours booming north dakota,IAB20 Travel,0.26
fed holds growth course,IAB6 Family & Parenting,0.13
could full house revival works original cast members,IAB1 Arts & Entertainment,0.16
andrew lloyd webber hails ts eliot father rap cats returns,IAB6 Family & Parenting,0.18
dollar gains us inflation jumps may,IAB24 Uncategorized,0.13
smoking bans cut premature births child asthma attacks,IAB6 Family & Parenting,0.4
yuck 1 10 us beaches unsafe swimming,IAB24 Uncategorized,0.16
analysts apple calm new product storm,IAB3 Business,0.14
apple poaches another exec iwatch nears,IAB19 Technology & Computing,0.3
north shore pride 2014,IAB14 Society,0.1
lena dunham allison williams getty images,IAB18 Style & Fashion,0.07
speed blame walker crash,IAB20 Travel,0.32
kim kardashian kanye west secretly marry los angeles,IAB1 Arts & Entertainment,0.26
izumo juno spermegg secret unscrambled,IAB24 Uncategorized,0.44
gm issues 3 recalls 474k autos,IAB2 Automotive,0.77
odds asteroid level major city higher might think,IAB24 Uncategorized,0.18
guardians blasts marvel different direction,IAB20 Travel,0.13
parsing obamacare covered california signups,IAB12 News,0.13
retailers scrambling windows xp support ends april 8,IAB3 Business,0.28
uk consumer price inflation april 2014,IAB12 News,0.2
sprint customers might get discounts spotify music subscriptions,IAB9 Hobbies & Interests,0.14
playstation 4 sales remain steady surpass 7 million sold worldwide,IAB19 Technology & Computing,0.2
