text,iab_label,confidence
roman reigns injured wwe signs new deal nbcuniversal,IAB17 Sports,0.45
iranian prosecutor denies report mark zuckerberg ordered,"IAB11 Law, Gov’t & Politics",0.13
vt senate passes bill reducing medical marijuana limits,"IAB11 Law, Gov’t & Politics",0.37
courtney love joins sons anarchy final season,IAB6 Family & Parenting,0.14
sias 1000 forms fear 1,IAB14 Society,0.69
facebook introduces nearby friends feature rollout coming weeks,IAB24 Uncategorized,0.12
modi draws twitter facebook deeper government,IAB14 Society,0.17
pertussis persists,IAB24 Uncategorized,0.1
apple fails bid samsung smartphone sales ban,IAB3 Business,0.16
report google buy drone maker titan aerospace previously wooed,IAB12 News,0.52
valve dont expect buy steam machine 2015,IAB2 Automotive,0.21
google introduce lowcost smartphone,IAB19 Technology & Computing,0.32
ebola deaths swell 90,IAB24 Uncategorized,0.14
miley cyrus performs underwear messing quick change,IAB1 Arts & Entertainment,0.4
game thrones recap tyrion stands trial laws gods men,IAB12 News,0.24
seattle venture capitalist strong vibrant microsoft still key regions,IAB19 Technology & Computing,0.38
james beard 2014 finalists include violet hour blackbird,IAB24 Uncategorized,0.08
facebook rumoured developing new slingshot app go head,IAB19 Technology & Computing,0.25
bachelorette guy cry see andi dorfmans men emotional,IAB12 News,0.11
show money chris browns lawyer offer assault victim pay,IAB12 News,0.15
nissan says fullyear profit jumps 140 38 billion,IAB2 Automotive,0.25
beyoncé jay z tease run tour starstudded rrated trailer,IAB20 Travel,0.46
levines facial fuzz fiasco,IAB24 Uncategorized,0.14
xbox one may system update available download,IAB19 Technology & Computing,0.26
2015 smart fortwo forfour leaked ahead todays reveal,IAB12 News,0.35
somerset county united way might able help lastminute tax filing,IAB14 Society,0.23
targets 1q profit 16 pct deals customer data breach fallout,IAB3 Business,0.29
fcc probes internet traffic jams,IAB20 Travel,0.21
watch seth rogens famous friends crash snl monologue,IAB1 Arts & Entertainment,0.19
2 mcdonalds shut russia crackdown continues,IAB8 Food & Drink,0.41
zeptolab files objection eu kingcoms candy registration,IAB19 Technology & Computing,0.23
pf changs reverts carboncopy credit card machines data breach,IAB16 Pets,0.12
apple may streaming musics savior reported beats deal,IAB12 News,0.2
weekend box office xmen crushes godzilla rules memorial day,IAB1 Arts & Entertainment,0.47
