text,iab_label,confidence
quarter uk adults obese,IAB12 News,0.17
lightning ipad 4 could make return tomorrow alongside 8gb iphone 5c,IAB19 Technology & Computing,0.42
walmart drops 25 premarket trade q1 earnings miss,IAB3 Business,0.41
yellen put good,IAB5 Education,0.08
doug camilli martha stewarts jealous leonardo dicaprios rich freddie,IAB18 Style & Fashion,0.08
china move guide yuan higher puts fx market spin,IAB3 Business,0.17
rosenstein buys 147m hamptons estate,IAB21 Real Estate,0.62
us stocksfutures edge higher hopes china stimulus,IAB12 News,0.16
stocks trade mixed dow rises tech skids,IAB3 Business,0.17
gopro shares soar 30 debut,IAB19 Technology & Computing,0.17
tips navigating diagon alley opening tuesday universal,IAB12 News,0.13
excessive alcohol consumption responsible 88000 deaths yearly,IAB8 Food & Drink,0.18
cory monteiths mum speaks horrendous loss following death glee star,IAB1 Arts & Entertainment,0.19
miley cyrus cancels dates due allergic reaction,IAB1 Arts & Entertainment,0.22
amazon denies reports free streaming service,IAB24 Uncategorized,0.17
chinas oneplus readies flagship killer smartphone may release,IAB19 Technology & Computing,0.29
apple plans launch 129inch ipad 2015 reports say,IAB19 Technology & Computing,0.5
jpmorgan profit weaker expected trading revenue drops,IAB3 Business,0.46
chris brown performs bet awards releases new single,IAB1 Arts & Entertainment,0.35
mila kunis turns moviemaking therapy,IAB1 Arts & Entertainment,0.41
health ministers agree priority actions end ebola outbreak west africa,IAB12 News,0.23
stem cell scientist guilty fraud,IAB12 News,0.24
pittsburg moves ban public use ecigarettes,"IAB11 Law, Gov’t & Politics",0.24
christie tweets swipe latest letterman fat joke,IAB12 News,0.09
student says government could save millions dollars one decision,IAB12 News,0.21
bachelorette 2014 got eliminated episode 5 france,IAB20 Travel,0.15
eights days old baby gorilla getting stronger day day,IAB12 News,0.15
wall street eyes 21st record close 2014,IAB3 Business,0.4
open source,IAB24 Uncategorized,0.09
victoria beckham victoria beckham shares unseen wedding photograph,IAB24 Uncategorized,0.16
iraq worries weigh wall street dow falls 119,IAB12 News,0.16
guineas ebola outbreak unusual,IAB24 Uncategorized,0.32
archaeologists discover earliest example human cancer,IAB24 Uncategorized,0.13
dow outperform nasdaq 2014,IAB12 News,0.13
allergan rips valeants biz model heftier bid looms,IAB3 Business,0.72
king digital ipo draws scrutiny highprofile gaming failures,IAB19 Technology & Computing,0.23
lindsay lohans credit card declined 300 purchase,IAB13 Personal Finance,0.24
pge pleads guilty charges san bruno pipeline explosion,IAB12 News,0.18
