text,iab_label,confidence
whatsapp ceo reassures users privacy says wont collect new data,IAB19 Technology & Computing,0.26
toyota ford others face nhtsa electronic key probe,IAB2 Automotive,0.52
us economy first quarter shrank steep 29 pct,IAB3 Business,0.23
nestle slowest firstquarter sales growth since 2009,IAB3 Business,0.43
jessica simpson eric johnson wed santa barbara people magazine,IAB1 Arts & Entertainment,0.14
samsung galaxy s5 hit korea today preempt sales ban,IAB19 Technology & Computing,0.25
apples big news day top 5 things know,IAB12 News,0.54
consumer report surviving hospital stay,IAB12 News,0.25
woman fakes cancer tricks friends neighbors donating thousands dollars,IAB12 News,0.22
singer chris browns trial dc assault case delayed months immunity,IAB1 Arts & Entertainment,0.2
mindy kaling writing new book,IAB1 Arts & Entertainment,0.33
prince ends fight record label,IAB3 Business,0.19
game thrones season 4 premiere crashes hbo go fans vent twitter,IAB1 Arts & Entertainment,0.36
sacs steinberg gets 312 years prison insider trading,IAB3 Business,0.15
short seller favorite gamestop slumps,IAB24 Uncategorized,0.14
movie review hollywood takes book genesis noah,IAB1 Arts & Entertainment,0.28
stocks climb orders durable goods rise hillshire brands jumps,IAB3 Business,0.5
mind blown hello kitty cat british young girl,IAB16 Pets,0.33
whooping cough rise long beach,IAB20 Travel,0.22
interest rate rise sign britain back normal former chancellor says,"IAB11 Law, Gov’t & Politics",0.15
pop group attacked man saw,IAB1 Arts & Entertainment,0.36
us near deal credit suisse,IAB12 News,0.15
experts say samsung galaxy s5 fails wow due natural reason,IAB19 Technology & Computing,0.16
news brief,IAB12 News,0.72
tv baftas 2014 full list winners,IAB17 Sports,0.19
5 things need know wednesday,IAB12 News,0.11
friends food fun kitchen,IAB8 Food & Drink,0.43
apple tipped keep tv iwatch away wwdc year,IAB19 Technology & Computing,0.21
google selfdriving cars city streets supported find cities,IAB2 Automotive,0.3
evangeline lilly confirmed wasp edgar wrights antman,IAB12 News,0.19
colton burpo boy said met jesus heaven faces critics,IAB23 Religion & Spirituality,0.43
mannkind mnkd right stock wrong time,IAB3 Business,0.13
video ever done dentists chair jennifer aniston horrible bosses 2,IAB24 Uncategorized,0.18
euro gains ecb signals deflation risk contained ruble drops,IAB13 Personal Finance,0.15
ebola outbreak guinea 5 things know,IAB12 News,0.34
pesticides linked honey bee decline,IAB15 Science,0.21
george clooney blasts criminal report wedding daily mail apologizes,IAB12 News,0.24
state moves delist malaysia airlines cost rm14 billion,IAB20 Travel,0.32
game thrones white walkers claim offering gif,IAB17 Sports,0.18
mcdonalds franchisee ruling gives rise businesslabour arguments,IAB3 Business,0.65
look jp morgan wells fargo earnings,IAB3 Business,0.22
frederick county bans outdoor burning,"IAB11 Law, Gov’t & Politics",0.18
case closed dinosaur proves bible theory,IAB23 Religion & Spirituality,0.42
chrysler posts 690million 1stquarter loss,IAB2 Automotive,0.63
big horror reflected oculus,IAB24 Uncategorized,0.2
lana del rey album debuts number one us chart,IAB1 Arts & Entertainment,0.28
ge 1q earnings fall outlook strong,IAB3 Business,0.14
american idol voters got right last night,IAB12 News,0.18
5 tips selling home best price,IAB21 Real Estate,0.5
us ranks last report healthcare systems,IAB12 News,0.16
mers infections rise asia reflects sars,IAB14 Society,0.12
crude futures slip libya preps exports,IAB3 Business,0.17
twitter allow marketers promote distribute apps could pose security concern,IAB3 Business,0.12
review mccarthys tammy mess,IAB2 Automotive,0.24
titanfall stock levels still solid gamestop best buy stores,IAB22 Shopping,0.21
google reportedly readying health service called google fit,IAB7 Health & Fitness,0.81
house cards delivered perfect response emmy loss,IAB1 Arts & Entertainment,0.16
jupiter ascending moved february 2015,IAB20 Travel,0.16
taylor swift calls bangkok show coup,IAB1 Arts & Entertainment,0.23
carabiner eyed circus accident 2 critical kctv5,IAB12 News,0.21
johnny depp confirms engagement shows chicks ring,IAB12 News,0.24
jay z master recordings center alleged extortion plot,IAB12 News,0.17
robert de niro boards idols eye,IAB9 Hobbies & Interests,0.13
keith richards working kids book,IAB6 Family & Parenting,0.19
gm adds 8 million vehicles list recalls,IAB2 Automotive,0.4
nbc extends matt lauers today contract report,IAB12 News,0.5
west nile virus found mosquitos tredyffrin easttown,IAB15 Science,0.13
kourtney kardashian pregnant kourtney k scott disick expecting baby 3,IAB6 Family & Parenting,0.65
samsung galaxy tab 84 105 launched india starting rs 37800,IAB19 Technology & Computing,0.16
att threatens pull next fcc spectrum auction,"IAB11 Law, Gov’t & Politics",0.23
six stocks benefit supremes gutting aereo,IAB24 Uncategorized,0.14
new titleholder worlds fastest land animal california mite,IAB12 News,0.19
ird christs resurrection power yet prevails,IAB23 Religion & Spirituality,0.31
weather channel coming back directv,IAB12 News,0.14
game thrones kills major character 10 shocking tv deaths,IAB1 Arts & Entertainment,0.25
committee mps support ipcc report work lengthy review,IAB19 Technology & Computing,0.2
ruby dee kept giving theater social causes cleveland,IAB14 Society,0.32
fda hit ecigarettes ban sales anyone 18,"IAB11 Law, Gov’t & Politics",0.31
kiwis play part discovery new planet,IAB15 Science,0.21
bloodmoon trends billions watch total lunar eclipse,IAB20 Travel,0.13
president obama gets challenged game soccer humanoid robot,IAB17 Sports,0.75
star wars episode vii subtweet spoiler,IAB1 Arts & Entertainment,0.35
argentina trustee declares nonpayment bonds,"IAB11 Law, Gov’t & Politics",0.12
mad men season 7 premiere recap men girls,IAB24 Uncategorized,0.12
halo tv series close finalization,IAB1 Arts & Entertainment,0.33
apple replacing iphone 5 batteries free,IAB19 Technology & Computing,0.28
us hospital warns 4000 patients possible hiv hepatitis exposure,IAB12 News,0.11
alibaba wants netflix china,IAB3 Business,0.51
facebook plans redesign oculus rift,IAB19 Technology & Computing,0.21
bitcoin exchange mt gox files us bankruptcy,IAB3 Business,0.21
four tibetans held ringleaders chinese mine protest,IAB12 News,0.17
mystery light spotted mars photo,IAB24 Uncategorized,0.19
dave brockie horror metal band gwar dies 50,IAB1 Arts & Entertainment,0.19
sp 500 near alltime high small cap rebound continues,IAB17 Sports,0.42
experts point four major future threats unrestricted internet,IAB24 Uncategorized,0.21
swift granted restraining ordera gainst man threatened family,IAB12 News,0.17
game thrones season four premiere sees hbo service crash,IAB1 Arts & Entertainment,0.27
nick cannon wears whiteface promote new album white people party music,IAB1 Arts & Entertainment,0.15
two midnight rider filmmakers turn georgia authorities,IAB1 Arts & Entertainment,0.15
iphone 6 vs iphone 5 comparison highlights protruding camera design changes,IAB19 Technology & Computing,0.26
aaron paul xbox one ad accidentally turning consoles,IAB19 Technology & Computing,0.26
oracle reportedly nearing 5 billionplus deal buy micros systems,IAB19 Technology & Computing,0.22
delicious news sweet tooth could help artery disease,IAB12 News,0.52
bachelorette pays tribute eric hill final episode,IAB1 Arts & Entertainment,0.21
obama democrats focus gender pay gap,IAB12 News,0.19
7 million people die air pollution annually report,IAB12 News,0.25
amedisys pay 150 million resolve medicare fraud allegations,IAB14 Society,0.19
sp 500 index closes 1900 first time ktvn channel 2 reno tahoe,IAB12 News,0.21
investors less anxious earnings season wednesday,IAB3 Business,0.18
reese witherspoon cant pronounce cara delevignes name,IAB6 Family & Parenting,0.12
nyt publisher jill abramson deserved fired reasons,IAB12 News,0.55
twin peaks bluray set coming previously unseen footage,IAB24 Uncategorized,0.19
glastonbury 2014 metallica mocked controversy didnt disappoint 90,IAB1 Arts & Entertainment,0.29
preregister galaxy tab 4 80 today purchase online july 16,IAB22 Shopping,0.24
russia criticises un resolution condemning crimeas secession,IAB24 Uncategorized,0.11
google glass snoopers steal passcode glance,IAB24 Uncategorized,0.11
rules ecigarettes possible,IAB24 Uncategorized,0.12
lea micheles new boyfriend former gigolo slangin wang,IAB9 Hobbies & Interests,0.13
europe markets europe stocks pressured heightened ukraine worries,IAB12 News,0.16
jacques cousteaus grandson emerges record breaking 31 days,IAB6 Family & Parenting,0.19
wearable technology sector grow 2014,IAB19 Technology & Computing,0.13
1 salary doesnt matter,IAB24 Uncategorized,0.22
wall street turns higher fed statement,IAB3 Business,0.24
happened universe moment big bang,IAB15 Science,0.57
mad men season 7 air new trailer video,IAB1 Arts & Entertainment,0.23
cyanogenmod 11s oneplus one smartphone revealed,IAB19 Technology & Computing,0.26
paul walkers brothers join fast furious 7,IAB12 News,0.15
review samsung galaxy s5 botox smartphone upgrades,IAB12 News,0.19
star wars begins filming demi lovato dismisses nude photos wrestlemania 30,IAB1 Arts & Entertainment,0.39
google vp makes promises evicted tenants,IAB19 Technology & Computing,0.14
peaches geldof found dead age 25,IAB16 Pets,0.15
30 percent world fat,IAB24 Uncategorized,0.14
viagra cialis may treat deadly form muscular dystrophy,IAB15 Science,0.13
aclu fights womens right use methamphetamines pregnant,IAB6 Family & Parenting,0.14
planetlike object named vp joe biden,IAB20 Travel,0.22
star wars cast abu dhabi,IAB1 Arts & Entertainment,0.35
euro edges lower ahead eurozone inflation data,IAB12 News,0.12
