text,iab_label,confidence
google making 3d tablet,IAB19 Technology & Computing,0.68
boeing 787 dreamliners safe report,IAB20 Travel,0.19
microsoft expands siri rival china uk,IAB19 Technology & Computing,0.45
market basket employees threaten walkout corporate board sets special meeting,IAB3 Business,0.35
fccs new net neutrality rules face pushback commissioners amazon,"IAB11 Law, Gov’t & Politics",0.32
yields drop hopes ecb stimulus boosts demand,IAB3 Business,0.17
george clooney rips steve wynn insulting president obama,IAB12 News,0.21
brutal brunei penal code goes effect today,"IAB11 Law, Gov’t & Politics",0.3
cocacola earnings rise noncarbonated drinks soda sales fizzle,IAB13 Personal Finance,0.19
forex european highlights tuesday 1st july update,IAB12 News,0.33
wti crude broke 100 usd reaching 2month low rebounding,IAB12 News,0.21
crews space station docking delayed two days due glitch,IAB20 Travel,0.31
stress hormone may drive risktaking teen motorists,IAB20 Travel,0.33
social media stocks flying high linkedin wows wall street,IAB14 Society,0.13
google io z,IAB19 Technology & Computing,0.13
fed governor wants ease rules smaller banks,"IAB11 Law, Gov’t & Politics",0.44
euro zone edges closer deflation,IAB12 News,0.2
missing malaysia jet new debris report search still futile,IAB12 News,0.21
rubiks cube google doodle celebrates 40th birthday brain teasing puzzle,IAB24 Uncategorized,0.1
unfinished easter,IAB24 Uncategorized,0.22
mcdonalds reports mixed first quarter results,IAB3 Business,0.19
massachusetts mom 3yearold daughter forced urinate seat jetblue,IAB6 Family & Parenting,0.25
official sherlock returning special,IAB1 Arts & Entertainment,0.23
sigourney weaver returns ripley alien isolation,IAB20 Travel,0.53
rip frankie knuckles pioneering house dj,IAB1 Arts & Entertainment,0.2
anna paquin goes vampy thakoon lbd gold,IAB18 Style & Fashion,0.18
new sars mers case jump raises alarm,IAB12 News,0.65
gm debuts chevrolet trax small crossover sale us,IAB2 Automotive,0.22
benzene taints water supply,IAB24 Uncategorized,0.1
obama state talks free 100 million aid pension deal,IAB12 News,0.33
justin bieber wants marry selena gomez,IAB12 News,0.16
apple preparing drop big device september 9,IAB19 Technology & Computing,0.22
new dinosaur longnosed relative tyrannosaurus rex discovered,IAB12 News,0.5
prosthetic arm approved use amputees,IAB14 Society,0.11
coming soon starbucks oprah chai tea,IAB8 Food & Drink,0.75
wont long hes walking prince george enjoys fathers day crawl,IAB6 Family & Parenting,0.45
stocks open strong trade dollar tree ambarella gain,IAB3 Business,0.14
modi effect logs twitter facebook governance,IAB14 Society,0.11
samsung galaxy note 4 57inch qhd display spotted report,IAB19 Technology & Computing,0.25
nexus line continue confirms google,IAB19 Technology & Computing,0.09
photos voice teams go live,IAB17 Sports,0.13
raises limited certain industries,IAB3 Business,0.16
kill switch may standard us phones 2015,IAB19 Technology & Computing,0.13
maleficent gets wings new banner teaser,IAB1 Arts & Entertainment,0.34
gas prices continuing climb,IAB12 News,0.15
newstop stories toxic jerky treats linked 1000 dog deaths,IAB12 News,0.42
xmen days future past second trailer looks awesome video,IAB1 Arts & Entertainment,0.3
xbox one launching 26 new markets september,IAB19 Technology & Computing,0.18
zac efron michelle rodriguez kiss boat friends,IAB20 Travel,0.34
cellphone unlocking become legal,IAB12 News,0.12
