text,iab_label,confidence
seven last words jesus featured service first baptist,IAB23 Religion & Spirituality,0.5
ronald mcdonald brief history,IAB3 Business,0.09
missing malaysia plane chinese satellite finds object near jet search area,IAB12 News,0.22
fabulist holocaust author ordered pay 26m,IAB24 Uncategorized,0.19
boy meets world spinoff girl meets world new nostalgic,IAB24 Uncategorized,0.18
update 1airbus safran team response spacex sources,IAB20 Travel,0.26
speaking two languages keeps brains ageing bay,IAB24 Uncategorized,0.1
four arrests made deadly turkish mine fire,IAB12 News,0.18
mixed finish bullions,IAB3 Business,0.17
better stock today pfizer vs tesla motors,IAB16 Pets,0.31
merck shouts matter,IAB3 Business,0.14
planet apes gets honest trailer,IAB24 Uncategorized,0.16
zac efron michelle rodriguez dating,IAB12 News,0.11
louis tomlinson use nword one direction pot video,IAB12 News,0.11
tupac shakur musical killed broadway,IAB1 Arts & Entertainment,0.63
google shows new android gadgets conference,IAB19 Technology & Computing,0.3
gm recalling 56000 saturn aura cars transmission issue,IAB2 Automotive,0.45
intuitive surgical isrg receives fda clearance new da vinci xi system,IAB19 Technology & Computing,0.12
debbie gibson battling lyme disease,IAB12 News,0.16
head 22 jump street,IAB20 Travel,0.32
bnp paribas ample funding pay us fine,IAB3 Business,0.46
eurozone hopes deflation wont spoil recovery,IAB12 News,0.14
facebook rolls nearby friends realtime friend tracker,IAB20 Travel,0.12
sheriffs department offers drug disposal residents,IAB24 Uncategorized,0.16
married people lesser risk heart disease,IAB12 News,0.12
20 ios 8 features 2 video reviews,IAB1 Arts & Entertainment,0.11
dancing stars winners announced meryl davis maksim,IAB1 Arts & Entertainment,0.37
canada gets 44 kitkat upgrade lg g2 knockcode april,IAB19 Technology & Computing,0.14
travel back time google street view archive,IAB20 Travel,0.79
voice 2014 winner revealed season,IAB12 News,0.08
target says pay ousted ceo high,IAB3 Business,0.17
sigourney weaver appear alien isolation video game,IAB20 Travel,0.51
facebook bans favorite marketing tactics good people,IAB24 Uncategorized,0.17
weekend watch,IAB12 News,0.12
88 oceans surface plastic debris study,IAB15 Science,0.34
metrocare services cohosts march 27 conference understanding autism,IAB14 Society,0.19
italian yields decline records amid hunt ecb policy hints,IAB3 Business,0.2
leaked apple may launch cheaper version iphone 5c,IAB12 News,0.19
gilead hepatitis c drug get fda priority review,IAB12 News,0.22
bryan singer denies sex abuse claims pulls xmen promotion events,IAB1 Arts & Entertainment,0.35
facebook announces fb newswire service partnership news corp,IAB12 News,0.59
jagger comforted daughters los angeles,IAB6 Family & Parenting,0.47
update 4murdoch sets sons take media empire,IAB3 Business,0.28
microsoft cuts onedrive prices increases capacity,IAB19 Technology & Computing,0.29
international civil aviation leaders meet discuss postmh17 flight paths,IAB12 News,0.15
actor eli wallach dies 98,IAB1 Arts & Entertainment,0.44
kacy catanzaro becomes first woman complete american ninja warrior,IAB12 News,0.17
oracle may spend 5 billion micros systems report says,IAB12 News,0.13
delaware div public health warns residents skin cancer risks,IAB12 News,0.27
miley cyrus dog dies ripfloyd trends twitter,IAB16 Pets,0.25
tmobile abolishes consumer overages,IAB2 Automotive,0.18
gary goddard sex abuse lawsuit gary goddard dismissed,IAB12 News,0.17
said said movies draft day review,IAB1 Arts & Entertainment,0.22
iraq conflict forcing gas prices higher,IAB12 News,0.15
reports polio eradicated southeast asia,IAB12 News,0.65
apple inc prepping smart home platform release wwdc,IAB19 Technology & Computing,0.45
report millions dollars wasted flu drugs,IAB12 News,0.66
teslas musk says company wont decide gigafactory site til years end,IAB3 Business,0.21
ipad implicated pediatric rashes diagnosed nickel allergies updated,IAB12 News,0.17
pimcos total return fund 14th month redemptions,IAB24 Uncategorized,0.11
medicare may overpaying hospitals shortstay patients,IAB4 Careers,0.16
squirrel 300k damage brings delay new community,IAB12 News,0.11
ideal path climate policy could compromise secondbest solution,IAB12 News,0.25
xbox one sales double us kinect isnt mandatory,IAB19 Technology & Computing,0.23
snl coldplays chris martin plants big kiss andrew garfield place,IAB17 Sports,0.22
superheavy element 117 existence confirmed synthesize create,IAB15 Science,0.43
duchess kate shows new curls superslim figure,IAB18 Style & Fashion,0.23
terry richardson reportedly offering vogue photo shoots exchange sex,IAB12 News,0.31
microsoft office word tops ipad app chart,IAB3 Business,0.82
richard branson announces virgin boycott dorchester hotels bruneis,IAB20 Travel,0.24
microsoft may launch surface pro 3 mini next week,IAB19 Technology & Computing,0.38
privacy group files ftc complaint facebooks emotional contagion study,IAB24 Uncategorized,0.14
nuclearlevel asteroids might common realize,IAB24 Uncategorized,0.23
declares public health emergency polio spreads,IAB12 News,0.28
walmart stores inc wmt sharply disappointing q1 report,IAB3 Business,0.46
twitter time deliver,IAB19 Technology & Computing,0.08
webcam captures 100 endangered baby turtles hatching florida,IAB15 Science,0.12
jude laws naked confidence,IAB24 Uncategorized,0.1
glance hot tech stocks tumble,IAB12 News,0.21
qualcomm posts 4 yoy growth sees delays china 4g rollouts,IAB19 Technology & Computing,0.37
fooled pranks still funny,IAB24 Uncategorized,0.09
kids choice awards 2014 got slimed,IAB24 Uncategorized,0.14
apple finally completes deal purchase beats electronics 3bn,IAB3 Business,0.28
sony officially launch playstation business china soon,IAB14 Society,0.44
jimmy page led zeppelin never got good reviews,IAB1 Arts & Entertainment,0.15
scent male experimenters stress mice rats labs,IAB15 Science,0.39
zac effrons friends worry attack sushi,IAB8 Food & Drink,0.58
depp trades clown nose serious transcendence video,IAB1 Arts & Entertainment,0.27
would pay millions secret wutang clan album,IAB3 Business,0.13
thedream arrested booked assault strangulation charges,IAB12 News,0.33
star wars cameo raffled charity,IAB1 Arts & Entertainment,0.15
meg ryan joins cast met mother spinoff,IAB1 Arts & Entertainment,0.22
mentally ill jails hospitals,IAB24 Uncategorized,0.21
jobless picture dichotomy,IAB24 Uncategorized,0.3
5 things know googles selfdriving cars,IAB2 Automotive,0.38
state model obamacare says 180m website broken fix,IAB12 News,0.13
interest rate rise could help tories,"IAB11 Law, Gov’t & Politics",0.25
hospital close,IAB24 Uncategorized,0.17
feds mobile apps exposed customers sensitive personal information,IAB19 Technology & Computing,0.1
graco gives agrees recall infant seats,IAB6 Family & Parenting,0.23
5 things need know wednesday,IAB12 News,0.11
us supreme court decision carbon rebuff gov perry,"IAB11 Law, Gov’t & Politics",0.13
earnings miss walmart buy whole foods,IAB8 Food & Drink,0.27
watch elle fanning discovers truth maleficent new clip,IAB12 News,0.25
walking dead season 4 finale,IAB1 Arts & Entertainment,0.13
sobering comedown,IAB24 Uncategorized,0.12
subway riders feel pinch lirr strike,IAB20 Travel,0.38
bonnie says selena gomez forget justin bieber dont embarrassed,IAB12 News,0.12
kendall kylie jenner allegedly toxic selena gomez bad influence,IAB12 News,0.21
lg g3 release date price uk specs coming 27 may,IAB12 News,0.1
ford mustang returns new york celebrate 50 years 1967 shelby gt500,IAB2 Automotive,0.4
pizza chain sbarro files ch 11 bankruptcy second time,IAB8 Food & Drink,0.58
computer hacking expert says bad news come heartbleed,IAB12 News,0.24
mercedesbenz sclass review s500 l,IAB2 Automotive,0.72
worlds biggest environmental killer,IAB24 Uncategorized,0.35
confirmation hearing set new va chief,"IAB11 Law, Gov’t & Politics",0.25
philippine president raise territorial dispute china southeast asian,IAB12 News,0.15
fistbumping beats germspreading handshake study reports,IAB15 Science,0.12
instagram users pass 200m,IAB24 Uncategorized,0.12
smartphone theft nearly doubled 2013,IAB19 Technology & Computing,0.14
aguilera staying fearless confident,IAB2 Automotive,0.12
12yearold boy hit car,IAB2 Automotive,0.4
elizabeth arden,IAB18 Style & Fashion,0.08
backyard universe new meteor shower early next saturday morning,IAB15 Science,0.29
portland city council approves google fibers franchise agreement,IAB19 Technology & Computing,0.27
theres big fat greek wedding sequel works,IAB1 Arts & Entertainment,0.34
watching much television could lead earlier death,IAB12 News,0.13
las vegas casino bosses dismiss ben affleck ban,IAB3 Business,0.39
selena gomez justin bieber back together breakup slow,IAB12 News,0.13
diem brown mtvs challenge diagnosed cancer third time,IAB12 News,0.17
aereo gimmick get around copyright law might ok,IAB24 Uncategorized,0.11
shoppers drug mart stores across alberta atlantic prairies support look,IAB22 Shopping,0.36
valerie harper cancer free,IAB12 News,0.19
public support affordable care act drops 26 poll finds,"IAB11 Law, Gov’t & Politics",0.16
mayors last haircut benefiting relay life,IAB20 Travel,0.1
ubers price war taxis also pits drivers,IAB20 Travel,0.21
level poverty wealth may affect distribution cancer types,IAB24 Uncategorized,0.12
federal judge sentences sac capital 18b fraud deal,"IAB11 Law, Gov’t & Politics",0.18
heres first look david finchers gone girl adaptation,IAB1 Arts & Entertainment,0.23
ford goes great heights shows 50th anniversary mustang top,IAB2 Automotive,0.43
kean helps tackle cancer,IAB24 Uncategorized,0.13
would apple pay 32 billion beats electronics,IAB8 Food & Drink,0.16
tv ratings sunday viewers shun miley cyrus unforgettable rising star,IAB12 News,0.18
corn prices fall usda says crops great condition,IAB12 News,0.26
proxy adviser seeks ouster targets board,IAB3 Business,0.13
mila kunis makes first public appearance since pregnancy announcement,IAB6 Family & Parenting,0.41
insane clown posse appealing dismissal lawsuit fbi,IAB14 Society,0.66
imf cuts us growth urges minimum wage hike,IAB3 Business,0.12
hilary duff shows sexy bikini body comeback single chasing,IAB18 Style & Fashion,0.19
asm2 used comics portray scene,IAB1 Arts & Entertainment,0.2
miley cyrus resumes tour hospitalization,IAB20 Travel,0.47
