text,iab_label,confidence
kendall jenner makes met ball gala debut topshop 827am,IAB17 Sports,0.28
stoxx europe 600 rises sixth straight week,IAB3 Business,0.15
xbox one become sweet deal canada,IAB19 Technology & Computing,0.23
songwriter jesse winchester dies,IAB1 Arts & Entertainment,0.14
us lawmakers cite dangerous pattern lapses cdc,IAB12 News,0.17
airline group recommend plane tracking options,IAB20 Travel,0.26
jc penney short squeeze season stocktwitscom,IAB3 Business,0.19
ruby dee dies aged 91 remembering actress poet activist,IAB12 News,0.09
mercks grass pollen allergy drug wins us approval,IAB12 News,0.18
crude oil soars iraq tensions safehaven demand boosts gold,IAB12 News,0.14
zac efron friends dance table jason derulos wiggle,IAB1 Arts & Entertainment,0.28
health organization pollution kills 7 million people every year,IAB12 News,0.18
voice 2014 best performance season 6 live shows april 28,IAB12 News,0.11
parliament seminar increases solar awareness scotland,IAB15 Science,0.17
jay z beyonce release trailer run video,IAB1 Arts & Entertainment,0.17
miley cyrus wears headtotoe marc jacobs elle magazine may 2014 cover,IAB18 Style & Fashion,0.29
sc jobless rate fell slightly january,IAB15 Science,0.33
facebook got emotional know things,IAB14 Society,0.11
divergents shailene woodley says vaginas need sun vitamin,IAB12 News,0.25
entrain free app fights jet lag one reason love math,IAB20 Travel,0.45
forecast divergent leaps theaters next ya hit,IAB1 Arts & Entertainment,0.25
eleven amazing ios 8 features mentioned wwdc,IAB19 Technology & Computing,0.31
kiss hall fame induction vindication fans,IAB1 Arts & Entertainment,0.09
piracy site megaupload sued major hollywood studios,IAB1 Arts & Entertainment,0.58
google says driving forward autonomous car,IAB2 Automotive,0.57
southwest wider seats coming 737 max jets,IAB20 Travel,0.21
apple google dismiss patent lawsuits,IAB19 Technology & Computing,0.24
murray says bro bachelorette happy,IAB12 News,0.21
apple cofounder brands samsung galaxy gear worthless,IAB19 Technology & Computing,0.21
astronomers find earthlike planet yet,IAB15 Science,0.47
white liberal frenemies twitter exchanges reveal untrustworthy allies,IAB12 News,0.23
columbus short arrested aggravated battery scandal stars bar fight,IAB12 News,0.26
celebrating equal pay day sign dont much celebrate,IAB24 Uncategorized,0.26
beyonce tops list forbes powerful celebrities,IAB1 Arts & Entertainment,0.2
forexeuro subdued start pmis focus week,IAB24 Uncategorized,0.09
karl lagerfeld made barbie doll,IAB1 Arts & Entertainment,0.41
finally robots turn furniture,IAB24 Uncategorized,0.18
wells fargo mortgage rate deals today mar 12,IAB12 News,0.21
refileisrael cranks media campaign ahead iran nuclear deal deadline,IAB12 News,0.22
us stocks closes higher dow alltime record close,IAB3 Business,0.14
