text,iab_label,confidence
loonie flat amid rising inflation mixed commodity prices,IAB24 Uncategorized,0.12
new mers cases appear indiana patient improves,IAB12 News,0.46
nobel laureate gabriel garcia marquez dead,IAB12 News,0.09
jessica simpson walks aisle eric johnson,IAB22 Shopping,0.19
apples wwdc 2014 keynote livestreamed,IAB12 News,0.14
bank japan holds steady despite tax hike,IAB3 Business,0.17
kim kardashian wardrobe malfunction bonnaroo 2014,IAB1 Arts & Entertainment,0.27
game thrones season 4 trailer 3 online,IAB1 Arts & Entertainment,0.29
meryl maks win season 18 dancing stars,IAB1 Arts & Entertainment,0.37
great south american writer gabriel garcia marquez died,IAB24 Uncategorized,0.1
samsung launches galaxy s5 125 countries today,IAB19 Technology & Computing,0.25
walking dead season five five things know,IAB12 News,0.18
onethird world overweighed,IAB24 Uncategorized,0.4
nasa captures spectacular solar flare,IAB15 Science,0.35
google glass help parkinsons patients,IAB24 Uncategorized,0.11
flu drugs tamiflu relenza may prevent transmission complications,IAB20 Travel,0.12
6 new features twitter redesign know,IAB24 Uncategorized,0.14
dates eminem rihannas monster tour announced,IAB20 Travel,0.27
government concerned iraq impact oil prices report,IAB12 News,0.55
riksbank risks bubbles duels ecb,IAB3 Business,0.19
new moonshot project google,IAB19 Technology & Computing,0.21
premature boy twins born 24 days apart finally go home,IAB6 Family & Parenting,0.33
judge rules penney interfered macys pact martha stewart,IAB3 Business,0.15
schneiderman marketwired stop selling info highfrequency traders,IAB3 Business,0.19
onceinalifetime meteor shower may way,IAB20 Travel,0.12
cannes ryan gosling takes stab directing,IAB1 Arts & Entertainment,0.17
today anyone us purchase google glass,IAB19 Technology & Computing,0.32
guardians galaxy guardians galaxy sequel set 2017,IAB20 Travel,0.16
google tries trademark word glass,IAB24 Uncategorized,0.15
kourtney kardashian hides baby bump denim sister kim lets,IAB6 Family & Parenting,0.25
mary barras leadership legacy,IAB14 Society,0.11
wva sees massive turnout medicaid enrollment double projected numbers,IAB12 News,0.21
climate change leave one planet untouched ipcc chief video,IAB24 Uncategorized,0.23
police click ticket campaign people buckling dying,"IAB11 Law, Gov’t & Politics",0.23
judge wont block new arizona abortion drug rules,IAB12 News,0.37
last words malaysia plane believed copilot says mas,IAB20 Travel,0.2
incredible success king digitalcandy crush saga ipo,IAB19 Technology & Computing,0.15
lindsay lohans list 36 celebrities bedded includes colin farrell,IAB4 Careers,0.12
danica mckellar val chmerkovskiy cha cha dancing stars 18,IAB1 Arts & Entertainment,0.27
cesar chavezs final injustice boring movie made,IAB24 Uncategorized,0.32
smokeless signals vaping,IAB24 Uncategorized,0.17
beyonce pays tribute michael jackson,IAB1 Arts & Entertainment,0.22
technology lawsuit may benefit 60000 workers,IAB4 Careers,0.16
ebola virus top sierra leone doctor sheik umar khan dies disease,IAB12 News,0.21
scandal finale recap bombs bacteria elections oh,IAB12 News,0.19
firefighters tackle skip blaze barnsley,IAB24 Uncategorized,0.09
sorry facebook google snatches drone maker,IAB19 Technology & Computing,0.25
keira knightley mark ruffalo comedy begin promising start,IAB1 Arts & Entertainment,0.27
