text,iab_label,confidence
chris martin lily allen alesha dixon back dementia awareness,IAB14 Society,0.16
amazon 3d hologram phone six cameras 47inch screen allegedly,IAB19 Technology & Computing,0.34
demand suvs pickup trucks drives july auto sales canada,IAB2 Automotive,0.66
women might benefit frequent mammograms,IAB24 Uncategorized,0.13
jamie lynn spears marries happy pi day wedding yall,IAB6 Family & Parenting,0.14
suzuki recalls nearly 200000 small cars amid fire concerns,IAB2 Automotive,0.3
harrison ford sidelined star wars injury months,IAB17 Sports,0.22
nasas latest soyuz seat procurement may last,IAB12 News,0.13
haldane says mpc faces corridor uncertainty,IAB24 Uncategorized,0.26
chris gwyneth kim kanye golden age celebrity mag cobblers,IAB1 Arts & Entertainment,0.19
cyborg cast supermanbatman film,IAB1 Arts & Entertainment,0.14
us investigators suspect missing malaysian plane flew hours past last,IAB20 Travel,0.15
russian oligarch faces us 45 billion swiss divorce,IAB3 Business,0.24
west african ebola epidemic likely last months says un,IAB12 News,0.35
us trade deficit drops 36,IAB3 Business,0.22
colin firth cant bear paddington role,IAB6 Family & Parenting,0.11
comment death inflation clarkes tesco test,IAB15 Science,0.14
30 percent world overweight country safe obesity epidemic,IAB24 Uncategorized,0.17
apple macbook air series receive faster processor upgrade says reports,IAB19 Technology & Computing,0.41
russian manufacturing pmi shrinks fifth straight month march pmi,IAB3 Business,0.35
mental health problem dangerous smoking,IAB24 Uncategorized,0.21
internet speeds broadband adoption singapore rise akamai,IAB19 Technology & Computing,0.17
oculus facebook purchase promise wont change,IAB19 Technology & Computing,0.11
icloud hack behind iphone ipad ransom attack apple,IAB19 Technology & Computing,0.56
publicityseeking pols push dodgers tv,IAB12 News,0.2
daring kendall jenners jawdropping dress creates buzz,IAB12 News,0.4
pound australian dollar exchange rate gbpaud higher despite chinese,IAB13 Personal Finance,0.14
twitter user growth shares surge following 2014 fifa world cup,IAB17 Sports,0.57
ipcc report points renewables solution,IAB13 Personal Finance,0.42
feeling superhero movie fatigue,IAB24 Uncategorized,0.27
salmonella outbreak linked foster farms chicken 524 sick,IAB12 News,0.2
gwyneth paltrow average moms easier,IAB6 Family & Parenting,0.24
next nasas planethunting kepler telescope finding earths true twin,IAB20 Travel,0.28
samsung galaxy grand neo vs sony xperia sp display design os camera,IAB19 Technology & Computing,0.22
facebook using drones deliver internet,IAB19 Technology & Computing,0.33
nicki minaj thought dying afraid call 911,IAB24 Uncategorized,0.11
week fx americas loonie looking excuse retreat,IAB24 Uncategorized,0.17
fed oks ptsdmarijuana study vets,IAB15 Science,0.22
dairy created equal comes womens bone health study,IAB15 Science,0.34
lenovo n20 n20p chromebooks launched,IAB19 Technology & Computing,0.53
breastfeeding mom kate winslets wild pumping story,IAB6 Family & Parenting,0.39
tony bennett lady gaga jazz album due sept 23,IAB1 Arts & Entertainment,0.39
pottermore grownup harry potter might look according jk rowlings,IAB1 Arts & Entertainment,0.13
samsung names price gear fit gear 2 smartwatch,IAB19 Technology & Computing,0.18
shia labeouf reportedly checks rehab facility,IAB12 News,0.3
marijuana hits shelves washington state readies start legal sales,IAB12 News,0.22
reports george clooney blowup steve wynn obama,IAB12 News,0.75
american idol 2014 recap hard rock dominates top 9 performances,IAB24 Uncategorized,0.12
pfizer underscores commitments britain memo parliamentary committees,IAB16 Pets,0.15
floyd mayweather jr explains altercation ti,IAB12 News,0.26
mit undergrads land 500000 free bitcoin,IAB5 Education,0.21
report shia labeouf enters rehab new york arrest,IAB12 News,0.73
microsoft extends deadline windows 81 update requirement,IAB19 Technology & Computing,0.18
2 texas cities among nations worst spring allergies,IAB12 News,0.22
warren buffett singlehandedly undermined democrats main argument,IAB12 News,0.21
hubble snaps breathtaking photos monkey head nebula,IAB15 Science,0.18
alleged xbox one china promo materials leaked priced revealed,IAB17 Sports,0.29
fed slows bond buying keeps quiet shortterm interest rate,IAB12 News,0.12
people magazine unwittingly revealed hillarys private meeting obama,IAB12 News,0.36
ecigarette tv ads attracting youngsters,IAB12 News,0.28
3rd case mosquitoborne virus confirmed nc,IAB12 News,0.31
jeff baders first big test fixing nbcs thursday night,IAB12 News,0.47
dancing stars results 2014 spoilers tonights elimination recap,IAB12 News,0.25
apple buy beats electronics 32 billion,IAB19 Technology & Computing,0.16
facebook said seek european union approval whatsapp deal,IAB14 Society,0.13
rapper atlanta reality star apparently shot nephew way mothers,IAB6 Family & Parenting,0.26
harley goes electric race new motorcycle riders,IAB17 Sports,0.25
selena gets advice join rehab,IAB7 Health & Fitness,0.14
gwen stefani voice season 7 signs new judge stefani replaces,IAB12 News,0.09
apple vs samsung ongoing battle courts,IAB19 Technology & Computing,0.45
apple set purchase beats,IAB3 Business,0.11
glenn greenwald slams ny times new editor dean baquet jill abramson,IAB12 News,0.29
look major attacks nigeria extremists,IAB12 News,0.31
bocks office captain america sequel weaker still packs punch,IAB1 Arts & Entertainment,0.25
taylor swift wants nothing justin selena bieber gets slapped,IAB12 News,0.15
items pulled sea none related plane far,IAB24 Uncategorized,0.76
one military operation aims seize leaders peoples militia poroshenko,IAB12 News,0.15
michael jackson hologram perform billboard music awards,IAB1 Arts & Entertainment,0.27
three people arrested outside taylor swifts home,IAB12 News,0.16
truecar autobuying website raises 70 million us ipo,IAB2 Automotive,0.71
ntsb asian plane crash due pilot mismanagement nbc4 columbus ohio,IAB12 News,0.31
coldplays chris martin gwyneth paltrow separated,IAB24 Uncategorized,0.14
feds hunt 30yearold alleged lord gameover botnet,IAB12 News,0.15
ukrainian separatists govt deny shooting malaysian passenger,IAB20 Travel,0.15
gm leader apologizes deaths tied recalled cars,IAB2 Automotive,0.23
video cnbc host outs apple ceo tim cook live air,IAB12 News,0.56
delete fire tv voice recordings,IAB24 Uncategorized,0.2
voted austin mahone cody simpson got slimed,IAB12 News,0.13
world news welsh director lands star wars spinoff,IAB12 News,0.51
alibaba takes 1035 pct bite singpost,IAB3 Business,0.38
general motors recalls 60000 saturns gear shift problem,IAB2 Automotive,0.39
nokia become microsoft mobile post acquisition,IAB19 Technology & Computing,0.38
nigeria overtakes south africa become africas biggest economy,IAB3 Business,0.25
finger device reads blind,IAB24 Uncategorized,0.51
ebola rares ugly head dr congo,IAB12 News,0.17
vogues anna wintour addresses kim kardashiankanye west cover,IAB18 Style & Fashion,0.22
justin bieber poses selena gomez jet canada,IAB1 Arts & Entertainment,0.22
paying forward shopper 73 buys 120 worth diapers cashstrapped,IAB22 Shopping,0.33
ariana grande reveals happened justin bieber duet,IAB12 News,0.37
poring europes pharma landscape,IAB3 Business,0.17
could cannabis used treatment childhood epilepsy,IAB24 Uncategorized,0.17
incredibles 2 cars 3 confirmed disney release date cast plot,IAB12 News,0.36
isakson hearing interim va secretary satisfied va culture,IAB12 News,0.21
giant comet headed toward mars blasting dust space,IAB20 Travel,0.31
goaround avoids disaster airport,IAB20 Travel,0.3
sign mac os x yosemite beta programme free,IAB19 Technology & Computing,0.27
eu preparing touch restrictions highfrequency trading,IAB3 Business,0.24
drew barrymores sister dead suspected overdose actress release,IAB12 News,0.28
44 percent us soldiers report chronic pain 15 percent use opioid painkillers,IAB12 News,0.22
transcendence techrom flop,IAB24 Uncategorized,0.18
fda issues final draft nanotechnology guidances,IAB12 News,0.14
jon hamm softcore porn job soulcrushing,IAB24 Uncategorized,0.22
justin bieber selena gomez together,IAB1 Arts & Entertainment,0.18
boe get fourth deputy governor carney,"IAB11 Law, Gov’t & Politics",0.14
spinal cord stimulator helps paralyzed men move legs,IAB15 Science,0.2
transformers still reigns atop box office,IAB1 Arts & Entertainment,0.44
3 vietnamese crew members hurt new chinese ramming incident,IAB12 News,0.24
facebook testing new buy button,IAB22 Shopping,0.24
arrow sneak peek welcome home,IAB6 Family & Parenting,0.17
source latest news,IAB12 News,0.7
samsung galaxy tab 3 vs google nexus 7 top specs price comparison,IAB19 Technology & Computing,0.38
rebecca soteros paul walkers ex alcoholic unfit mom mother,IAB6 Family & Parenting,0.46
youtube wants buy twitch,IAB9 Hobbies & Interests,0.11
cdc yes negligent,IAB19 Technology & Computing,0.13
toyota move us operations texas,IAB20 Travel,0.38
energy drink consumption teens could lead unhealthy behaviors,IAB12 News,0.13
nm buyer purchases gun possibly carried wyatt earp,IAB24 Uncategorized,0.14
ronnie wood leads tributes iconic singer bobby womack,IAB1 Arts & Entertainment,0.26
iran arrests six men women dancing video pharrell williams happy,IAB1 Arts & Entertainment,0.36
eminem rihanna perform monster 2014 mtv movie awards,IAB1 Arts & Entertainment,0.38
nwa biopic cast meet actors playing dr dre ice cube,IAB12 News,0.15
beverly hills hotel boycott pink palace protested picketed,IAB3 Business,0.21
california massacre hollywood directors son murders 6 killing,IAB1 Arts & Entertainment,0.3
kim kardashian kanye west go incognito gym days wedding,IAB24 Uncategorized,0.2
netflix nflx ceo calls strong net neutrality,IAB17 Sports,0.6
ackman bets 1 billion herbalife,IAB7 Health & Fitness,0.1
kim kardashian covers vogue kanye west internet almost,IAB18 Style & Fashion,0.31
eminem apologizes mom emotional mothers day music video,IAB6 Family & Parenting,0.38
3 la spots true bloods costume designer buys vampire gear,IAB1 Arts & Entertainment,0.16
officials warn largest ever irs phone scam,IAB12 News,0.31
lawyer singer hawaii mid1999,IAB1 Arts & Entertainment,0.13
sony e3 2014 trailer destiny,IAB14 Society,0.39
kanye west planning drop new album beyoncèstyle kim kardashian,IAB12 News,0.23
burwells confirmation prospects hhs secretary seen favorable,IAB12 News,0.38
uk government sells 78 lloyds 755pshare stake 25,IAB14 Society,0.15
pelosi calls immigration reform honor cinco de mayo,"IAB11 Law, Gov’t & Politics",0.29
apple motorola shake hands agree dismiss patent lawsuits,IAB19 Technology & Computing,0.29
samsung galaxy k zoom available rs 29999,IAB19 Technology & Computing,0.22
doctors design dialysis machine babies,IAB15 Science,0.3
facebook places 2bn bet vr headset maker oculus,IAB19 Technology & Computing,0.3
moves share info facebook police,IAB12 News,0.14
jpmorgan ceo dimon says curable throat cancer,IAB3 Business,0.54
apple idevices hijacked held ransom,IAB9 Hobbies & Interests,0.24
ranked every muppet movie ever fuzzworthy,IAB12 News,0.15
bates motel season 3 announced ae,IAB12 News,0.16
could apple carplay coming soon older cars,IAB2 Automotive,0.31
guardians galaxy end credits scene details revealed,IAB12 News,0.16
bloomberg microsoft likely announce job cuts week,IAB3 Business,0.67
rising co2 levels could reduce nutrition values staple crops like wheat rice,IAB15 Science,0.11
world cup 2014 brazil study shows areas high dengue risk,IAB17 Sports,0.36
linklaters boyhood pulls something never done film,IAB24 Uncategorized,0.22
ipad mini 3 ios 8 ipad air 2 rumored release date features specification,IAB19 Technology & Computing,0.24
wwe money bank rumors vegas odds favoring,IAB17 Sports,0.47
internet making 34981 counting potato salad,IAB8 Food & Drink,0.51
muse pharrell fire coachela amid cooler temperatures,IAB1 Arts & Entertainment,0.44
